"Listing"

"WFR Listing"
"Created 09 March 2022 19:37"


"CVN","Bale Capacity (cu m)","Post Panamax (Ind)","Post Panamax Old Locks (Ind)","SOx Scrubber 1 Retrofit Indicator","Demo Buyer","Stock Exchange","Panama NT","Suez NT","P and I Club
","Air Draft From Keel","Last Hull Survey Date","EST Number (Energy Saving Technologies)","EST Detail (Energy Saving Technologies)","Hull Survey Due Date","Consumption (tpd)","Deballast Cap (cu m/h)","CGT","LBP (m)","Gear (Ind)","ConBulk","Pool Operator","Manager","Manager Country/Region","Operator Group","Operator Nationality/Region","Eco-Speed - Laden (knots)","Eco-Speed - Ballast (knots)","Main Consumption at Laden Speed (tpd)","Main Consumption at Ballast Speed (tpd)","Main Consumption at Eco-Speed Laden (tpd)","Main Consumption at Eco-Speed Ballast (tpd)","Australia Fitted Ind","Builder Country/Region","Operator Country/Region","Homogeneous TEU","Demo Location","Manager Group","Original Builder","Original Builder Group"
13211615,,,,,,,,,,,"14-Apr-2014",,,"14-Apr-2019",,,2865.40,74.8,"N",,,"V-Star Ships Ltd","Hong Kong","V-Star Ships Ltd","Hong Kong",,,,,,,,"China P.R.","Hong Kong",,,"V-Star Ships Ltd","Fujian Fishery SY","Fujian Fishery SY"
13212533,,,,,,,,,"Steamship Mutual P&I",,"28-Feb-2018",,,"27-Feb-2023",97.5,,23771.77,210,"Y",,,"Peter Dohle","Germany","Hapag-Lloyd","Germany",,,,,,,,"Poland","Netherlands",2297,,"Peter Dohle","Szczecin Shipyard","Szczecin Shipyard"
13212667,,,,,,,,,"Skuld",,"04-Aug-2021",,,"01-Jul-2026",97.5,,23771.77,210,"Y",,,"Ernst Russ GmbH","Germany","Hapag-Lloyd","Germany",,,,,,,,"Poland","Netherlands",2481,,"Ernst Russ AG","Szczecin Shipyard","Szczecin Shipyard"
13212791,,,,,,,,,"Steamship Mutual P&I",,"31-Oct-2021",,,"31-Oct-2026",97.5,,23771.77,210,"Y",,,"TW Ship Mng","India","Global Feeder Shpg","U.A.E.",,,,,,,,"Poland","U.A.E.",2461,,"Transworld Group","Szczecin Shipyard","Szczecin Shipyard"
13212959,,,,,,"Moscow",,,"West of England P&I",,"31-Jan-2019",,,"18-Feb-2024",97.5,,23771.77,210,"Y",,,"FESCO","Russia","FESCO","Russia",,,,,,,,"Poland","Russia",2473,,"FESCO","Szczecin Shipyard","Szczecin Shipyard"
13213035,,,,,,,,,"Skuld",,"03-Mar-2015",,,"03-Mar-2020",97.5,,23771.77,210.2,"Y",,,"Hammonia Reederei","Germany",,,,,,,,,,"Poland",,2473,,"Hammonia Reederei","Szczecin Shipyard","Szczecin Shipyard"
13213169,,,,,,"Moscow",31326,31749,"West of England P&I",,"23-Aug-2019",,,"29-Sep-2024",97.5,,23771.77,210,"Y",,,"FESCO","Russia","FESCO","Russia",,,,,,,,"Poland","Russia",2481,,"FESCO","Szczecin Shipyard","Szczecin Shipyard"
13213293,,,"Y",,,,,57338,"UK P&I Club",,"23-Aug-2021",,,"28-Feb-2026",165.5,,35901.39,263,"N",,,"Technomar Shipping","Greece","Zim Integrated Shpg","Israel",,,,,,,,"South Korea","Israel",4122,,"Technomar Shipping","Samsung HI","Samsung HI"
13213327,,,"Y",,,,,57338,"Steamship Mutual P&I",,"28-Jun-2021",,,"31-May-2026",200,,35901.39,263,"N",,,"CMA CGM Int","Singapore","CMA CGM","France",,,,,,,,"South Korea","Australia",4122,,"CMA CGM","Samsung HI","Samsung HI"
13213451,,,"Y",,,,,57338,"Steamship Mutual P&I",,"13-Aug-2021",,,"31-Jul-2026",200,,35901.39,263,"N",,,"CMA CGM Int","Singapore","CMA CGM","France",,,,,,,,"South Korea","Singapore",4122,,"CMA CGM","Samsung HI","Samsung HI"
13213585,,,"Y",,,,,57338,"Gard P&I",,"11-Jan-2017",,,"28-May-2022",200,,35901.39,263,"N",,,"APL","Singapore","CMA CGM","France",,,,,,,,"South Korea","Singapore",4122,,"CMA CGM","Samsung HI","Samsung HI"
13213619,,,,,,,,,"Steamship Mutual P&I",,"13-Jan-2021",,,"23-Feb-2026",55,,14108.31,161,"N",,,"KMTC Ship","South Korea","KMTC","South Korea",,,,,,,,"South Korea","South Korea",,,"KMTC","Samsung HI","Samsung HI"
13213743,,,,,,,,,"Steamship Mutual P&I",,"06-Mar-2021",,,"23-Mar-2026",55,,14108.31,161,"N",,,"KMTC Ship","South Korea","KMTC","South Korea",,,,,,,,"South Korea","South Korea",,,"KMTC","Samsung HI","Samsung HI"
13217741,,,,,,,,,"Shipowners P&I",,"30-May-2021",,,"31-May-2026",49,,13719.35,159.2,"Y",,,"Easline Ship Mgmt","Panama","Wan Hai Lines","Taiwan",,,,,,,,"China P.R.","Taiwan",1029,,"EAS International","Guangzhou Wenchong","Guangzhou Wenchong"
13217875,,,,,"Bangladesh",,,,,,"19-Nov-2016",,,"19-Nov-2021",49,,13719.35,159.2,"Y",,,"OSM (Singapore)","Singapore","Lily Marine Services","Singapore",,,,,,,,"China P.R.","Singapore",1029,"Bangladesh","OSM Maritime","Guangzhou Wenchong","Guangzhou Wenchong"
13217909,,,"Y",,,,,,"The Swedish Club P&I",,"22-Sep-2021",1,"1 x PBCF - Propeller Boss Cap Fin - MMG MMG-escap® - 2016 installation year","30-Jun-2026",246,,38445.07,286,"N",,,"NSB Niederelbe","Germany","China COSCO Shipping","China P.R.",,,,,,,,"South Korea","Hong Kong",4880,,"NSB Niederelbe","Daewoo (DSME)","Daewoo (DSME)"
13218085,,,"Y",,,,,,"The Swedish Club P&I",,"15-Oct-2021",1,"1 x PBCF - Propeller Boss Cap Fin - MMG MMG-escap® - 2016 installation year","31-Aug-2026",246,,38445.07,286,"N",,,"NSB Niederelbe","Germany","China COSCO Shipping","China P.R.",,,,,,,,"South Korea","Hong Kong",4880,,"NSB Niederelbe","Daewoo (DSME)","Daewoo (DSME)"
13218119,,,"Y",,,"NYSE",,,"The Swedish Club P&I",,"14-Jun-2021",,,"18-Jun-2026",246,,38552.43,286,"N",,,"V. Ships (Greece)","Greece","A.P. Moller","Denmark",,,,,,,,"South Korea","Denmark",4880,,"V. Group","Daewoo (DSME)","Daewoo (DSME)"
13218243,,,,,,"NYSE",,,"The London P&I Club",,"08-Jan-2022",,,"04-Jan-2027",96,,19119.16,185.5,"Y",,,"Technomar Shipping","Greece","China COSCO Shipping","China P.R.",,,,,,,,"Taiwan","Hong Kong",1735,,"Technomar Shipping","CSBC (Kaohsiung)","CSBC Corporation"
13218377,,,,,,"NYSE",,,"The London P&I Club",,"01-Feb-2022",,,"21-Mar-2027",96,,19119.16,185.5,"Y",,,"Technomar Shipping","Greece","Wan Hai Lines","Taiwan",,,,,,,,"Taiwan","Taiwan",1735,,"Technomar Shipping","CSBC (Kaohsiung)","CSBC Corporation"
13218401,,,,,,,,,"Gard P&I",,"19-Jun-2017",,,"05-Jun-2022",96,,19126.15,185.5,"Y",,,"CMA Ships","France","CMA CGM","France",,,,,,,,"Taiwan","France",1735,,"CMA CGM","CSBC (Kaohsiung)","CSBC Corporation"
13218535,,,,,,"NYSE",,,"UK P&I Club",,"19-Feb-2018",,,"12-Nov-2022",96,,19119.16,185.5,"Y",,,"Technomar Shipping","Greece","Sea Consortium","Singapore",,,,,,,,"Taiwan","Singapore",1735,,"Technomar Shipping","CSBC (Kaohsiung)","CSBC Corporation"
13218669,,,,,,"NYSE",,,"The London P&I Club",,"11-Nov-2021",,,"10-Nov-2026",96,,19119.16,185.5,"Y",,,"Technomar Shipping","Greece","CMA CGM","France",,,,,,,,"Taiwan","France",1735,,"Technomar Shipping","CSBC (Kaohsiung)","CSBC Corporation"
13218793,,,,,,,,,"West of England P&I",,"28-Aug-2018",,,"27-Aug-2023",87,,19119.16,185.5,"Y",,,"Medlog Shipping","Turkey","MSC","Italy",,,,,,,,"Taiwan","Turkey",1735,,"MSC","CSBC (Kaohsiung)","CSBC Corporation"
13218827,,,"Y",,,,,80614,"Britannia P&I",,"14-Jun-2020",,,"08-Mar-2025",240,,44948.33,331.53,"N",,,"Anglo-Eastern S/Mngt","Hong Kong","A.P. Moller","Denmark",,,,,,,,"Denmark","Denmark",,,"Anglo-Eastern S/Mngt","Odense Lindo","Odense Lindo"
13218951,,,"Y",,,,,80151,"Britannia P&I",,"14-Feb-2021",,,"02-Feb-2026",250,,44948.33,331.53,"N",,,"Anglo-Eastern S/Mngt","Hong Kong","A.P. Moller","Denmark",,,,,,,,"Denmark","Denmark",,,"Anglo-Eastern S/Mngt","Odense Lindo","Odense Lindo"
13219037,,,,,,,,,"Britannia P&I",,"24-Nov-2020",,,"31-Dec-2025",74,,18775.29,195.4,"Y",,,"Oltmann, Schiff.","Germany","MSC","Italy",,,,,,,,"Germany","Switzerland",1950,,"Oltmann, Schiff.","Aker MTW Werft","Aker MTW Werft"
13219161,,,,,,,,,"Britannia P&I",,"26-Jun-2021",,,"30-Apr-2026",83,,18775.29,195.4,"Y",,,"Oltmann, Schiff.","Germany","MSC","Italy",,,,,,,,"Germany","Switzerland",1912,,"Oltmann, Schiff.","Aker MTW Werft","Aker MTW Werft"
13219745,,,,,,,,,"Steamship Mutual P&I",,"21-Oct-2021",,,"22-Oct-2026",,,10540.79,148.8,"Y",,,"Tropical Shipping","United States","Saltchuk Resources","United States",,,,,,,,"China P.R.","United States",,,"Saltchuk Resources","Shanghai Edward","Shanghai Edward"
13219879,,,,,,,,,"Steamship Mutual P&I",,"03-Nov-2021",,,"03-Nov-2026",,,10540.79,148.41,"Y",,,"Tropical Shipping","United States","Saltchuk Resources","United States",,,,,,,,"China P.R.","United States",,,"Saltchuk Resources","Shanghai Edward","Shanghai Edward"
13220183,,,,,,,,,"The Swedish Club P&I",,"06-Mar-2020",,,"18-Feb-2025",36,,11644.94,135,"Y",,,,,"Zim Integrated Shpg","Israel",,,,,,,,"Japan","Israel",770,,,"Hakata Zosen","Hakata Zosen"
13220341,,,"Y",,"As is Taiwan/S'pore","Taiwan",,55967,,,,,,,197,,35328.54,263,"N",,,"Yang Ming Marine","Taiwan","Yang Ming Marine","Taiwan",,,,,,,,"South Korea","Taiwan",4185,"India","Yang Ming Marine","Hyundai HI (Ulsan)","Hyundai HI Group"
13220475,,,"Y",,"As is Hong Kong","Taiwan",,55967,,,"31-May-2016",,,"31-May-2021",197,,35328.54,263,"N",,,"Yang Ming Marine","Taiwan","Yang Ming Marine","Taiwan",,,,,,,,"South Korea","Taiwan",4185,"India","Yang Ming Marine","Hyundai HI (Ulsan)","Hyundai HI Group"
13221001,,,,,"India",,,,,,"27-Nov-2015",,,"27-Nov-2020",144,,25727.94,247.6,"N",,,"TW Ship Mng","India","Transworld Group","U.A.E.",,,,,,,,"South Korea","Singapore",3000,"India","Transworld Group","Hyundai HI (Ulsan)","Hyundai HI Group"
13221135,,,,,,,,22567,"Britannia P&I",53.85,"12-Nov-2020",,,"11-Nov-2025",87,,19452.72,199,"Y",,,"Maersk Global","India","A.P. Moller","Denmark",,,,,,,,"South Korea","Denmark",1850,,"Maersk Global","Hyundai HI (Ulsan)","Hyundai HI Group"
13221269,,,"Y",,,"Shanghai",,,"West of England P&I",,"06-Feb-2018",,,"22-Feb-2023",202,,36145.90,265.8,"N",,,"COSCO Shanghai","China P.R.","China COSCO Shipping","China P.R.",,,,,,,,"China P.R.","China P.R.",,,"China COSCO Shipping","Dalian New Yard","Dalian New Yard"
13221393,,,"Y",,,"Shanghai",,,"West of England P&I",,"26-Apr-2018",,,"24-May-2023",202,,36145.90,265.8,"N",,,,,"China COSCO Shipping","China P.R.",,,,,,,,"China P.R.","China P.R.",,,,"Dalian New Yard","Dalian New Yard"
13221427,,,"Y",,,"Shanghai",,,"West of England P&I",,"16-May-2018",,,"11-May-2023",202,,36145.90,265.8,"N",,,,,"China COSCO Shipping","China P.R.",,,,,,,,"China P.R.","China P.R.",,,,"Dalian New Yard","Dalian New Yard"
13221551,,,"Y",,,"Shanghai",,,"West of England P&I",,"19-Sep-2018",,,"21-Sep-2023",202,,36145.90,265.8,"N",,,,,"China COSCO Shipping","China P.R.",,,,,,,,"China P.R.","China P.R.",,,,"Dalian New Yard","Dalian New Yard"
13221685,,,"Y",,,"Shanghai",,,"Skuld",,"12-Feb-2018",,,"14-Feb-2023",202,,36145.90,265.8,"N",,,,,"China COSCO Shipping","China P.R.",,,,,,,,"China P.R.","China P.R.",,,,"Hudong Zhonghua","CSSC"
13221719,,,"Y",,,"Shanghai",,,"Skuld",,"27-Sep-2017",,,"09-Dec-2022",202,,36145.90,265.8,"N",,,,,"China COSCO Shipping","China P.R.",,,,,,,,"China P.R.","China P.R.",,,,"Hudong Zhonghua","CSSC"
13221843,,,"Y",,,"Shanghai",,,"Skuld",,"27-Mar-2018",,,"25-Mar-2023",202,,36145.90,265.8,"N",,,,,"China COSCO Shipping","China P.R.",,,,,,,,"China P.R.","China P.R.",,,,"Hudong Zhonghua","CSSC"
13221977,,,"Y",,,"Shanghai",,,"Skuld",,"02-Mar-2019",,,"02-Mar-2024",202,,36145.90,265.8,"N",,,"COSCO Shanghai","China P.R.","China COSCO Shipping","China P.R.",,,,,,,,"China P.R.","China P.R.",,,"China COSCO Shipping","Hudong Zhonghua","CSSC"
13223847,,,"Y",,,"NYSE",,,"Steamship Mutual P&I",,"16-Jul-2021",,,"31-May-2026",200,,36085.59,263,"N",,,"Technomar Shipping","Greece","A.P. Moller","Denmark",,,,,,,,"South Korea","Denmark",4148,,"Technomar Shipping","Samsung HI","Samsung HI"
13223971,,,"Y",,,"NYSE",,,"Steamship Mutual P&I",,"03-Sep-2021",,,"30-Jun-2026",200,,36085.59,263,"N",,,"Technomar Shipping","Greece","A.P. Moller","Denmark",,,,,,,,"South Korea","Denmark",4148,,"Technomar Shipping","Samsung HI","Samsung HI"
13224057,,,,,,"NYSE",,,"The Swedish Club P&I",,"30-Apr-2021",,,"30-Nov-2025",74,,18910.48,195.4,"Y",,,"V. Ships (Greece)","Greece","China COSCO Shipping","China P.R.",,,,,,,,"Germany","China P.R.",1889,,"V. Group","Volkswerft","Volkswerft"
13225683,,,,,,,,,"North of England P&I",,"17-Nov-2020",,,"16-Nov-2025",95,,19952.23,187.1,"N",,,"Maersk","Denmark","A.P. Moller","Denmark",,,,,,,,"Taiwan","Denmark",1750,,"A.P. Moller","CSBC (Kaohsiung)","CSBC Corporation"
13225717,,,,,,,,,"North of England P&I",,"10-Dec-2020",,,"09-Dec-2025",95,,19952.23,187.1,"N",,,"Maersk","Denmark","A.P. Moller","Denmark",,,,,,,,"Taiwan","Denmark",1750,,"A.P. Moller","CSBC (Kaohsiung)","CSBC Corporation"
13226769,,,"Y",,,"Taiwan",,,"Britannia P&I",,"24-Feb-2021",,,"29-Mar-2026",215,,36968.20,271.27,"N",,,"Wan Hai Singapore","Singapore","Wan Hai Lines","Taiwan",,,,,,,,"South Korea","Taiwan",4146,,"Wan Hai Lines","Hyundai HI (Ulsan)","Hyundai HI Group"
13226893,,,"Y",,,"Taiwan",,,"Britannia P&I",,"15-Aug-2021",,,"24-Sep-2026",215,,36968.20,271.27,"N",,,"Wan Hai Singapore","Singapore","Wan Hai Lines","Taiwan",,,,,,,,"South Korea","Taiwan",,,"Wan Hai Lines","Hyundai HI (Ulsan)","Hyundai HI Group"
13226927,,,"Y",,,"Taiwan",,,"Britannia P&I",,"17-Oct-2021",,,"27-Sep-2026",215,,36968.20,271.27,"N",,,"Wan Hai Singapore","Singapore","Wan Hai Lines","Taiwan",,,,,,,,"South Korea","Taiwan",,,"Wan Hai Lines","Hyundai HI (Ulsan)","Hyundai HI Group"
13227003,,,"Y",,,"NASDAQ Cap",,,"Gard P&I",,"15-Dec-2021",,,"19-Nov-2026",215,,36968.20,271.27,"N",,,"Euroseas","Greece","Zim Integrated Shpg","Israel",,,,,,,,"South Korea","Hong Kong",,,"Eurobulk","Hyundai HI (Ulsan)","Hyundai HI Group"
13227261,,,"Y",,,"NYSE",,,"The London P&I Club",,"04-Jan-2022",,,"17-Jun-2026",210,,36968.20,271,"N",,,"V. Ships (Greece)","Greece","CMA CGM","France",,,,,,,,"Japan","France",4170,,"V. Group","Koyo Dock","Koyo Dock"
13227429,,,"Y",,,,,,"Gard P&I",,"22-Feb-2022",,,"24-Dec-2026",210,,36101.50,262,"N",,,"B. Schulte (China)","China P.R.","A.P. Moller","Denmark",,,,,,,,"Japan","Denmark",4170,,"Schulte Group","Koyo Dock","Koyo Dock"
13227711,,,,,,,,,"North of England P&I",,"26-Sep-2021",,,"12-Jul-2026",133,,25569.28,244.8,"N",,,"Seaspan Ship Mngt","Canada","Hapag-Lloyd","Germany",,,,,,,,"South Korea","Germany",2805,,"Atlas Corp (Seaspan)","Samsung HI","Samsung HI"
13227845,,,,,,,,,"North of England P&I",,"17-Sep-2016",,,"31-Mar-2022",79,,25569.28,244.8,"N",,,"Seaspan Ship Mngt","Canada","CMA CGM","France",,,,,,,,"South Korea","France",2805,,"Atlas Corp (Seaspan)","Samsung HI","Samsung HI"
13227979,,,,,,,,,"Standard Club P&I",,"24-Dec-2017",,,"23-Dec-2022",17,,25569.28,244.8,"N",,,"Synergy Marine Pte","Singapore","CMA CGM","France",,,,,,,,"South Korea","France",2800,,"Synergy Group","Samsung HI","Samsung HI"
13228055,,,,,,,,,"Standard Club P&I",,"04-Dec-2021",,,"09-Mar-2022",133,,25569.28,244.8,"N",,,"Sinokor Ship Mngt","South Korea","CMA CGM","France",,,,,,,,"South Korea","France",2800,,"Sinokor Merchant","Samsung HI","Samsung HI"
13228189,,,,,,,,,"Standard Club P&I",,"28-Dec-2017",,,"27-Dec-2022",133,,25569.28,244.8,"N",,,"Synergy Marine Pte","Singapore","Sinokor Merchant","South Korea",,,,,,,,"South Korea","South Korea",2805,,"Synergy Group","Samsung HI","Samsung HI"
13228213,,,,,,,,,"North of England P&I",,"09-Jul-2017",,,"30-Jun-2022",78.9,,25569.28,244.8,"N",,,"Seaspan Ship Mngt","Canada","Hapag-Lloyd","Germany",,,,,,,,"South Korea","Germany",2805,,"Atlas Corp (Seaspan)","Samsung HI","Samsung HI"
13228347,,,,,,,,,"North of England P&I",,"03-Oct-2017",,,"04-Sep-2022",133,,25569.28,244.8,"N",,,"Seaspan Ship Mngt","Canada","Zim Integrated Shpg","Israel",,,,,,,,"South Korea","Israel",2805,,"Atlas Corp (Seaspan)","Samsung HI","Samsung HI"
13228471,,,,,,,,,"North of England P&I",,"14-Oct-2017",,,"16-Oct-2022",133,,25569.28,244.8,"N",,,"Seaspan Ship Mngt","Canada","Zim Integrated Shpg","Israel",,,,,,,,"South Korea","Israel",2805,,"Atlas Corp (Seaspan)","Samsung HI","Samsung HI"
13228505,,,,,,,,22567,"Standard Club P&I",53.85,"01-Jan-2017",,,"31-Mar-2022",80,,19452.72,199,"Y",,,"MSC (Cyprus)","Cyprus","MSC","Italy",,,,,,,,"South Korea","Switzerland",1850,,"MSC","Hyundai HI (Ulsan)","Hyundai HI Group"
13228897,,,,,,,26535,,"The London P&I Club",,"20-Jul-2017",,,"19-Jul-2022",83,,21058.73,190.8,"Y",,,"Sima Marine (India)","India","Global Feeder Shpg","U.A.E.",,,,,,,,"Poland","India",2040,,"Global Feeder Shpg","Stocznia Gdynia","Stocznia Gdynia"
13228921,,,,,,,,,"Gard P&I",,"21-Dec-2018",,,"31-Jan-2024",88,,20228.72,190.8,"Y",,,"Nomikos Transworld","Greece","CMA CGM","France",,,83,,,,,"Poland","France",2040,,"Nomikos Transworld","Stocznia Gdynia","Stocznia Gdynia"
13229265,,,,,,"NYSE",,,"Standard Club P&I",,"09-Oct-2018",,,"09-Oct-2023",28.8,,7336.28,125.5,"N",,,"Matson Inc","United States","Matson Inc","United States",,,,,,,,"Germany","United States",426,,"Matson Inc","Hegemann Rolandwerft","Hegemann Group"
13229399,,,,"Y",,,,20231,"West of England P&I",,"17-Aug-2020",,,"30-Aug-2025",72,,17925.46,175.6,"Y",,,"MSC (Cyprus)","Cyprus","MSC","Italy",,,,,,,,"Poland","Switzerland",1700,,"MSC","Stocznia Gdynia","Stocznia Gdynia"
13229423,,,,"Y",,,,,"UK P&I Club",,"21-Jan-2021",,,"31-Jan-2026",72,,17905.39,175.6,"Y",,,"MSC (Cyprus)","Cyprus","MSC","Italy",,,,,,,,"Poland","Switzerland",1700,,"MSC","Stocznia Gdynia","Stocznia Gdynia"
13229557,,,,,,,,,"The Swedish Club P&I",,"15-Apr-2021",,,"31-Mar-2026",28,,17912.08,175.6,"Y",,,"Atlantic Lloyd","Germany","A.P. Moller","Denmark",,,,,,,,"Poland","Denmark",1700,,"Asiatic Lloyd","Stocznia Gdynia","Stocznia Gdynia"
13229681,,,,,,,,,"Steamship Mutual P&I",,"25-Aug-2021",,,"31-May-2026",72,,17925.46,175.6,"Y",,,"MSC (Cyprus)","Cyprus","MSC","Italy",,,,,,,,"Poland","Switzerland",1700,,"MSC","Stocznia Gdynia","Stocznia Gdynia"
13229715,,,"Y",,,,,,"The Swedish Club P&I",,"02-Oct-2021",1,"1 x Bow Enhancement Yard Design & Fabricated - 2014 installation year","31-Aug-2026",230,,39455.66,286,"N",,,"NSB Niederelbe","Germany","CMA CGM","France",,,,,,,,"South Korea","France",5100,,"NSB Niederelbe","Daewoo (DSME)","Daewoo (DSME)"
13229849,,,"Y",,,,,,"The Swedish Club P&I",,"11-Aug-2021",1,"1 x PBCF - Propeller Boss Cap Fin - MMG MMG-escap® - 2016 installation year","30-Sep-2026",230,,39455.66,286,"N",,,"NSB Niederelbe","Germany","MSC","Italy",,,,,,,,"South Korea","Switzerland",5100,,"NSB Niederelbe","Daewoo (DSME)","Daewoo (DSME)"
13229973,,,"Y",,,,,,"The Swedish Club P&I",,"23-Sep-2021",1,"1 x PBCF - Propeller Boss Cap Fin - MMG MMG-escap® - 2016 installation year","31-Oct-2026",230,,39455.66,286,"N",,,"NSB Niederelbe","Germany","MSC","Italy",,,,,,,,"South Korea","Switzerland",5100,,"NSB Niederelbe","Daewoo (DSME)","Daewoo (DSME)"
13230029,,,"Y",,,,,,"Standard Club P&I",,"21-Jun-2017",1,"1 x PBCF - Propeller Boss Cap Fin - MMG MMG-escap® - 2015 installation year","30-Apr-2022",230,,39455.66,286,"N",,,"Med Shpg Co","Italy","MSC","Italy",,,,,,,,"South Korea","Switzerland",5150,,"MSC","Daewoo (DSME)","Daewoo (DSME)"
13230153,,,"Y","Y",,,,,"Standard Club P&I",,"13-Apr-2020",1,"1 x PBCF - Propeller Boss Cap Fin - MMG MMG-escap® - 2014 installation year","19-Oct-2024",230,,39455.66,286,"N",,,"Med Shpg Co","Italy","MSC","Italy",,,,,,,,"South Korea","Switzerland",5150,,"MSC","Daewoo (DSME)","Daewoo (DSME)"
13231071,,,"Y",,,"NYSE",,,"UK P&I Club",,"24-Dec-2021",,,"31-Dec-2026",228,,35901.39,263,"N",,,"Technomar Shipping","Greece","A.P. Moller","Denmark",,,,,,,,"South Korea","Denmark",4193,,"Technomar Shipping","Samsung HI","Samsung HI"
13231105,,,"Y",,,,,,"Steamship Mutual P&I",,"13-Aug-2017",,,"31-May-2022",228,,35901.39,263,"N",,,"MSC (Cyprus)","Cyprus","MSC","Italy",,,,,,,,"South Korea","Switzerland",4193,,"MSC","Samsung HI","Samsung HI"
13231497,,,,,"India",,,,,,"23-Nov-2015",,,"23-Nov-2020",70,,17941.41,162,"Y",,,"Green Ocean","India",,,,,,,,,,"Poland",,1352,"India","Green Ocean","Stocznia Gdansk","Stocznia Gdansk"
13231521,,,,,"India",,,,,,"28-Aug-2015",,,"28-Aug-2020",70,,17941.41,162,"Y",,,"Wilhelmsen Ahrenkiel","Germany",,,,,,,,,,"Poland",,1352,"India","Wilhelmsen Ahrenkiel","Stocznia Gdansk","Stocznia Gdansk"
13231813,,,,"Y",,,,,"Skuld",,"15-Dec-2019",,,"14-Jan-2025",64,,16365.96,167,"N",,,"COSCO Shanghai","China P.R.","China COSCO Shipping","China P.R.",,,,,,,,"China P.R.","China P.R.",1350,,"China COSCO Shipping","Shanghai Shipyard","CSSC"
13231947,,,"Y","Y",,"Taiwan",,66068,"Gard P&I",,"10-Nov-2021",,,"31-Oct-2026",219,,39624.80,283,"N",,,"Evergreen Marine","Taiwan","Evergreen Marine","Taiwan",,,,,,,,"Japan","Taiwan",,,"Evergreen Marine","MHI Kobe","Mitsubishi HI"
13232023,,,"Y","Y",,"Taiwan",,66068,"Gard P&I",,"24-Jan-2017",,,"31-Mar-2022",219,,39624.80,283,"N",,,"Evergreen Marine","Taiwan","Evergreen Marine","Taiwan",,,,,,,,"Japan","Taiwan",,,"Evergreen Marine","MHI Kobe","Mitsubishi HI"
13232157,,,"Y","Y",,"Taiwan",,66068,"Gard P&I",,"16-May-2017",,,"06-Jun-2022",219,,39624.80,283,"N",,,"Evergreen Marine","Taiwan","Evergreen Marine","Taiwan",,,,,,,,"Japan","Taiwan",,,"Evergreen Marine","MHI Kobe","Mitsubishi HI"
13232281,,,"Y","Y",,"Taiwan",,66068,"Gard P&I",,"22-Aug-2017",,,"15-Oct-2022",219,,39624.80,283,"N",,,"Evergreen Marine","Taiwan","Evergreen Marine","Taiwan",,,,,,,,"Japan","Taiwan",,,"Evergreen Marine","MHI Kobe","Mitsubishi HI"
13233075,,,,,,,,,"The London P&I Club",,"09-Sep-2020",,,"25-Sep-2025",,,8131.86,119,"N",,,"Great Honor Ship Man","China P.R.","Shandong Lcang","China P.R.",,,,,,,,"South Korea","Hong Kong",,,"Shandong Lcang","Shina S.B.","Shina S.B."
13233109,,,,,,,,,"The London P&I Club",,"12-Oct-2020",,,"03-Nov-2025",28,,8125.15,119,"N",,,"Fonway Shipping","Singapore","Namsung Shipping","South Korea",,,,,,,,"South Korea","South Korea",430,,"Fonway Shipping","Shina S.B.","Shina S.B."
13233941,,,,,,,,,"Steamship Mutual P&I",,"13-Jul-2016",,,"17-Oct-2022",99,,21069.70,190.8,"Y",,,"MSC (Cyprus)","Cyprus","MSC","Italy",,,,,,,,"Poland","Switzerland",2040,,"MSC","Stocznia Gdynia","Stocznia Gdynia"
13234151,,,,,,"NYSE",,,"The Swedish Club P&I",,"14-Jan-2017",,,"31-Mar-2022",49,,13719.35,159.2,"Y",,,"V. Ships (Greece)","Greece","John Swire & Sons","United Kingdom",,,,,,,,"China P.R.","Singapore",1029,,"V. Group","Guangzhou Wenchong","Guangzhou Wenchong"
13234319,,,,,,,22832,21604,"Skuld",,"28-May-2021",,,"30-Apr-2026",83,,18948.10,195,"Y",,,"V. Ships (Asia)","Singapore","RCL","Thailand",,,,,,,,"Germany","Thailand",1870,,"V. Group","Warnowwerft","Aker Yards Germany"
13234577,,,,,,"NYSE",22884,21604,"The Swedish Club P&I",,"26-Mar-2021",,,"26-Mar-2026",76,,18947.09,195,"Y",,,"Danaos Shipping","Greece","CULines","China P.R.",,,,,,,,"Germany","China P.R.",1865,,"Danaos Shipping","Warnowwerft","Aker Yards Germany"
13234601,,,,,,,,,"Shipowners P&I",,"18-Jan-2021",,,"15-Feb-2026",53,,15151.73,181,"N",,,"Easline Ship Mgmt","Panama","EAS International","Hong Kong",,,,,,,,"Japan","Hong Kong",,,"EAS International","Shin Kurushima","Shin Kurushima Group"
13234735,,,,,"Bangladesh",,,,,,"03-Apr-2016",,,"03-Apr-2021",53,,15151.73,181,"N",,,"PIL","Singapore","PIL","Singapore",,,,,,,,"Japan","Singapore",,"Bangladesh","PIL","Shin Kurushima","Shin Kurushima Group"
13235811,,,,,,"NYSE",,,"West of England P&I",,"11-Nov-2016",,,"30-Apr-2022",45.3,,28064.77,268,"N",,,"MSC (Cyprus)","Cyprus","MSC","Italy",,,,,,,,"South Korea","Switzerland",2840,,"MSC","Samsung HI","Samsung HI"
