"Listing"

"WFR Listing"
"Created 09 March 2022 19:37"


"CVN","Bale Capacity (cu m)","Post Panamax (Ind)","Post Panamax Old Locks (Ind)","SOx Scrubber 1 Retrofit Indicator","Demo Buyer","Stock Exchange","Panama NT","Suez NT","P and I Club
","Air Draft From Keel","Last Hull Survey Date","EST Number (Energy Saving Technologies)","EST Detail (Energy Saving Technologies)","Hull Survey Due Date","Consumption (tpd)","Deballast Cap (cu m/h)","CGT","LBP (m)","Gear (Ind)","ConBulk","Pool Operator","Manager","Manager Country/Region","Operator Group","Operator Nationality/Region","Eco-Speed - Laden (knots)","Eco-Speed - Ballast (knots)","Main Consumption at Laden Speed (tpd)","Main Consumption at Ballast Speed (tpd)","Main Consumption at Eco-Speed Laden (tpd)","Main Consumption at Eco-Speed Ballast (tpd)","Australia Fitted Ind","Builder Country/Region","Operator Country/Region","Homogeneous TEU","Demo Location","Manager Group","Original Builder","Original Builder Group"
16339930,,,,,,,,,"Shipowners P&I",,,,,,,,10082.93,133,"N",,,"Salam Pacific","Indonesia","Salam Pacific","Indonesia",,,,,,,,"China P.R.","Indonesia",,,"Salam Pacific","Nanjing Dongze","Nanjing Huatai"
16339943,,,,,,,,,"Shipowners P&I",,,,,,,,10082.93,133,"N",,,"Salam Pacific","Indonesia","Salam Pacific","Indonesia",,,,,,,,"China P.R.","Indonesia",,,"Salam Pacific","Nanjing Dongze","Nanjing Huatai"
16340952,,,,,,,,,,,,,,,,,3268.18,,"Y",,,"Govt of Indonesia","Indonesia","Pelni","Indonesia",,,,,,,,"Indonesia","Indonesia",,,"Govt of Indonesia","DRU Lamongan","DRU Jakarta"
16340965,,,,,,,,,,,,,,,,,3268.18,,"Y",,,"Govt of Indonesia","Indonesia","Govt of Indonesia","Indonesia",,,,,,,,"Indonesia","Indonesia",,,"Govt of Indonesia","DRU Lamongan","DRU Jakarta"
16340978,,,,,,,,,,,,,,,,,3268.18,,"Y",,,"Govt of Indonesia","Indonesia","Pelni","Indonesia",,,,,,,,"Indonesia","Indonesia",,,"Govt of Indonesia","DRU Lamongan","DRU Jakarta"
16340981,,,,,,,,,,,,,,,,,3268.18,,"Y",,,"Govt of Indonesia","Indonesia","Pelni","Indonesia",,,,,,,,"Indonesia","Indonesia",,,"Govt of Indonesia","DRU Lamongan","DRU Jakarta"
16340994,,,,,,,,,,,,,,,,,3268.18,,"Y",,,"Govt of Indonesia","Indonesia","Pelni","Indonesia",,,,,,,,"Indonesia","Indonesia",,,"Govt of Indonesia","DRU Lamongan","DRU Jakarta"
16341009,,,,,,,,,,,,,,,,,3091.71,,"Y",,,"Govt of Indonesia","Indonesia","Djakarta Lloyd","Indonesia",,,,,,,,"Indonesia","Indonesia",,,"Govt of Indonesia","Mariana Bahagia","Mariana Bahagia"
16341012,,,,,,,,,,,,,,,,,3091.71,,"Y",,,"Govt of Indonesia","Indonesia","Djakarta Lloyd","Indonesia",,,,,,,,"Indonesia","Indonesia",,,"Govt of Indonesia","Mariana Bahagia","Mariana Bahagia"
16341025,,,,,,,,,,,,,,,,,3027.87,69.2,"Y",,,"Govt of Indonesia","Indonesia","Pelni","Indonesia",,,,,,,,"Indonesia","Indonesia",,,"Govt of Indonesia","IKI Makassar","IKI Makassar"
16341038,,,,,,,,,,,,,,,,,3027.87,69.2,"Y",,,"Govt of Indonesia","Indonesia","Pelni","Indonesia",,,,,,,,"Indonesia","Indonesia",,,"Govt of Indonesia","IKI Makassar","IKI Makassar"
16341041,,,,,,,,,,,,,,,,,3091.71,,"Y",,,"Govt of Indonesia","Indonesia","Djakarta Lloyd","Indonesia",,,,,,,,"Indonesia","Indonesia",,,"Govt of Indonesia","Dumas Shipyard 2","Dumas Shipyard 2"
16341054,,,,,,,,,,,,,,,,,3066.95,,"Y",,,"Govt of Indonesia","Indonesia","Pelni","Indonesia",,,,,,,,"Indonesia","Indonesia",,,"Govt of Indonesia","Janata Marina Indah","Janata Marina Indah"
16341070,,,,,,,,,,,,,,,,,3091.71,,"Y",,,"Govt of Indonesia","Indonesia","Pelni","Indonesia",,,,,,,,"Indonesia","Indonesia",,,"Govt of Indonesia","Bandar Abadi 2","Bandar Abadi 2"
16341083,,,,,,,,,,,,,,,,,3091.71,,,,,"Govt of Indonesia","Indonesia","Pelni","Indonesia",,,,,,,,"Indonesia","Indonesia",,,"Govt of Indonesia","Orela Shipyard","Orela Shipyard"
16341096,,,,,,,,,,,,,,,,,3091.71,,,,,"Govt of Indonesia","Indonesia","Pelni","Indonesia",,,,,,,,"Indonesia","Indonesia",,,"Govt of Indonesia","Orela Shipyard","Orela Shipyard"
16342280,,,,,,"Oslo",,,"Gard P&I",,,,,,,,4615.17,72.4,,,,"Yara International","Norway","Yara International","Norway",,,,,,,,"Norway","Norway",,,"Yara International","VARD Brattvaag","Fincantieri"
16343432,,,,,,"Hong Kong",,,"West of England P&I",,"14-Dec-2018",,,"13-Dec-2023",,,9948.95,132.87,"N",,,"SITC Ships Mngt","China P.R.","SITC","China P.R.",,,,,,,,"South Korea","Hong Kong",680,,"SITC","Dae Sun Shipbuilding","Dae Sun Shipbuilding"
16343445,,,,,,"Hong Kong",,,"The London P&I Club",,"04-Aug-2019",,,"19-Sep-2023",,,9948.95,132.87,"N",,,"SITC Shipping Mngt","China P.R.","SITC","China P.R.",,,,,,,,"South Korea","Hong Kong",680,,"SITC","Dae Sun Shipbuilding","Dae Sun Shipbuilding"
16343458,,,,,,"Hong Kong",,,"North of England P&I",,"11-Nov-2019",,,"24-Nov-2023",,,9948.95,132.87,"N",,,"SITC Shipping Mngt","China P.R.","SITC","China P.R.",,,,,,,,"South Korea","Hong Kong",680,,"SITC","Dae Sun Shipbuilding","Dae Sun Shipbuilding"
16343461,,,,,,"Hong Kong",,,"North of England P&I",,"17-Mar-2020",,,"24-Feb-2024",,,9948.95,132.87,"N",,,"SITC Shipping Mngt","China P.R.","SITC","China P.R.",,,,,,,,"South Korea","Hong Kong",680,,"SITC","Dae Sun Shipbuilding","Dae Sun Shipbuilding"
16343474,,,,,,"Hong Kong",,,"North of England P&I",,"23-Apr-2019",,,"22-Apr-2024",,,9948.95,132.87,"N",,,"SITC Ships Mngt","China P.R.","SITC","China P.R.",,,,,,,,"South Korea","Hong Kong",680,,"SITC","Dae Sun Shipbuilding","Dae Sun Shipbuilding"
16343724,,"Y","Y",,,,,,"Gard P&I",,"22-Sep-2020",2,"1 x Exhaust Gas Economiser - Alfa Laval XS-2V, 1 x Propeller Duct - Becker Becker Mewis Duct® Twisted","21-Sep-2025",,,85716.10,393.9,"N",,,"CMA Ships","France","CMA CGM","France",,,,,,,,"China P.R.","France",14350,,"CMA CGM","SCS Shipbuilding","CSSC"
16343737,,"Y","Y",,,,,,"Gard P&I",,"27-Nov-2020",2,"1 x Exhaust Gas Economiser - Alfa Laval XS-2V, 1 x Propeller Duct - Becker Becker Mewis Duct® Twisted","26-Nov-2025",,,85716.10,393.9,"N",,,"CMA Ships","France","CMA CGM","France",,,,,,,,"China P.R.","France",14350,,"CMA CGM","SCS Shipbuilding","CSSC"
16343740,,"Y","Y",,,,,,"North of England P&I",,"20-Jan-2021",2,"1 x Exhaust Gas Economiser - Alfa Laval XS-2V, 1 x Propeller Duct - Becker Becker Mewis Duct® Twisted","19-Jan-2026",,,85716.10,393.9,"N",,,"CMA Ships","France","CMA CGM","France",,,,,,,,"China P.R.","France",14350,,"CMA CGM","SCS Shipbuilding","CSSC"
16343753,,"Y","Y",,,,,,"North of England P&I",,"26-May-2021",2,"1 x Exhaust Gas Economiser - Alfa Laval XS-2V, 1 x Propeller Duct - Becker Becker Mewis Duct® Twisted","25-May-2026",,,85716.10,383,"N",,,"CMA Ships","France","CMA CGM","France",,,,,,,,"China P.R.","France",14350,,"CMA CGM","Jiangnan SY Group","CSSC"
16343766,,"Y","Y",,,,,,"North of England P&I",,"27-Apr-2021",2,"1 x Exhaust Gas Economiser - Alfa Laval XS-2V, 1 x Propeller Duct - Becker Becker Mewis Duct® Twisted","26-Apr-2026",,,85716.10,393.9,"N",,,"CMA Ships","France","CMA CGM","France",,,,,,,,"China P.R.","France",14350,,"CMA CGM","SCS Shipbuilding","CSSC"
16343779,,"Y","Y",,,,,,"Gard P&I",,"27-Oct-2020",2,"1 x Exhaust Gas Economiser - Alfa Laval XS-2V, 1 x Propeller Duct - Becker Becker Mewis Duct® Twisted","26-Oct-2025",,,85716.10,383,"N",,,"CMA Ships","France","CMA CGM","France",,,,,,,,"China P.R.","France",14350,,"CMA CGM","Jiangnan SY Group","CSSC"
16343782,,"Y","Y",,,,,,"North of England P&I",,"22-Dec-2020",2,"1 x Exhaust Gas Economiser - Alfa Laval XS-2V, 1 x Propeller Duct - Becker Becker Mewis Duct® Twisted","21-Dec-2025",,,85716.10,383,"N",,,"CMA Ships","France","CMA CGM","France",,,,,,,,"China P.R.","France",14350,,"CMA CGM","Jiangnan SY Group","CSSC"
16343795,,"Y","Y",,,,,,"North of England P&I",,"18-Mar-2021",2,"1 x Exhaust Gas Economiser - Alfa Laval XS-2V, 1 x Propeller Duct - Becker Becker Mewis Duct® Twisted","17-Mar-2026",,,85716.10,383,"N",,,"CMA Ships","France","CMA CGM","France",,,,,,,,"China P.R.","France",14350,,"CMA CGM","Jiangnan SY Group","CSSC"
16343803,,"Y","Y",,,,,,"North of England P&I",,"07-Jul-2021",2,"1 x Exhaust Gas Economiser - Alfa Laval XS-2V, 1 x Propeller Duct - Becker Becker Mewis Duct® Twisted","06-Jul-2026",,,85716.10,393.9,"N",,,"CMA Ships","France","CMA CGM","France",,,,,,,,"China P.R.","France",14350,,"CMA CGM","SCS Shipbuilding","CSSC"
16344592,,,,"N",,,,,"Japan P&I",,"10-Sep-2019",,,"09-Sep-2024",,,15235.16,168.6,"N",,,"Cleanocean Shpmgt","Philippines","CMA CGM","France",,,,,,,,"Philippines","Taiwan",1300,,"Cleanocean Shpmgt","Tsuneishi Cebu","Tsuneishi Holdings"
16344600,,,,"N",,,,,"Japan P&I",,"18-Feb-2020",,,"17-Feb-2025",,,15235.16,168.6,"N",,,"Lepta Shipping","Japan","CMA CGM","France",,,,,,,,"Philippines","Singapore",1300,,"Lepta Shipping","Tsuneishi Cebu","Tsuneishi Holdings"
16344613,,,,"N",,,,,"Britannia P&I",,"17-Aug-2020",,,"16-Aug-2025",,,15235.16,168.6,"N",,,"Cleanocean Shpmgt","Philippines","CMA CGM","France",,,,,,,,"Philippines","Taiwan",1300,,"Cleanocean Shpmgt","Tsuneishi Cebu","Tsuneishi Holdings"
16344626,,,,"N",,,,,"North of England P&I",,"12-Nov-2020",,,"11-Nov-2025",,,15235.16,168.6,"N",,,"Lepta Shipping","Japan","CMA CGM","France",,,,,,,,"Philippines","Taiwan",1300,,"Lepta Shipping","Tsuneishi Cebu","Tsuneishi Holdings"
16344826,,,,,,,,,"Shipowners P&I",,"22-Aug-2017",,,"21-Aug-2022",,,10082.93,133,"N",,,"Salam Pacific","Indonesia","Salam Pacific","Indonesia",,,,,,,,"China P.R.","Indonesia",,,"Salam Pacific","Nanjing Dongze","Nanjing Huatai"
16345131,,"Y","Y","N",,,,,"UK P&I Club",,"18-Jul-2019",1,"2 x Exhaust Gas Economiser - Kangrim","18-Jul-2024",,,83773.67,383.09,"N",,,"MSC (Cyprus)","Cyprus","MSC","Italy",,,,,,,,"South Korea","Switzerland",,,"MSC","Daewoo (DSME)","Daewoo (DSME)"
16345144,,"Y","Y","N",,,,,"UK P&I Club",,"19-Aug-2019",1,"2 x Exhaust Gas Economiser - Kangrim","19-Aug-2024",,,83773.67,383.09,"N",,,"MSC (Cyprus)","Cyprus","MSC","Italy",,,,,,,,"South Korea","Switzerland",,,"MSC","Daewoo (DSME)","Daewoo (DSME)"
16345157,,"Y","Y","N",,,,,"Steamship Mutual P&I",,"11-Sep-2019",1,"2 x Exhaust Gas Economiser - Kangrim","11-Sep-2024",,,83773.67,383.09,"N",,,"MSC (Cyprus)","Cyprus","MSC","Italy",,,,,,,,"South Korea","Switzerland",,,"MSC","Daewoo (DSME)","Daewoo (DSME)"
16345160,,"Y","Y","N",,,,,"UK P&I Club",,"24-Oct-2019",1,"2 x Exhaust Gas Economiser - Kangrim","24-Oct-2024",,,83773.67,383.09,"N",,,"MSC (Cyprus)","Cyprus","MSC","Italy",,,,,,,,"South Korea","Switzerland",,,"MSC","Daewoo (DSME)","Daewoo (DSME)"
16345173,,"Y","Y","N",,,,,"Steamship Mutual P&I",,"12-Dec-2019",1,"2 x Exhaust Gas Economiser - Kangrim","27-Nov-2024",,,83773.67,383.09,"N",,,"MSC (Cyprus)","Cyprus","MSC","Italy",,,,,,,,"South Korea","Switzerland",,,"MSC","Daewoo (DSME)","Daewoo (DSME)"
16345494,,"Y","Y","N",,,,,"Standard Club P&I",,"04-Jul-2019",1,"1 x Air Lubrication System - Samsung HI SAVER Air","04-Jul-2024",,,84736.60,383.01,"N",,,"Med Shpg Co","Italy","MSC","Italy",,,,,,,,"South Korea","Switzerland",,,"MSC","Samsung HI","Samsung HI"
16345502,,"Y","Y","N",,,,,"North of England P&I",,"31-Jul-2019",2,"2 x Exhaust Gas Economiser - Kangrim, 1 x Air Lubrication System - Samsung HI SAVER Air","31-Jul-2024",,,84736.60,383.01,"N",,,"Med Shpg Co","Italy","MSC","Italy",,,,,,,,"South Korea","Switzerland",,,"MSC","Samsung HI","Samsung HI"
16345515,,"Y","Y","N",,,,,"North of England P&I",,"11-Sep-2019",2,"1 x Air Lubrication System - Samsung HI SAVER Air, 2 x Exhaust Gas Economiser - Kangrim","11-Sep-2024",,,84736.60,383.01,"N",,,"Med Shpg Co","Italy","MSC","Italy",,,,,,,,"South Korea","Switzerland",,,"MSC","Samsung HI","Samsung HI"
16345528,,"Y","Y","N",,,,,"Standard Club P&I",,"06-Nov-2019",2,"1 x Exhaust Gas Economiser - Kangrim, 1 x Air Lubrication System - Samsung HI SAVER Air","06-Nov-2024",,,84736.60,383.01,"N",,,"Med Shpg Co","Italy","MSC","Italy",,,,,,,,"South Korea","Switzerland",,,"MSC","Samsung HI","Samsung HI"
16345531,,"Y","Y","N",,,,,"Steamship Mutual P&I",,"12-Dec-2019",2,"2 x Exhaust Gas Economiser - Kangrim, 1 x Air Lubrication System - Samsung HI SAVER Air","12-Dec-2024",,,84736.60,383.01,"N",,,"Med Shpg Co","Italy","MSC","Italy",,,,,,,,"South Korea","Switzerland",,,"MSC","Samsung HI","Samsung HI"
16345544,,"Y","Y","N",,,,,"North of England P&I",,"20-Jan-2020",2,"1 x Air Lubrication System - Samsung HI SAVER Air, 2 x Exhaust Gas Economiser - Kangrim","20-Jan-2025",,,84736.60,383.01,"N",,,"Med Shpg Co","Italy","MSC","Italy",,,,,,,,"South Korea","Switzerland",,,"MSC","Samsung HI","Samsung HI"
16345623,,,,,,,,,,,,,,,,,6207.67,111.6,"N",,,"Tongxiang Shipping","China P.R.","Tongxiang Shipping","China P.R.",,,,,,,,"China P.R.","China P.R.",,,"Tongxiang Shipping","Damaiyu Harbour","Damaiyu Harbour"
16345757,,,"Y","N",,,145231,140544,"Gard P&I",,"01-Jul-2019",1,"1 x Exhaust Gas Economiser - Kangrim","30-Jun-2024",,,62681.87,350,"N",,,"Eastern Pacific Shpg","Singapore","CMA CGM","France",,,,,,,,"South Korea","France",10510,,"Eastern Pacific Shpg","Hyundai Samho HI","Hyundai HI Group"
16345760,,,"Y","N",,,145231,140544,"Gard P&I",,"19-Jul-2019",1,"1 x Exhaust Gas Economiser - Kangrim","18-Jul-2024",,,62681.87,350,"N",,,"Seaspan Ship Mngt","Canada","CMA CGM","France",,,,,,,,"South Korea","France",10510,,"Atlas Corp (Seaspan)","Hyundai Samho HI","Hyundai HI Group"
16345773,,,"Y","N",,,145231,140544,"Gard P&I",,"24-Sep-2019",1,"1 x Exhaust Gas Economiser - Kangrim","23-Sep-2024",,,62681.87,350,"N",,,"Eastern Pacific Shpg","Singapore","CMA CGM","France",,,,,,,,"South Korea","France",10510,,"Eastern Pacific Shpg","Hyundai Samho HI","Hyundai HI Group"
16345786,,,"Y","N",,,145231,140544,"Gard P&I",,"20-Dec-2019",1,"1 x Exhaust Gas Economiser - Kangrim","19-Dec-2024",,,62681.87,350,"N",,,"Seaspan Ship Mngt","Canada","CMA CGM","France",,,,,,,,"South Korea","France",10510,,"Atlas Corp (Seaspan)","Hyundai Samho HI","Hyundai HI Group"
16345799,,,"Y","N",,,145231,140544,"North of England P&I",,"22-May-2020",1,"1 x Exhaust Gas Economiser - Kangrim","21-May-2025",,,62681.87,350,"N",,,"Eastern Pacific Shpg","Singapore","CMA CGM","France",,,,,,,,"South Korea","France",10510,,"Eastern Pacific Shpg","Hyundai Samho HI","Hyundai HI Group"
16345807,,,"Y",,,,,,"Gard P&I",,"15-Sep-2020",,,"15-Sep-2025",,,63117.92,350,"N",,,"Eastern Pacific Shpg","Singapore","CMA CGM","France",,,,,,,,"South Korea","France",10370,,"Eastern Pacific Shpg","Hyundai Samho HI","Hyundai HI Group"
16345810,,,"Y",,,,,,"Gard P&I",,"21-Dec-2020",,,"21-Dec-2025",,,63117.92,350,"N",,,"Eastern Pacific Shpg","Singapore","CMA CGM","France",,,,,,,,"South Korea","France",10370,,"Eastern Pacific Shpg","Hyundai Samho HI","Hyundai HI Group"
16345823,,,"Y",,,,,,"North of England P&I",,"26-Apr-2021",,,"26-Apr-2026",,,63117.92,350,"N",,,"Eastern Pacific Shpg","Singapore","CMA CGM","France",,,,,,,,"South Korea","France",10370,,"Eastern Pacific Shpg","Hyundai Samho HI","Hyundai HI Group"
16346738,,,,,,,,,,,,,,,,,8622.05,127.3,"N",,,"Xiangshan Xingning","China P.R.","Xiangshan Xingning","China P.R.",,,,,,,,"China P.R.","China P.R.",,,"Xiangshan Xingning","Ningbo Boda SB","Ningbo Boda SB"
16347122,,,,,,,,,,,,,,,,,9971.34,,"N",,,"Sinolines Cont Lines","China P.R.","China COSCO Shipping","China P.R.",,,,,,,,"China P.R.","China P.R.",,,"China Merchants","WUT Guangda SB","WUT Guangda SB"
16347135,,,,,,,,,,,"23-Dec-2020",,,"22-Dec-2025",,,9971.34,,"N",,,"Sinolines Cont Lines","China P.R.","China Merchants","China P.R.",,,,,,,,"China P.R.","China P.R.",,,"China Merchants","WUT Guangda SB","WUT Guangda SB"
16347148,,,,,,"Shanghai",,,,,,,,,,,9971.34,,"N",,,"Zhonggu Logistics","China P.R.","Zhonggu Logistics","China P.R.",,,,,,,,"China P.R.","China P.R.",,,"Zhonggu Logistics","WUT Guangda SB","WUT Guangda SB"
16347214,,,,,,"Shanghai",,,"West of England P&I",,"03-Jun-2019",2,"1 x PBCF - Propeller Boss Cap Fin - SDARI FAN CAP, 1 x Bow Enhancement - SDARI S-BOW","02-Jun-2024",40.6,,15145.05,168.7,"N",,,"Zhonggu Logistics","China P.R.","Shandong Lcang","China P.R.",,,,,,,,"China P.R.","Hong Kong",,,"Zhonggu Logistics","CMJL (Nanjing)","China Merchants"
16347227,,,,,,"Shanghai",,,"West of England P&I",,"13-Aug-2019",2,"1 x PBCF - Propeller Boss Cap Fin - SDARI FAN CAP, 1 x Bow Enhancement - SDARI S-BOW","12-Aug-2024",40.6,,15145.05,168.7,"N",,,"Zhonggu Logistics","China P.R.","Zhonggu Logistics","China P.R.",,,,,,,,"China P.R.","China P.R.",,,"Zhonggu Logistics","CMJL (Nanjing)","China Merchants"
16347230,,,,,,"Shanghai",,,"West of England P&I",,"12-Sep-2019",2,"1 x PBCF - Propeller Boss Cap Fin - SDARI FAN CAP, 1 x Bow Enhancement - SDARI S-BOW","11-Sep-2024",40.6,,15145.05,168.7,"N",,,"Zhonggu Logistics","China P.R.","Zhonggu Logistics","China P.R.",,,,,,,,"China P.R.","China P.R.",,,"Zhonggu Logistics","CMJL (Nanjing)","China Merchants"
16347243,,,,,,"Shanghai",,,"West of England P&I",,"18-Nov-2019",2,"1 x PBCF - Propeller Boss Cap Fin - SDARI FAN CAP, 1 x Bow Enhancement - SDARI S-BOW","17-Nov-2024",40.6,,15145.05,168.7,"N",,,"Zhonggu Logistics","China P.R.","Zhonggu Logistics","China P.R.",,,,,,,,"China P.R.","China P.R.",,,"Zhonggu Logistics","CMJL (Nanjing)","China Merchants"
16347256,,,,,,"Shanghai",,,"West of England P&I",,"23-Apr-2020",2,"1 x PBCF - Propeller Boss Cap Fin - SDARI FAN CAP, 1 x Bow Enhancement - SDARI S-BOW","22-Apr-2025",40.6,,15145.05,168.7,"N",,,"Zhonggu Logistics","China P.R.","Zhonggu Logistics","China P.R.",,,,,,,,"China P.R.","China P.R.",,,"Zhonggu Logistics","CMJL (Nanjing)","China Merchants"
16347269,,,,,,"Shanghai",,,"West of England P&I",,"27-Mar-2020",2,"1 x PBCF - Propeller Boss Cap Fin - SDARI FAN CAP, 1 x Bow Enhancement - SDARI S-BOW","26-Mar-2025",40.6,,15145.05,168.7,"N",,,"Zhonggu Logistics","China P.R.","Zhonggu Logistics","China P.R.",,,,,,,,"China P.R.","China P.R.",,,"Zhonggu Logistics","CMJL (Nanjing)","China Merchants"
16347593,,,"Y",,,"B3",,,"Steamship Mutual P&I",,"28-Jun-2019",,,"28-Jun-2024",,,21695.25,177,"Y",,,"Log-In Logistica","Brazil","MSC","Italy",,,,,,,,"China P.R.","Brazil",2300,,"MSC","Huangpu Wenchong","CSSC"
16348558,,,,,,,,,,,,,,,,,12642.44,161.6,"N",,,"Fujian Changan Shpg","China P.R.","Fujian Changan Shpg","China P.R.",,,,,,,,"China P.R.","China P.R.",,,"Fujian Changan Shpg","Jiangxi Huadong","Shishi Huadong"
16348561,,,,,,,,,,,,,,,,,1298.56,,,,,"Imoto Shoun","Japan","Imoto Shoun","Japan",,,,,,,,"Japan","Japan",,,"Imoto Shoun","Miura Zosensho","Miura Zosensho"
16348929,,,,,,,,,"The London P&I Club",,"17-Mar-2020",,,"16-Mar-2025",,,14218.10,168.52,"N",,,"Cosmoship Management","Greece","Far Shipping Lines","Singapore",,,,,,,,"China P.R.","Singapore",1000,,"Cosmoship Management","Huangpu Wenchong","CSSC"
16348932,,,,,,,,,"The London P&I Club",,"29-Apr-2020",,,"28-Apr-2025",,,14218.10,168.52,"N",,,"Cosmoship Management","Greece","Far Shipping Lines","Singapore",,,,,,,,"China P.R.","Singapore",1000,,"Cosmoship Management","Huangpu Wenchong","CSSC"
16348945,,,,,,,,,"Skuld",,"23-Dec-2020",,,"22-Dec-2025",,,14218.10,168.52,"N",,,"CNAN Group SpA","Algeria","CNAN Group SpA","Algeria",,,,,,,,"China P.R.","Algeria",1000,,"CNAN Group SpA","Huangpu Wenchong","CSSC"
16348958,,,,,,,,,"Skuld",,"10-Dec-2020",,,"09-Dec-2025",,,14218.10,168.52,"N",,,"CNAN Group SpA","Algeria","CNAN Group SpA","Algeria",,,,,,,,"China P.R.","Algeria",1000,,"CNAN Group SpA","Huangpu Wenchong","CSSC"
16349168,,,,,,"Hong Kong",,,"The London P&I Club",,"11-Oct-2019",1,"1 x Bow Enhancement - SDARI S-BOW","11-Oct-2024",,,19478.95,185.34,"N",,,"SITC Ships Mngt","China P.R.","SITC","China P.R.",,,,,,,,"China P.R.","Hong Kong",,,"SITC","Jiangsu New YZJ","Yangzijiang Holdings"
16349171,,,,,,"Hong Kong",,,"North of England P&I",,"20-Nov-2019",1,"1 x Bow Enhancement - SDARI S-BOW","20-Nov-2024",,,19478.95,185.34,"N",,,"SITC Ships Mngt","China P.R.","SITC","China P.R.",,,,,,,,"China P.R.","Hong Kong",,,"SITC","Jiangsu New YZJ","Yangzijiang Holdings"
16349263,,,,,,"Hong Kong",,,"West of England P&I",,"10-Mar-2020",1,"1 x Bow Enhancement - SDARI S-BOW","09-Mar-2025",,,19478.95,185.34,"N",,,"SITC","Hong Kong","SITC","China P.R.",,,,,,,,"China P.R.","Hong Kong",,,"SITC","Jiangsu New YZJ","Yangzijiang Holdings"
16349276,,,,,,"Hong Kong",,,"West of England P&I",,"17-Mar-2020",1,"1 x Bow Enhancement - SDARI S-BOW","16-Mar-2025",,,19478.95,185.34,"N",,,"SITC","Hong Kong","SITC","China P.R.",,,,,,,,"China P.R.","Hong Kong",,,"SITC","Jiangsu New YZJ","Yangzijiang Holdings"
16349371,,,,,,,,,"Steamship Mutual P&I",,"03-Jan-2020",,,"02-Jan-2025",,,19872.90,186.5,"Y",,,"CMA CGM","France","CMA CGM","France",,,,,,,,"China P.R.","France",,,"CMA CGM","Jiangsu New YZJ","Yangzijiang Holdings"
16349384,,,,,,,,,"Skuld",,"20-Jan-2020",,,"19-Jan-2025",,,19872.90,186.5,"Y",,,"Marseille Fret","France","CMA CGM","France",,,,,,,,"China P.R.","France",,,"Marfret","Jiangsu New YZJ","Yangzijiang Holdings"
16349397,,,,,,,,,"Gard P&I",,"29-Apr-2020",,,"28-Apr-2025",,,19872.90,186.5,"Y",,,"CMA CGM","France","CMA CGM","France",,,,,,,,"China P.R.","France",,,"CMA CGM","Jiangsu New YZJ","Yangzijiang Holdings"
16349542,,,,,,,,,,,"04-Dec-2017",1,"1 x Gate Rudder","03-Dec-2022",,,3862.44,100.56,,,,"Imoto Shoun","Japan","Imoto Shoun","Japan",,,,,,,,"Japan","Japan",,,"Imoto Shoun","Yamanaka Zosen","Yamanaka Zosen"
16349847,,,,,,,,,"Gard P&I",,,,,,,,9689.42,133.29,"N",,,"TS Lines","Taiwan","TS Lines","Taiwan",,,,,,,,"Japan","Taiwan",,,"TS Lines","Kyokuyo Shipyard","Kyokuyo Shipyard"
16349850,,,,,,,,,"The Swedish Club P&I",,,,,,,,9689.42,133.29,"N",,,"TS Lines","Taiwan","TS Lines","Taiwan",,,,,,,,"Japan","Taiwan",,,"TS Lines","Kyokuyo Shipyard","Kyokuyo Shipyard"
16350098,,,,,,,,,,,"26-Oct-2017",,,"25-Oct-2022",,,8622.05,127.3,"N",,,"Xiangshan Xingning","China P.R.","Xiangshan Xingning","China P.R.",,,,,,,,"China P.R.","China P.R.",,,"Xiangshan Xingning","Ningbo Boda SB","Ningbo Boda SB"
16350298,,,,,,,,,,,,,,,,,22971.13,177,"N",,,"Quanzhou Ansheng","China P.R.","Antong Holdings","China P.R.",,,,,,,,"China P.R.","China P.R.",,,"Antong Holdings","Xiamen Shipbuilding","Fujian Shipbuilding"
16350306,,,,,,"Shanghai",,,,,"02-Dec-2020",,,"01-Dec-2025",,,20182.52,177,"N",,,"Zhonggu Logistics","China P.R.","Zhonggu Logistics","China P.R.",,,,,,,,"China P.R.","China P.R.",,,"Zhonggu Logistics","Xiamen Shipbuilding","Fujian Shipbuilding"
16350443,,,,,,,,,,,,,,,,,1711.60,,,,,"Matsushima Yusosen","Japan",,,,,,,,,,"Japan",,,,"Matsushima Yusosen","Honda HI","Exeno Yamamizu Corp."
16350751,,,"Y",,,,,,"UK P&I Club",,"01-Jul-2020",,,"30-Jun-2025",,,21814.55,177,,,,"Cape Shipping","Greece","The Pasha Group","United States",,,,,,,,"China P.R.","United States",2265,,"Cape Shipping","Huangpu Wenchong","CSSC"
16350764,,,"Y",,,,,,"West of England P&I",,"05-Jan-2021",,,"04-Jan-2026",,,21814.55,177,,,,"Cape Shipping","Greece","Zim Integrated Shpg","Israel",,,,,,,,"China P.R.","Hong Kong",2265,,"Cape Shipping","Huangpu Wenchong","CSSC"
16350780,,,,"N",,,,,,,"20-Jul-2020",,,"30-Jun-2025",,,16722.87,187.7,"Y",,,"Norbulk Shpg. UK Ltd","United Kingdom","Del Monte","United States",,,,,,,,"China P.R.","United States",,,"Norbulk Shpg. UK Ltd","Huangpu Wenchong","CSSC"
