"Listing"

"WFR Listing"
"Created 15 February 2022 21:19"


"CVN","IMO Number","Name","MMSI (Maritime Mobile Service Identity)","Ex Name","Flag State","Operator","Owner","Group Owner","Built Date","Keel Laid Date","Contract Date","LDT","Demo $/LDT","Demo Date","Dwt","Beam Mld (m)","Draught (m)","Gear Detail","Price (NB)","Currency (NB)","Main Engine Fuel Type","Main Consumption at Service Speed (tpd)
","Main Engine Detail","HP Total Propulsion","SOx Scrubber Status","Eco – Electronic Engine","Environmental Detail","Service Speed (knots)","Holds Total No","Grain Capacity (cu m)","Type","Main Global Zone (Last 12 Months %)","Est Crew No","LOA (m)","Ballast Speed (knots)","Laden Speed (knots)","Main Engine LNG Ready","Owner Nationality/Region","Builder"
16367283,9860568,"Oceania Maru",636019685,,"Liberia",,"Shoei Kisen Kaisha","Imabari Shipbuilding","01-Jan-2020",,"01-Mar-2018",,,,208603,50,18.32," 1 x Davit, Liferaft",,,"IFO 380",,"1 x Diesel - MAN B. & W. 6G70ME-C9.5 - 2-stroke 6-cyl. 700mm x3256mm bore/stroke 15,280mkW total at 83rpm",20775,"Fitted","Eco – Electronic Engine Modern","1 x Exhaust Scrubber - SOx - Wartsila Moss Open Loop, 2 x BWTS - Ballast Water Treatment System - JFE Engineering BallastAce® 3000x1-L at 3000cu.m/hr",,9,229498,"Bulk Carrier","East Asia (33.2 %)",20,299.95,,,,"Japan","Imabari SB Marugame"
16274369,9748112,"Mineral Hiroshige",636019575,,"Liberia","Bocimar NV","Shoei Kisen Kaisha","Imabari Shipbuilding","01-Oct-2019","16-Dec-2015","27-Jan-2014",,,,208572,50,18.27,,,,"VLS IFO",,"1 x Diesel - MAN B. & W. 6G70ME-C9.5 - 2-stroke 6-cyl. 700mm x3256mm bore/stroke 15,280mkW total at 73.90rpm",20775,,"Eco – Electronic Engine Modern","2 x BWTS - Ballast Water Treatment System - JFE Engineering BallastAce® 3000x1-L at 3000cu.m/hr",,9,229498,"Bulk Carrier","East Asia (39.4 %)",20,299.94,,,,"Japan","Imabari SB Hiroshima"
16263068,9724659,"Maran Loyalty",241729000,"Netadola","Greece","Maran Dry Mngt","Maran Dry Mngt","Angelicoussis Group","01-May-2017","03-Nov-2015","01-Nov-2013",,,,208854,50,18.4,,,,"IFO 380",,"1 x Diesel - MAN B. & W. 6G70ME-C9.2 - 2-stroke 6-cyl. 700mm x3256mm bore/stroke 17,500mkW total at 78.70rpm",23468,"Fitted","Eco – Electronic Engine Modern","1 x BWTS - Ballast Water Treatment System, 1 x Exhaust Scrubber - SOx - PANASIA PaSOx™ - 2020 installation year",,9,223194,"Bulk Carrier","East Asia (36.6 %)",20,299.95,15,14,,"Greece","Yangzi Xinfu SB"
16346404,9844590,"Bulk Sandefjord",636018968,,"Liberia","Koch Shipping","2020 Bulkers","2020 Bulkers","01-Aug-2019","15-Dec-2015","13-Oct-2017",,,,208445,50,18.4," 1 x Crane, Engine Room SWL 8 tons, 1 x Crane, Provision (Port) SWL 8 tons, 1 x Crane, Provision (Port) SWL 2 tons",,,"IFO 380",,"1 x Diesel - MAN B. & W. 6G70ME-C9.5 - 2-stroke 6-cyl. 700mm x3256mm bore/stroke 15,131mkW total at 66rpm",20572,"Fitted","Eco – Electronic Engine Modern","1 x Exhaust Scrubber - SOx - Alfa Laval PureSOx, 2 x BWTS - Ballast Water Treatment System - Sunrui BC-3000 at 3000cu.m/hr",,9,223194,"Bulk Carrier","South East Asia (33.8 %)",20,299.95,,,,"Norway","New Times SB"
16346417,9844605,"Bulk Santiago",636018969,,"Liberia","Koch Shipping","2020 Bulkers","2020 Bulkers","01-Sep-2019","15-Dec-2015","13-Oct-2017",,,,208445,50,18.4," 1 x Crane, Engine Room SWL 8 tons, 1 x Crane, Provision (Port) SWL 8 tons, 1 x Crane, Provision (Stbd.) SWL 2 tons",,,"IFO 380",,"1 x Diesel - MAN B. & W. 6G70ME-C9.5 - 2-stroke 6-cyl. 700mm x3256mm bore/stroke 15,131mkW total at 66rpm",20572,"Fitted","Eco – Electronic Engine Modern","1 x Exhaust Scrubber - SOx - Alfa Laval PureSOx, 2 x BWTS - Ballast Water Treatment System - Sunrui BC-3000 at 3000cu.m/hr",,9,223194,"Bulk Carrier","East Asia (35.4 %)",20,299.95,,,,"Norway","New Times SB"
16346659,9849318,"Bulk Seoul",636018970,,"Liberia","Koch Shipping","2020 Bulkers","2020 Bulkers","01-Oct-2019","16-Dec-2015","20-Dec-2017",,,,207992,50,18.4," 1 x Crane, Engine Room, 1 x Crane, Provision (Port), 1 x Crane, Provision (Stbd.)",44.7,"$m","IFO 380",,"1 x Diesel - MAN B. & W. 6G70ME-C9.5 - 2-stroke 6-cyl. 700mm x3256mm bore/stroke 15,131mkW total at 66rpm",20572,"Fitted","Eco – Electronic Engine Modern","1 x Exhaust Scrubber - SOx - Alfa Laval PureSOx, 2 x BWTS - Ballast Water Treatment System - Sunrui BC-3000 at 3000cu.m/hr",,9,223194,"Bulk Carrier","East Asia (29.9 %)",20,299.95,,,,"Norway","New Times SB"
16346675,9849320,"Bulk Shanghai",636018971,,"Liberia","2020 Bulkers","2020 Bulkers","2020 Bulkers","01-Nov-2019","16-Dec-2015","20-Dec-2017",,,,208445,50,18.4," 1 x Crane, Engine Room SWL 8 tons, 1 x Crane, Provision (Port) SWL 8 tons, 1 x Crane, Hose SWL 4 tons, 1 x Crane, Provision (Stbd.) SWL 2 tons",44.7,"$m","IFO 380",,"1 x Diesel - MAN B. & W. 6G70ME-C9.5 - 2-stroke 6-cyl. 700mm x3256mm bore/stroke 15,131mkW total at 66rpm",20572,"Fitted","Eco – Electronic Engine Modern","1 x Exhaust Scrubber - SOx - Alfa Laval PureSOx, 2 x BWTS - Ballast Water Treatment System - Sunrui BC-3000 at 3000cu.m/hr",,9,223194,"Bulk Carrier","East Asia (38.0 %)",20,299.95,,,,"Norway","New Times SB"
16346688,9849746,"Bulk Shenzhen",636018972,,"Liberia","Glencore","2020 Bulkers","2020 Bulkers","01-Jan-2020","17-Dec-2015","26-Jan-2018",,,,208445,50,18.4," 1 x Crane, Engine Room SWL 8 tons, 1 x Crane, Provision (Port) SWL 8 tons, 1 x Crane, Hose SWL 4 tons, 1 x Crane, Provision (Stbd.) SWL 2 tons",44.7,"$m","IFO 380",,"1 x Diesel - MAN B. & W. 6G70ME-C9.5 - 2-stroke 6-cyl. 700mm x3256mm bore/stroke 15,131mkW total at 66rpm",20572,"Fitted","Eco – Electronic Engine Modern","1 x Exhaust Scrubber - SOx - Alfa Laval PureSOx, 2 x BWTS - Ballast Water Treatment System - Sunrui BC-3000 at 3000cu.m/hr",,9,223194,"Bulk Carrier","East Asia (42.1 %)",20,299.95,,,,"Norway","New Times SB"
16346691,9849758,"Bulk Sydney",636018973,,"Liberia","2020 Bulkers","2020 Bulkers","2020 Bulkers","01-Jan-2020","17-Dec-2015","26-Jan-2018",,,,208445,50,18.4," 1 x Crane, Provision (Stbd.) SWL 8 tons, 1 x Crane, Engine Room SWL 8 tons, 1 x Crane, Hose SWL 4 tons, 1 x Crane, Provision (Port) SWL 2 tons",44.7,"$m","IFO 380",,"1 x Diesel - MAN B. & W. 6G70ME-C9.5 - 2-stroke 6-cyl. 700mm x3256mm bore/stroke 15,131mkW total at 66rpm",20572,"Fitted","Eco – Electronic Engine Modern","2 x BWTS - Ballast Water Treatment System - Sunrui BC-3000 at 3000cu.m/hr, 1 x Exhaust Scrubber - SOx - Alfa Laval PureSOx",14.5,9,223194,"Bulk Carrier","East Asia (34.1 %)",20,299.95,,,,"Norway","New Times SB"
16352339,9849760,"Bulk Sao Paulo",636018974,,"Liberia","2020 Bulkers","2020 Bulkers","2020 Bulkers","01-Jun-2020","18-Dec-2015","26-Jan-2018",,,,208445,50,18.4," 1 x Crane, Provision (Stbd.) SWL 8 tons, 1 x Crane, Engine Room SWL 8 tons, 1 x Crane, Hose SWL 4 tons, 1 x Crane, Provision (Port) SWL 2 tons",44.7,"$m","IFO 380",,"1 x Diesel - MAN B. & W. 6G70ME-C9.5 - 2-stroke 6-cyl. 700mm x3256mm bore/stroke 15,131mkW total at 66rpm",20572,"Fitted","Eco – Electronic Engine Modern","2 x BWTS - Ballast Water Treatment System - Sunrui BC-3000 at 3000cu.m/hr, 1 x Exhaust Scrubber - SOx - Alfa Laval PureSOx",,9,223194,"Bulk Carrier","West Coast Africa (24.7 %)",20,299.95,,,,"Norway","New Times SB"
16352342,9849772,"Bulk Santos",636018975,,"Liberia","2020 Bulkers","2020 Bulkers","2020 Bulkers","01-Jun-2020","18-Dec-2015","26-Jan-2018",,,,208445,50,18.4," 1 x Crane, Provision SWL 8 tons, 1 x Crane, Engine Room SWL 8 tons, 1 x Crane, Hose SWL 4 tons, 1 x Crane, Provision SWL 2 tons",44.7,"$m","IFO 380",,"1 x Diesel - MAN B. & W. 6G70ME-C9.5 - 2-stroke 6-cyl. 700mm x3256mm bore/stroke 15,131mkW total at 66rpm",20572,"Fitted","Eco – Electronic Engine Modern","2 x BWTS - Ballast Water Treatment System - Sunrui BC-3000 at 3000cu.m/hr, 1 x Exhaust Scrubber - SOx - Alfa Laval PureSOx",14.5,9,223194,"Bulk Carrier","South East Asia (23.9 %)",20,299.95,,,,"Norway","New Times SB"
16355701,9832731,"Cape Sapphire",431933000,,"Japan","K-Line","K-Line","K-Line","01-Feb-2019","17-Nov-2015","01-Nov-2015",,,,208520,50,18.32," 1 x Davit, Liferaft",,,"IFO 380",,"1 x Diesel - MAN B. & W. 6G70ME-C9.5 - 2-stroke 6-cyl. 700mm x3256mm bore/stroke 17,300mkW total at 77rpm",23521,"Fitted","Eco – Electronic Engine Modern","2 x BWTS - Ballast Water Treatment System - JFE Engineering BallastAce® 3000x1-L at 3000cu.m/hr, 1 x Exhaust Scrubber - SOx - Wartsila Moss Open Loop",,9,229498,"Bulk Carrier","East Asia (54.9 %)",20,299.95,,,,"Japan","Imabari SB Marugame"
16295122,9758648,"Guang Yuan Hai",477636100,,"Hong Kong","COSCO Shipping Bulk","COSCO Shipping Bulk","China COSCO Shipping","01-May-2017","14-Dec-2015","24-Sep-2014",,,,207392,50,18.5,,57.8,"$m","VLS IFO",,"1 x Diesel - MAN B. & W. 6G70ME-C9.2 - 2-stroke 6-cyl. 700mm x3256mm bore/stroke 17,494mkW total at 78.70rpm",23785,,"Eco – Electronic Engine Modern","1 x BWTS - Ballast Water Treatment System - S&SYS(Samsung HI) PuriMar",14.5,9,224712,"Bulk Carrier","East Asia (25.9 %)",20,299.88,,,,"China P.R.","Shanghai Waigaoqiao"
16295135,9758650,"Guang Heng Hai",477010200,,"Hong Kong",,"COSCO Shipping Bulk","China COSCO Shipping","01-Jun-2017","15-Dec-2015","24-Sep-2014",,,,207389,50,18.5,,57.8,"$m","VLS IFO",,"1 x Diesel - MAN B. & W. 6G70ME-C9.2 - 2-stroke 6-cyl. 700mm x3256mm bore/stroke 17,494mkW total at 78.70rpm",23785,,"Eco – Electronic Engine Modern","1 x BWTS - Ballast Water Treatment System - S&SYS(Samsung HI) PuriMar",14.5,9,224712,"Bulk Carrier","East Asia (49.6 %)",20,299.88,,,,"China P.R.","Shanghai Waigaoqiao"
16295148,9758662,"Guang Li Hai",477100600,,"Hong Kong","COSCO Shipping Bulk","COSCO Shipping Bulk","China COSCO Shipping","01-Jun-2017","17-Dec-2015","24-Sep-2014",,,,207241,50,18.5,,57.8,"$m","VLS IFO",,"1 x Diesel - MAN B. & W. 6G70ME-C9.2 - 2-stroke 6-cyl. 700mm x3256mm bore/stroke 17,494mkW total at 78.70rpm",23785,,"Eco – Electronic Engine Modern","1 x BWTS - Ballast Water Treatment System - S&SYS(Samsung HI) PuriMar",14.5,9,224712,"Bulk Carrier","East Asia (31.2 %)",20,299.88,,,,"China P.R.","Shanghai Waigaoqiao"
16388488,9900772,"Mount Tourmaline",636021130,,"Liberia","BHP Billiton","Eastern Pacific Shpg","Eastern Pacific Shpg","01-Jan-2022","01-Jun-2021","03-Dec-2019",,,,209000,50,18.4,,,,"LNG, VLS IFO",,"1 x Diesel - MAN B. & W. 6G70ME-C10.5-GI - 2-stroke 6-cyl. 700mm x3256mm bore/stroke 16,980mkW total at 75.50rpm",23086,,"Eco – Electronic Engine Modern","3 x Selective Catalytic Reduction - NOx NoNOx, 1 x BWTS - Ballast Water Treatment System",,9,,"Bulk Carrier",,20,299.5,,,,"Singapore","Shanghai Waigaoqiao"
16388491,,"Mount Nova Terra",,,"Unknown","BHP Billiton","Eastern Pacific Shpg","Eastern Pacific Shpg","01-Feb-2022","20-Jul-2021","03-Dec-2019",,,,209000,50,18.4,,,,"LNG, VLS IFO",,"1 x Diesel - MAN B. & W. 6G70ME-C10.5-GI - 2-stroke 6-cyl. 700mm x3256mm bore/stroke 18,360mkW total at 78rpm",24963,,"Eco – Electronic Engine Modern","3 x Selective Catalytic Reduction - NOx NoNOx, 1 x BWTS - Ballast Water Treatment System",,9,,"Bulk Carrier",,20,299.5,,,,"Singapore","Shanghai Waigaoqiao"
16387373,9871127,"N/B Jiangsu New Hantong Zhenjiang HT208-230",,,"Unknown",,"Oldendorff Carriers","Oldendorff Carriers","01-Feb-2022",,"01-Aug-2019",,,,209000,50,18.4,,,,"VLS IFO",,"1 x Diesel - MAN B. & W. 6G70ME-C9.5 - 2-stroke 6-cyl. 700mm x3256mm bore/stroke 21,840mkW total at 83rpm",29694,,"Eco – Electronic Engine Modern","1 x BWTS - Ballast Water Treatment System - ERMA FIRST Erma First at 3000cu.m/hr",,9,223664,"Bulk Carrier",,20,299.95,,,,"Germany","Jiangsu New Hantong"
16387386,9871139,"N/B Jiangsu New Hantong Zhenjiang HT208-231",,,"Unknown",,"Oldendorff Carriers","Oldendorff Carriers","01-Mar-2022",,"01-Aug-2019",,,,209000,50,18.4,,,,"VLS IFO",,"1 x Diesel - MAN B. & W. 6G70ME-C9.5 - 2-stroke 6-cyl. 700mm x3256mm bore/stroke 21,840mkW total at 83rpm",29694,,"Eco – Electronic Engine Modern","1 x BWTS - Ballast Water Treatment System - ERMA FIRST Erma First at 3000cu.m/hr",,9,223664,"Bulk Carrier",,20,299.95,,,,"Germany","Jiangsu New Hantong"
16387399,9871141,"N/B Jiangsu New Hantong Zhenjiang HT208-232",,,"Unknown",,"Oldendorff Carriers","Oldendorff Carriers","01-May-2022",,"01-Aug-2019",,,,209000,50,18.4,,,,"VLS IFO",,"1 x Diesel - MAN B. & W. 6G70ME-C9.5 - 2-stroke 6-cyl. 700mm x3256mm bore/stroke 21,840mkW total at 83rpm",29694,,"Eco – Electronic Engine Modern","1 x BWTS - Ballast Water Treatment System - ERMA FIRST Erma First at 3000cu.m/hr",,9,223664,"Bulk Carrier",,20,299.95,,,,"Germany","Jiangsu New Hantong"
16387407,9871153,"N/B Jiangsu New Hantong Zhenjiang HT208-233",,,"Unknown",,"Oldendorff Carriers","Oldendorff Carriers","01-Jul-2022",,"01-Aug-2019",,,,209000,50,18.4,,,,"VLS IFO",,"1 x Diesel - MAN B. & W. 6G70ME-C9.5 - 2-stroke 6-cyl. 700mm x3256mm bore/stroke 21,840mkW total at 83rpm",29694,,"Eco – Electronic Engine Modern","1 x BWTS - Ballast Water Treatment System - ERMA FIRST Erma First at 3000cu.m/hr",,9,223664,"Bulk Carrier",,20,299.95,,,,"Germany","Jiangsu New Hantong"
16367267,9851282,"Berge Dachstein",232024277,,"Isle of Man","Berge Bulk","Berge Bulk","Berge Bulk","01-Jan-2020","28-Nov-2015","01-Dec-2017",,,,208718,50,18.32,,,,"IFO 380",,"1 x Diesel - MAN B. & W. 6G70ME-C9.5 - 2-stroke 6-cyl. 700mm x3256mm bore/stroke 17,300mkW total at 77rpm",23521,"Fitted","Eco – Electronic Engine Modern","1 x Exhaust Scrubber - SOx - Yara Marine Tech Open - 2020 installation year, 1 x BWTS - Ballast Water Treatment System",14.5,9,229498,"Bulk Carrier","East Asia (39.8 %)",20,299.95,,,,"Bermuda","Imabari SB Marugame"
16348453,9844540,"CL Rhine River",636018985,,"Liberia","Cargill Ocn Trnsprt","CDB Leasing","China Dev Bank","01-Jun-2019","13-Nov-2018","30-Nov-2017",,,,208530,50,18.4,,,,"VLS IFO",,"1 x Diesel - MAN B. & W. 6G70ME-C9.5 - 2-stroke 6-cyl. 700mm x3256mm bore/stroke 15,131mkW total at 66rpm",20572,,"Eco – Electronic Engine Modern","2 x BWTS - Ballast Water Treatment System - Sunrui BC-3000 at 3000cu.m/hr, 1 x Selective Catalytic Reduction - NOx DelNox®",,9,223651,"Bulk Carrier","East Coast Africa (36.0 %)",20,299.95,,,,"China P.R.","Yangzi Xinfu SB"
16348479,9844564,"CL Pearl River",636018987,,"Liberia","Cargill Ocn Trnsprt","CDB Leasing","China Dev Bank","01-Nov-2019","13-May-2019","30-Nov-2017",,,,208562,50,18.4,,,,"VLS IFO",,"1 x Diesel - MAN B. & W. 6G70ME-C9.5 - 2-stroke 6-cyl. 700mm x3256mm bore/stroke 15,131mkW total at 66rpm",20572,,"Eco – Electronic Engine Modern","Selective Catalytic Reduction - NOx DelNox®, 2 x BWTS - Ballast Water Treatment System - Sunrui BC-3000 at 3000cu.m/hr",,9,223651,"Bulk Carrier","East Asia (44.3 %)",20,299.95,,,,"China P.R.","Yangzi Xinfu SB"
16348495,9844588,"CL Huangpu River",636018989,,"Liberia","Cargill Ocn Trnsprt","CDB Leasing","China Dev Bank","01-Apr-2020","06-Sep-2019","30-Nov-2017",,,,208471,50,18.4," 1 x Crane, Engine Room SWL 8 tons, 1 x Crane, Provision SWL 8 tons",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 6G70ME-C9.5 - 2-stroke 6-cyl. 700mm x3256mm bore/stroke 15,131mkW total at 66rpm",20572,,"Eco – Electronic Engine Modern","Selective Catalytic Reduction - NOx DelNox®, 2 x BWTS - Ballast Water Treatment System - Sunrui BC-3000 at 3000cu.m/hr",,9,223651,"Bulk Carrier","East Asia (21.9 %)",20,299.95,,,,"China P.R.","Yangzi Xinfu SB"
16348503,9854521,"CL Guilin",636018990,,"Liberia","BBG Shipping","CDB Leasing","China Dev Bank","01-Aug-2020","03-Jan-2020","24-Dec-2017",,,,208625,50,18.4,,,,"VLS IFO",,"1 x Diesel - MAN B. & W. 6G70ME-C9.5 - 2-stroke 6-cyl. 700mm x3256mm bore/stroke 15,131mkW total at 66rpm",20572,,"Eco – Electronic Engine Modern","Selective Catalytic Reduction - NOx DelNox®, 2 x BWTS - Ballast Water Treatment System - Sunrui BC-3000 at 3000cu.m/hr",,9,223651,"Bulk Carrier","East Asia (38.3 %)",20,299.95,,,,"China P.R.","Yangzi Xinfu SB"
16348545,9854569,"CL Baise",636018994,,"Liberia","BBG Shipping","CDB Leasing","China Dev Bank","01-Apr-2021","12-Nov-2020","24-Dec-2017",,,,208653,50,18.4,,,,"VLS IFO",,"1 x Diesel - MAN B. & W. 6G70ME-C9.5 - 2-stroke 6-cyl. 700mm x3256mm bore/stroke 15,131mkW total at 66rpm",20572,,"Eco – Electronic Engine Modern","Selective Catalytic Reduction - NOx DelNox®, 2 x BWTS - Ballast Water Treatment System - Sunrui BC-3000 at 3000cu.m/hr",,9,223651,"Bulk Carrier","South East Asia (41.9 %)",20,299.95,,,,"China P.R.","Yangzi Xinfu SB"
16348529,9854545,"CL Yulin",636018992,,"Liberia","BBG Shipping","CDB Leasing","China Dev Bank","01-Nov-2020","18-Jun-2020","24-Dec-2017",,,,208611,50,18.4," 1 x Crane, Engine Room SWL 8 tons, 1 x Crane, Provision SWL 8 tons, 1 x Crane, Hose SWL 4 tons",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 6G70ME-C9.5 - 2-stroke 6-cyl. 700mm x3256mm bore/stroke 15,131mkW total at 66rpm",20572,,"Eco – Electronic Engine Modern","Selective Catalytic Reduction - NOx DelNox®, 2 x BWTS - Ballast Water Treatment System - Sunrui BC-3000 at 3000cu.m/hr",,9,223651,"Bulk Carrier","East Asia (25.0 %)",20,299.95,,,,"China P.R.","Yangzi Xinfu SB"
16277236,9735189,"PSU Ninth",566624000,,"Singapore","RGL Shipping","RGL Shipping","Rui Gang Lian Group","01-Sep-2016","23-Dec-2015","01-Jan-2014",,,,209551,50,18.4," 1 x Crane, Provision - Nantong Sekigahara (Port) SWL 7 tons, 1 x Crane, Provision - Nantong Sekigahara (Stbd.) SWL 2 tons",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 6G70ME-C9.2 - 2-stroke 6-cyl. 700mm x3256mm bore/stroke 15,250mkW total at 66rpm",20734,,"Eco – Electronic Engine Modern","2 x BWTS - Ballast Water Treatment System - Qingdao Headway HMT-3000 at 3000cu.m/hr",,9,223654,"Bulk Carrier","East Asia (44.8 %)",20,300,,,,"China P.R.","Nantong COSCO KHI"
16277249,9735191,"PSU Tenth",563007600,,"Singapore","RGL Shipping","RGL Shipping","Rui Gang Lian Group","01-Jan-2017","30-Nov-2015","01-Jan-2014",,,,209546,50,18.4," 1 x Crane, Provision - Nantong Sekigahara (Port) SWL 7 tons, 1 x Crane, Provision - Nantong Sekigahara (Stbd.) SWL 2 tons",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 6G70ME-C9.2 - 2-stroke 6-cyl. 700mm x3256mm bore/stroke 15,250mkW total at 66rpm",20734,,"Eco – Electronic Engine Modern","2 x BWTS - Ballast Water Treatment System - Qingdao Headway HMT-3000 at 3000cu.m/hr",,9,223654,"Bulk Carrier","East Asia (41.1 %)",20,300,,,,"China P.R.","Nantong COSCO KHI"
16282922,9735165,"Maharaj",636020166,,"Liberia","Star Bulk Carriers","Star Bulk Carriers","Star Bulk Carriers","01-Jul-2015","20-Jan-2015","18-Jul-2013",,,,209472,50,18.4," 1 x Crane, Provision - Nantong Sekigahara EEE-07014 SWL 7 tons, 1 x Crane, Provision - Nantong Sekigahara EEE-02016 SWL 2 tons",,,"IFO 380",,"1 x Diesel - MAN B. & W. 6G70ME-C9.2 - 2-stroke 6-cyl. 700mm x3256mm bore/stroke 15,250mkW total at 66rpm",20734,"Fitted","Eco – Electronic Engine Modern","BWTS - Ballast Water Treatment System, 1 x Exhaust Scrubber - SOx - AEC Maritime Open - 2019 installation year",,9,223654,"Bulk Carrier","South East Asia (34.4 %)",20,300,,,,"Greece","Nantong COSCO KHI"
16285260,9745938,"Samjohn Argonaut",538007305,,"Marshall Is.","Golden Flame Shpg.","Golden Flame Shpg.","J. Samonas","01-Mar-2017","12-Nov-2015","30-May-2014",,,,209756,50,18.4,,,,"IFO 380",,"1 x Diesel - MAN B. & W. 6G70ME-C9.2 - 2-stroke 6-cyl. 700mm x3256mm bore/stroke 15,250mkW total at 66rpm",20734,"Fitted","Eco – Electronic Engine Modern","1 x Exhaust Scrubber - SOx - Yara Marine Tech Open - 2019 installation year, 4 x BWTS - Ballast Water Treatment System - TechCross ECS-1000 - Electro-Cleen™ at 1000cu.m/hr, 4 x BWTS - Ballast Water Treatment System - TechCross ECS-600 - Electro-Cleen™ at 600cu.m/hr",,9,223654,"Bulk Carrier","East Asia (28.9 %)",20,300,,,,"Greece","Nantong COSCO KHI"
16262403,9735177,"Star Gina 2GR",636019641,"Star Poseidon","Liberia","Star Bulk Carriers","Star Bulk Carriers","Star Bulk Carriers","01-Feb-2016","24-Sep-2015","27-Sep-2013",,,,209475,50,18.4,,,,"IFO 380",,"1 x Diesel - MAN B. & W. 6G70ME-C9.2 - 2-stroke 6-cyl. 700mm x3256mm bore/stroke 15,250mkW total at 66rpm",20734,"Fitted","Eco – Electronic Engine Modern","BWTS - Ballast Water Treatment System, 1 x Exhaust Scrubber - SOx - AEC Maritime Open - 2019 installation year",,9,223654,"Bulk Carrier","East Asia (46.0 %)",20,300,,,,"Greece","Nantong COSCO KHI"
16255263,9712682,"Gargantua",636020164,,"Liberia","Star Bulk Carriers","Star Bulk Carriers","Star Bulk Carriers","01-Apr-2015","20-Oct-2014","29-Jun-2013",,,,209529,50,18.4," 1 x Crane, Provision - Nantong Sekigahara EEE-07014 SWL 7 tons, 1 x Crane, Provision - Nantong Sekigahara EEE-02016 SWL 2 tons",,,"IFO 380",,"1 x Diesel - MAN B. & W. 6G70ME-C9.2 - 2-stroke 6-cyl. 700mm x3256mm bore/stroke 15,250mkW total at 66rpm",20734,"Fitted","Eco – Electronic Engine Modern","BWTS - Ballast Water Treatment System, 1 x Exhaust Scrubber - SOx - AEC Maritime Open - 2020 installation year",,9,223654,"Bulk Carrier","East Asia (44.7 %)",20,300,,,,"Greece","Nantong COSCO KHI"
16255276,9735153,"Goliath",636020165,,"Liberia","Star Bulk Carriers","Star Bulk Carriers","Star Bulk Carriers","01-Jul-2015","05-Dec-2014","29-Jun-2013",,,,209537,50,18.4," 1 x Crane, Provision - Nantong Sekigahara EEE-07014 SWL 7 tons, 1 x Crane, Provision - Nantong Sekigahara EEE-02016 SWL 2 tons",,,"IFO 380",,"1 x Diesel - MAN B. & W. 6G70ME-C9.2 - 2-stroke 6-cyl. 700mm x3256mm bore/stroke 15,250mkW total at 66rpm",20734,"Fitted","Eco – Electronic Engine Modern","BWTS - Ballast Water Treatment System, 1 x Exhaust Scrubber - SOx - AEC Maritime Open - 2019 installation year",,9,223654,"Bulk Carrier","South East Asia (28.2 %)",20,300,,,,"Greece","Nantong COSCO KHI"
16267637,9722948,"Winning Grace",566100000,,"Singapore","Winning Intl","Winning Intl","Winning Intl","01-Apr-2016","10-Jul-2015","22-Nov-2013",,,,209513,50,18.4,,,,"VLS IFO",,"1 x Diesel - MAN B. & W. 6G70ME-C9.2 - 2-stroke 6-cyl. 700mm x3256mm bore/stroke 15,250mkW total at 66rpm",20734,,"Eco – Electronic Engine Modern","2 x BWTS - Ballast Water Treatment System - Sunrui BC-3500 at 3500cu.m/hr",,9,227362,"Bulk Carrier","East Asia (30.7 %)",20,300,,,,"China P.R.","Nantong COSCO KHI"
16267640,9722950,"Winning Hope",563152000,,"Singapore","Winning Intl","Winning Intl","Winning Intl","01-Aug-2016","23-Oct-2015","22-Nov-2013",,,,209545,50,18.4,,,,"VLS IFO",,"1 x Diesel - MAN B. & W. 6G70ME-C9.2 - 2-stroke 6-cyl. 700mm x3256mm bore/stroke 15,250mkW total at 66rpm",20734,,"Eco – Electronic Engine Modern","2 x BWTS - Ballast Water Treatment System - Sunrui BC-3500 at 3500cu.m/hr",,9,227362,"Bulk Carrier","East Asia (29.4 %)",20,300,,,,"China P.R.","Nantong COSCO KHI"
16361607,9859765,"Winning Vision",563097300,,"Singapore","Winning Intl","Winning Intl","Winning Intl","01-Nov-2019","17-Dec-2015","01-Feb-2018",,,,208951,50,18.43,,,,"VLS IFO",,"1 x Diesel - MAN B. & W. 6G70ME-C9.2 - 2-stroke 6-cyl. 700mm x3256mm bore/stroke 15,250mkW total at 66rpm",20734,,"Eco – Electronic Engine Modern","4 x BWTS - Ballast Water Treatment System - TechCross ECS-600 - Electro-Cleen™ at 600cu.m/hr, 4 x BWTS - Ballast Water Treatment System - TechCross ECS-1000 - Electro-Cleen™ at 1000cu.m/hr",,9,227360,"Bulk Carrier","West Coast Africa (31.7 %)",20,300,,,,"China P.R.","Nantong COSCO KHI"
