"Listing"

"WFR Listing"
"Created 16 February 2022 05:01"


"CVN","Age Scrapped","Fleet Type","Bale Capacity (cu m)","Sister Vessel Code","Owner Size","Post Panamax (Ind)","Post Panamax Old Locks (Ind)","SOx Scrubber 1 Retrofit Indicator","Demo Buyer","Stock Exchange","Panama NT","Suez NT","P and I Club
","Air Draft From Keel","Last Hull Survey Date","EST Number (Energy Saving Technologies)","EST Detail (Energy Saving Technologies)","Hull Survey Due Date","Consumption (tpd)","Deballast Cap (cu m/h)","CGT","LBP (m)","Gear (Ind)","Log fitted (Ind)","ConBulk","Pool Operator","Manager","Manager Country/Region","Operator Group","Operator Nationality/Region","Eco-Speed - Ballast (knots)","Eco-Speed - Laden (knots)","Main Consumption at Laden Speed (tpd)","Main Consumption at Ballast Speed (tpd)","Main Consumption at Eco-Speed Ballast (tpd)","Main Consumption at Eco-Speed Laden (tpd)","Australia Fitted Ind","Builder Country/Region","Operator Country/Region"
16296079,,"Bulkers",,,"Extra Large (100+)",,"Y",,,"Tokyo",,,"Britannia P&I",,"23-Aug-2020",2,"1 x Hull Fin - Oshima Shipbuilding Advanced Flipper Fin, 1 x Rudder Bulb - Oshima Shipbuilding","24-Sep-2025",,,23066.62,245,"N",,,,"Hachiuma Steamship","Japan","Nippon Yusen Kaisha","Japan",,,,,,,,"Japan","Japan"
16294291,,"Bulkers",74706,79205,"Medium (11-20)",,"Y",,,,,,"Steamship Mutual P&I",,"08-Dec-2021",,,"19-Jul-2026",28,,18428.76,196,"Y","N",,,"IMC Pan Asia","Singapore","IMC Pan Asia","Singapore",12,12,28,24.5,16,19,,"Japan","Singapore"
16294309,,"Bulkers",,79205,"Medium (11-20)",,"Y",,,,,,"Steamship Mutual P&I",,"22-Feb-2017",,,"21-Feb-2022",,,18502.32,196,"Y","N",,,"MSI Ship Mgmt","Singapore","IMC Pan Asia","Singapore",,,,,,,,"Japan","Singapore"
16294312,,"Bulkers",,79205,"Medium (11-20)",,"Y",,,,,,"Steamship Mutual P&I",,"26-May-2017",,,"25-May-2022",,,18508.01,196,"Y","N",,,"MSI Ship Mgmt","Singapore","IMC Pan Asia","Singapore",,,,,,,,"Japan","Singapore"
16294325,,"Bulkers",,79205,"Medium (11-20)",,"Y",,,,32875,36856,"Steamship Mutual P&I",,"13-Jul-2017",,,"13-Jul-2022",,,18533.34,196,"Y",,,,"MSI Ship Mgmt","Singapore",,,,,,,,,,"Japan"
16294738,,"Bulkers",74500,79214,"Medium (11-20)",,,,,,,,"UK P&I Club",,"11-Jan-2022",,,"06-Jan-2027",20,,16928.79,196.6,"Y","N",,,"Seamar Management","Greece","Pangaea Logistics","United States",11,11,20,17.1,11.2,13.3,,"Japan","United States"
16294741,,"Bulkers",74500,79214,"Medium (11-20)",,,,,,,,"UK P&I Club",,"06-Jan-2017",,,"06-Apr-2022",,,16928.79,196.09,"Y","N",,,"Seamar Management","Greece","Pangaea Logistics","United States",,,,,,,,"Japan","Denmark"
16295735,,"Bulkers",89462,,"Small (6-10) ",,,,,,,,"West of England P&I",,"15-Dec-2019",,,"16-Feb-2025",,,18891.25,220,"N",,,,"Tata NYK","Singapore","Tata NYK","Singapore",,,,,,,,"Japan","Singapore"
16295748,,"Bulkers",69579,,"Extra Large (100+)",,,,,"Tokyo",,,"Japan P&I",,"09-Mar-2020",,,"12-Mar-2025",,,16077.41,185.79,"Y","N",,,"Magsaysay MOL","Philippines",,,,,,,,,,"Japan"
16295751,,"Bulkers",94293,93353,"Large (21-50)",,,"Y",,"OMX Copenhagen",,,"North of England P&I",,"24-Apr-2020",,,"23-Apr-2025",,,19645.70,224.52,"N",,,,"Synergy Maritime","India","Norden A/S","Denmark",,,,,,,,"Japan","Denmark"
16295764,,"Bulkers",74957,,"Large (21-50)",,,,,"Taiwan",28178,31917,"Gard P&I",,"13-Jul-2020",,,"28-Sep-2025",,,16852.73,196,"Y","N",,,"Taiwan Navigation","Taiwan",,,,,,,,,,"Japan"
16295793,,"Bulkers",74811,79430,"Very Large (51-100)",,,,,,,,"UK P&I Club",,"23-Nov-2020",,,"17-Nov-2025",27,,16922.77,196,"Y","N",,,"Eastern Med","Greece","Eastern Med","Greece",12,12,27,22,16,19,,"Japan","Greece"
16295814,,"Bulkers",75096,79524,"Large (21-50)",,,,,"Taiwan",28178,31917,"Gard P&I",51.43,"08-Jul-2021",,,"17-Apr-2026",,,16852.73,196,"Y","N",,,"Taiwan Navigation","Taiwan","Taiwan Navigation","Taiwan",,,,,,,,"Japan","Taiwan"
16295827,,"Bulkers",74860,,"Large (21-50)",,,,,,,,"UK P&I Club",,"18-Aug-2021",,,"28-Oct-2026",,,16919.15,196,"Y","N",,,"Anglo-Eastern Singap","Singapore","CLdN Cobelfret","Belgium",,,,,,,,"Japan","Belgium"
16307621,,"Bulkers",63777,,"Very Small (1-5) ",,,,,,,,"UK P&I Club",,"20-Mar-2021",,,"16-Mar-2026",,,16203.26,185.79,"Y","N",,,"Interocean Shpmngt","Hong Kong","Interocean Shpg Co","Hong Kong",,,,,,,,"Japan","Hong Kong"
16307634,,"Bulkers",95508,,"Medium (11-20)",,,,,,,,"Japan P&I",,"10-May-2021",,,"29-May-2026",,,19668.98,224.5,"N",,,,"Blue Marine Mgmt","Philippines","K-Line","Japan",,,,,,,,"Japan","Singapore"
16307647,,"Bulkers",,,"Medium (11-20)",,"Y",,,,,,"Britannia P&I",,"28-Jul-2021",3,"1 x Hull Fin - Oshima Shipbuilding Advanced Flipper Fin, 1 x PBCF - Propeller Boss Cap Fin, 1 x Bow Enhancement - Oshima Shipbuilding SeaWorthy Bow","27-Sep-2026",,,21524.24,230,"N",,,,"Hachiuma Steamship","Japan","Nippon Yusen Kaisha","Japan",,,,,,,,"Japan","Japan"
16307663,,"Bulkers",,79570,"Large (21-50)",,"Y",,,,,,"UK P&I Club",,"08-Jul-2021",,,"31-Aug-2026",,,20526.80,223,"N",,,,"Foremost Group","United States","Foremost Maritime","United States",,,,,,,,"Japan","United States"
16307676,,"Bulkers",,79570,"Large (21-50)",,"Y",,,,,,"UK P&I Club",,"12-Jan-2017",,,"11-May-2022",,,20526.80,223,"N",,,,"Foremost Group","United States","Foremost Maritime","United States",,,,,,,,"Japan","United States"
16307689,,"Bulkers",,79570,"Large (21-50)",,"Y",,,,,,"UK P&I Club",,"17-Aug-2021",,,"06-Oct-2026",,,20526.80,223.28,"N",,,,"Foremost Group","United States","Foremost Maritime","United States",,,,,,,,"Japan","United States"
16307692,,"Bulkers",74857,,"Medium (11-20)",,,,,,,,"UK P&I Club",,"09-Oct-2021",,,"05-Sep-2026",27,,16923.07,196,"Y","N",,,"Island View Shpg.","Singapore","Grindrod","South Africa",13.5,13,27,27,22.5,22.5,,"Japan","Singapore"
16307700,,"Bulkers",,,"Large (21-50)",,,,,"Taiwan",,,"Britannia P&I",,"26-Jul-2021",,,"20-Oct-2026",,,17245.49,196,"Y","N",,,"Taiwan Navigation","Taiwan","Taiwan Navigation","Taiwan",,,,,,,,"Japan","Taiwan"
16308815,,"Bulkers",69435,,"Small (6-10) ",,,,,"Tokyo",,,"Japan P&I",,"13-May-2019",,,"12-May-2024",,,16064.32,185.79,"Y","N",,,"Tamai Steamship","Japan","Mitsui OSK Lines","Japan",,,,,,,,"Japan","Japan"
16305827,,"Bulkers",75096,79524,"Large (21-50)",,,,,"Taiwan",28178,31917,"Britannia P&I",51.43,"24-Sep-2021",,,"24-Aug-2026",,,17242.51,196,"Y","N",,,"Taiwan Navigation","Taiwan","Taiwan Navigation","Taiwan",,,,,,,,"Japan","Taiwan"
16299362,,"Bulkers",,,"Medium (11-20)",,"Y",,,"Tokyo",,,"Gard P&I",,"16-Dec-2020",3,"1 x Hull Fin - Oshima Shipbuilding Advanced Flipper Fin, 1 x PBCF - Propeller Boss Cap Fin, 1 x Bow Enhancement - Oshima Shipbuilding SeaWorthy Bow","12-Jan-2026",,,21525.02,230,"N",,,,"Hachiuma Steamship","Japan","Kyoei Tanker","Japan",,,,,,,,"Japan","Japan"
16302026,,"Bulkers",74811,79430,"Very Large (51-100)",,,,,,,,"UK P&I Club",,"22-Jun-2021",,,"09-Feb-2026",27,,16922.77,196,"Y","N",,,"Eastern Med","Greece","Eastern Med","Greece",,,27,22,,,,"Japan","Greece"
16302039,,"Bulkers",77600,,"Large (21-50)",,,"Y",,"OMX Copenhagen",,,"North of England P&I",,"05-Mar-2019",,,"04-Mar-2024",27.7,,16355.31,196,"Y","N",,,"Synergy Maritime","India",,,12.5,12,27.7,22.9,17.5,18.5,"Y","Japan"
16304291,,"Bulkers",46644,79488,"Large (21-50)",,,,,,,,"Gard P&I",,"11-Jan-2019",,,"10-Jan-2024",,,13163.62,175.6,"Y","Y",,,"New Century O'seas","Philippines",,,,,,,,,,"Japan"
16304309,,"Bulkers",46644,79488,"Large (21-50)",,,,,,,,"Gard P&I",,"18-Jan-2019",,,"17-Jan-2024",,,13163.62,175.6,"Y","Y",,,"New Century O'seas","Philippines",,,,,,,,,,"Japan"
16304312,,"Bulkers",46644,79488,"Large (21-50)",,,,,,,,"Gard P&I",,"12-Apr-2019",,,"11-Apr-2024",,,13163.62,175.6,"Y","Y",,,"MMS Bulkship","Singapore","Berge Bulk","Bermuda",,,,,,,,"Japan","Bermuda"
16304325,,"Bulkers",46644,79488,"Large (21-50)",,,,,,,,"Gard P&I",,"19-Nov-2019",,,"18-Nov-2024",,,13156.89,175.6,"Y","Y",,,"Union Marine Mgmt","Singapore",,,,,,,,,,"Japan"
16304338,,"Bulkers",46644,79488,"Large (21-50)",,,,,,,,"Gard P&I",,"27-Mar-2020",,,"26-Mar-2025",,,13156.89,175.6,"Y","Y",,,,,,,,,,,,,,"Japan"
16304341,,"Bulkers",46644,79488,"Large (21-50)",,,,,,,,"Gard P&I",,"23-Sep-2020",,,"22-Sep-2025",,,13163.62,175.6,"Y",,,,,,,,,,,,,,,"Japan"
16313806,,"Bulkers",,79701,"Very Small (1-5) ",,,,,,,,"UK P&I Club",40.97,"16-Jan-2018",,,"15-Jan-2023",,,13172.82,175.6,"Y","N",,,"Interocean Shpg Co","Hong Kong","Interocean Shpg Co","Hong Kong",,,,,,,,"Japan","Hong Kong"
16313819,,"Bulkers",,79701,"Very Small (1-5) ",,,,,,,,"UK P&I Club",40.97,"21-Sep-2018",,,"20-Sep-2023",,,13175.30,175.6,"Y","N",,,"Interocean Shpg Co","Hong Kong","Interocean Shpg Co","Hong Kong",,,,,,,,"Japan","Hong Kong"
16313822,,"Bulkers",46436,,"Large (21-50)",,,,,,,,"Steamship Mutual P&I",,"31-Mar-2017",,,"30-Mar-2022",,,13069.24,175.6,"Y","N",,,"Ocean Longevity","Hong Kong","Ocean Longevity","Hong Kong",,,,,,,,"Japan","Hong Kong"
16314003,,"Bulkers",63776,,"Large (21-50)",,,,,,,,"Japan P&I",,"06-Sep-2021",,,"15-Sep-2026",28,,16191.17,185.8,"Y","N",,,"Shunzan Kaiun","Japan",,,13,12.5,28,28,19,19,,"Japan"
16319374,,"Bulkers",,79842,"Large (21-50)",,"Y",,,,,,"UK P&I Club",,"22-Mar-2017",,,"21-Mar-2022",,,20526.80,223,"N",,,,"Foremost Group","United States","Foremost Maritime","United States",,,,,,,,"Japan","United States"
16319387,,"Bulkers",63776,,"Medium (11-20)",,,,,,,,"North of England P&I",,"28-Apr-2017",,,"27-Apr-2022",,,16190.86,185.79,"Y","N",,,"Hongfeng Shipmngt","China P.R.","Kobe Shipping","Japan",,,,,,,,"Japan","Japan"
16319390,,"Bulkers",72456,,"Medium (11-20)",,,,,,28324,32232,"West of England P&I",,"25-Apr-2017",,,"24-Apr-2022",,,16906.48,196,"Y","N",,,"M/Maritime","Greece","M/Maritime","Greece",,,,,,,,"Japan","Greece"
16319408,,"Bulkers",95471,79843,"Medium (11-20)",,,,,,,,"Skuld",,"26-Jun-2017",,,"25-Jun-2022",,,19659.67,224.5,"N",,,,"An Shun Marine Serv","China P.R.","Beibu Gulf Intl Port","China P.R.",,,,,,,,"Japan","Hong Kong"
16319411,,"Bulkers",95471,79843,"Medium (11-20)",,,,,,,,"Skuld",,"06-Jul-2017",,,"05-Jul-2022",,,19659.67,224.5,"N",,,,"An Shun Internt","Hong Kong","Beibu Gulf Intl Port","China P.R.",,,,,,,,"Japan","Hong Kong"
16319424,,"Bulkers",74917,79844,"Large (21-50)",,,,,"Italiana",28211,31911,"Standard Club P&I",,"29-Nov-2017",,,"29-Nov-2022",,,16864.82,196,"Y","N",,,"D'Amico Soc di Nav","Italy","D'Amico Soc di Nav","Italy",,,,,,,,"Japan","Italy"
16319437,,"Bulkers",74917,79844,"Large (21-50)",,,,,"Italiana",28211,31911,"Standard Club P&I",,"14-Dec-2017",,,"14-Dec-2022",,,16864.82,196,"Y","N",,,"Ishima","Singapore","D'Amico Soc di Nav","Italy",,,,,,,,"Japan","Italy"
16319440,,"Bulkers",99996,79845,"Large (21-50)",,"Y",,,"Taiwan",38816,45302,"Gard P&I",,"10-Jul-2017",,,"10-Jul-2022",29.5,,20545.45,223,"N",,,,"Taiwan Navigation","Taiwan","Taiwan Navigation","Taiwan",,,29.5,29.5,,,,"Japan","Taiwan"
16319453,,"Bulkers",99996,79845,"Large (21-50)",,"Y",,,"Taiwan",,,"Gard P&I",,"12-Oct-2017",,,"11-Oct-2022",29.5,,20540.92,223,"N",,,,"Taiwan Navigation","Taiwan","Taiwan Navigation","Taiwan",12.7,11.5,29.5,29.5,20,20,,"Japan","Taiwan"
16319479,,"Bulkers",105045,,"Large (21-50)",,"Y",,,,,,"UK P&I Club",,"23-Jun-2017",,,"22-Jun-2022",,,21197.72,230,"N",,,,"CLdN Cobelfret","Belgium","CLdN Cobelfret","Belgium",,,,,,,,"Japan","Belgium"
16319482,,"Bulkers",,,"Large (21-50)",,"Y",,,,,,"UK P&I Club",,"22-Sep-2017",,,"21-Sep-2022",,,20526.80,223,"N",,,,"Foremost Group","United States","Foremost Maritime","United States",,,,,,,,"Japan","United States"
16319495,,"Bulkers",95390,,"Medium (11-20)",,,,,,,,"The Swedish Club P&I",,"13-Dec-2017",,,"13-Dec-2022",,,19641.31,224.5,"N",,,,"Seacon Ships","China P.R.","Fortune Ocean Shpg","China P.R.",,,,,,,,"Japan","China P.R."
16319503,,"Bulkers",,,"Large (21-50)",,"Y",,,,,,"UK P&I Club",,"30-Mar-2018",,,"29-Mar-2023",,,20526.80,223,"N",,,,"Foremost Group","United States","Foremost Maritime","United States",,,,,,,,"Japan","United States"
16315284,,"Bulkers",95469,,"Large (21-50)",,,,,,,,"Britannia P&I",,"11-Nov-2021",,,"31-Oct-2026",29.5,,19690.06,224.5,"N",,,,"Wah Kwong Shipmgt","Hong Kong","Wah Kwong Shpg","Hong Kong",12,11,29.5,25.5,19.5,19.5,,"Japan","Hong Kong"
16315297,,"Bulkers",95469,,"Very Small (1-5) ",,,,,,,,"Japan P&I",,"01-Mar-2017",,,"28-Feb-2022",,,19628.15,224.5,"N",,,,"Langton Shipmngt","Hong Kong",,,,,,,,,,"Japan"
16315318,,"Bulkers",,,"Large (21-50)",,"Y",,,,,,"Skuld",,"13-Jan-2017",,,"13-Apr-2022",,,20840.24,223,"N",,,,"Anglo-Eastern Singap","Singapore","CLdN Cobelfret","Belgium",,,,,,,,"Japan","Belgium"
16315321,,"Bulkers",,,"Large (21-50)",,"Y","Y",,,,,"Japan P&I",,"14-Apr-2017",,,"13-Apr-2022",,,23049.79,245,"N",,,,"Misuga Kaiun Co Ltd","Japan","Misuga Kaiun Co Ltd","Japan",,,,,,,,"Japan","Japan"
16326280,,"Bulkers",95469,80006,"Large (21-50)",,,,,,36246,42430,"Standard Club P&I",50.51,"29-Jan-2019",,,"29-Jan-2024",19.5,,19693.62,224.5,"N",,,,"PACC Ship Managers","Singapore","Pacific Carriers","Singapore",12.5,11.5,27,27,19.5,19.5,"Y","Japan","Singapore"
16326293,,"Bulkers",75758,,"Very Small (1-5) ",,,,,,29159,33324,"Skuld",,"23-May-2019",,,"22-Nov-2022",26,,17213.31,196,"Y","N",,,"Mercantile Shipping","Bangladesh","Livanos N.G.","Greece",,,,,,,,"Japan","Greece"
16326301,,"Bulkers",99996,,"Large (21-50)",,"Y",,,,38913,45386,"Standard Club P&I",,"04-Apr-2019",,,"04-Apr-2024",,,20576.86,223,"N",,,,"PSM Perkapalan","Malaysia","Pacific Carriers","Singapore",,,,,,,,"Japan","Singapore"
16326314,,"Bulkers",100319,80578,"Small (6-10) ",,"Y",,,,,,"Britannia P&I",,"16-Mar-2018",,,"15-Mar-2023",17.6,,20484.67,223,"N",,,,"Ta Ho Maritime","Taiwan","Taiwan Cement Co.","Taiwan",12.65,11.9,26.2,27.3,18.3,17.6,,"Japan","Taiwan"
16326327,,"Bulkers",,80009,"Large (21-50)",,,"N",,,,,"Japan P&I",,"10-Jan-2019",,,"10-Jan-2024",,,16266.10,185.79,"Y","N",,,"Rainbow Maritime Co.","Japan",,,,,,,,,,"Japan"
16326330,,"Bulkers",,,"Medium (11-20)",,,,,,,,"Skuld",,"14-Jun-2018",,,"14-Jun-2023",26,,17213.31,196,"Y","N",,,"Mercantile Shipping","Bangladesh","Meghna Group","Bangladesh",11.5,11,26,26,14,14.5,,"Japan","Bangladesh"
16326343,,"Bulkers",100319,80578,"Small (6-10) ",,"Y",,,,,,"Britannia P&I",,"27-Jul-2018",,,"26-Jul-2023",,,20484.67,223,"N",,,,"Ta Ho Maritime","Taiwan","Taiwan Cement Co.","Taiwan",,,,,,,,"Japan","Taiwan"
16326356,,"Bulkers",77319,80007,"Large (21-50)",,,"N",,,,,"Gard P&I",,"19-Jun-2020",,,"18-Jun-2025",,,17124.29,197,"N",,,,"Hsin Chien Marine","Taiwan","New Spirit Line","Taiwan",,,,,,,,"Japan","Taiwan"
16326369,,"Bulkers",95469,,"Large (21-50)",,,,,,36246,42431,"Standard Club P&I",,"25-Oct-2018",,,"25-Oct-2023",,,19693.62,224.5,"N",,,,"PACC Ship Managers","Singapore","Pacific Carriers","Singapore",,,,,,,,"Japan","Singapore"
16326372,,"Bulkers",,80009,"Large (21-50)",,,"N",,,,,"Japan P&I",,"07-Mar-2019",,,"06-Mar-2024",,,16264.87,185.79,"Y","N",,,"Rainbow Maritime Co.","Japan",,,,,,,,,,"Japan"
16326385,,"Bulkers",75758,,"Medium (11-20)",,,,,,29159,33324,"Skuld",,"20-Mar-2019",,,"20-Mar-2024",29.5,,17213.31,196,"Y","N",,,"Mercantile Shipping","Bangladesh","Meghna Group","Bangladesh",11.5,11,29.5,26,14,14.5,,"Japan","Bangladesh"
16325517,,"Bulkers",,,"Extra Large (100+)",,,,,"Tokyo",,,"Japan P&I",,"13-Apr-2018",,,"12-Apr-2023",,,16080.83,185.79,"Y","N",,,"Far-East Transport","Japan","K-Line","Japan",,,,,,,,"Japan","Japan"
16325520,,"Bulkers",94583,79988,"Large (21-50)",,,,,"Taiwan",,,"Gard P&I",,"21-Jul-2017",,,"20-Jul-2022",,,19691.70,224.5,"N",,,,"Taiwan Navigation","Taiwan","Taiwan Navigation","Taiwan",,,,,,,,"Japan","Taiwan"
16325533,,"Bulkers",94583,79988,"Large (21-50)",,,,,"Taiwan",,,"Gard P&I",,"12-Oct-2017",,,"11-Oct-2022",29,,19679.39,224.5,"N",,,,"Taiwan Navigation","Taiwan","Taiwan Navigation","Taiwan",12.7,11.5,29,29,20,20,,"Japan","Taiwan"
16325546,,"Bulkers",63776,,"Very Small (1-5) ",,,,,,,,"Japan P&I",,"23-Oct-2017",,,"22-Oct-2022",,,16198.30,185.79,"Y","N",,,"Marujyu Marine","Japan","Marujyu Marine","Japan",,,,,,,,"Japan","Japan"
16325562,,"Bulkers",63829,,"Large (21-50)",,,,,,,,"Gard P&I",,"15-Sep-2017",,,"14-Sep-2022",,,16206.67,185.79,"Y","N",,,"Hsin Chien Marine","Taiwan","New Spirit Line","Taiwan",,,,,,,,"Japan","Taiwan"
16325575,,"Bulkers",63764,79989,"Medium (11-20)",,,,,,,,"Japan P&I",,"01-Nov-2017",,,"31-Oct-2022",,,16213.48,185.79,"Y","N",,,"Sato Steamship","Japan","Sato Steamship","Japan",,,,,,,,"Japan","Japan"
16325588,,"Bulkers",63764,79989,"Small (6-10) ",,,,,,,,"Britannia P&I",,"20-Mar-2018",,,"19-Mar-2023",,,16215.34,185.79,"Y","N",,,"P&F Marine","South Korea","P&F Marine","South Korea",,,,,,,,"Japan","South Korea"
16325591,,"Bulkers",74860,,"Large (21-50)",,,,,,,,"UK P&I Club",,"23-Jun-2017",,,"23-Jun-2022",,,16919.15,196,"Y","N",,,"Synergy Maritime","India","CLdN Cobelfret","Belgium",,,,,,,,"Japan","Belgium"
16325609,,"Bulkers",77106,,"Medium (11-20)",,,,,"Hong Kong",,,"The Swedish Club P&I",,"28-Sep-2017",,,"27-Sep-2022",,,17250.26,196,"Y","N",,,"COSCO Wallem","China P.R.",,,,,,,,,,"Japan"
16325612,,"Bulkers",,,"Medium (11-20)",,"Y",,,"Tokyo",,,"Japan P&I",,"07-Mar-2018",,,"06-Mar-2023",,,21875.28,230,"N",,,,"Kyoei Tanker","Japan","Kyoei Tanker","Japan",,,,,,,,"Japan","Japan"
16321885,,"Bulkers",,,"Extra Large (100+)",,,,,"Tokyo",,,"Skuld",,"25-Jul-2018",,,"24-Jul-2023",,,19590.56,205.34,"Y","N",,,"Fiber Marine","Turkey","Nippon Yusen Kaisha","Japan",,,,,,,,"Japan","Japan"
16322679,,"Bulkers",95353,79923,"Large (21-50)",,,,,"Taiwan",,,"Steamship Mutual P&I",,"01-Nov-2018",,,"01-Nov-2023",,,19736.82,224.9,"N",,,,"U-Ming Marine","Taiwan",,,,,,,,,,"Japan"
16322682,,"Bulkers",95353,79923,"Large (21-50)",,,"N",,"Taiwan",36650,42224,"Steamship Mutual P&I",,"04-Jun-2019",,,"04-Jun-2024",,,19736.82,224.9,"N",,,,"U-Ming Marine","Taiwan","Far Eastern Group","Taiwan",,,,,,,,"Japan","Taiwan"
16323034,,"Bulkers",,79932,"Very Large (51-100)",,,,,,,,"West of England P&I",,"05-Apr-2018",3,"1 x Hull Fin - Oshima Shipbuilding Advanced Flipper Fin, 1 x Rudder Fin - Oshima Shipbuilding, 1 x Bow Enhancement - Oshima Shipbuilding SeaWorthy Bow","05-Apr-2023",,,12472.25,195.5,"Y","N",,,"Anglo-Eastern HK","Hong Kong","Fednav","Canada",,,,,,,,"Japan","Canada"
16323047,,"Bulkers",,79932,"Very Large (51-100)",,,,,,,,"West of England P&I",,"30-May-2018",,,"30-May-2023",,,12472.25,195.5,"Y","N",,,"Anglo-Eastern HK","Hong Kong",,,,,,,,,,"Japan"
16323050,,"Bulkers",,79932,"Very Large (51-100)",,,,,,,,"Steamship Mutual P&I",,"13-Jul-2018",,,"13-Jul-2023",,,12472.25,195.5,"Y","N",,,"Anglo-Eastern HK","Hong Kong","Fednav","Canada",,,,,,,,"Japan","Canada"
16323063,,"Bulkers",,79932,"Very Large (51-100)",,,,,,,,"Steamship Mutual P&I",,"23-Aug-2018",,,"23-Aug-2023",,,12472.25,195.5,"Y","N",,,"Anglo-Eastern HK","Hong Kong","Fednav","Canada",,,,,,,,"Japan","Canada"
16260025,,"Bulkers",69510,93477,"Extra Large (100+)",,,"Y",,"Hong Kong",,,"North of England P&I",,"03-Jun-2020",,,"24-Jun-2025",,,16170.38,185.96,"Y","Y",,,"Pacific Basin Shpg","Hong Kong","Pacific Basin Shpg","Hong Kong",,,,,,,,"Japan","Hong Kong"
16253148,,"Bulkers",64064,77059,"Very Large (51-100)",,"N",,,,,,"Japan P&I",,"25-Apr-2019",,,"26-May-2024",,,16196.13,185.79,"Y","N",,,"Seaquest Oriental","Singapore","Gearbulk","Norway",,,,,,,,"Japan","Norway"
16253151,,"Bulkers",95390,,"Small (6-10) ",,,"Y",,,,,"North of England P&I",,"24-Jul-2019",,,"24-Jun-2024",,,19464.01,221.5,"N",,,,"A.O. Schifffahrt","Germany","A.O. Schifffahrt","Germany",,,,,,,,"Japan","Germany"
16253164,,"Bulkers",69924,,"Large (21-50)",,,,,,,,"Japan P&I",,"04-Aug-2019",,,"27-Aug-2024",,,16084.57,185.79,"Y","N",,,"Shunzan Kaiun","Japan",,,,,,,,,,"Japan"
16253177,,"Bulkers",74330,,"Extra Large (100+)",,,,,"Tokyo",,,"Japan P&I",,"06-Jul-2019",,,"07-Aug-2024",,,17349.84,205.3,"Y","N",,,"Nippon Yusen Kaisha","Japan","Govt. of Mexico","Mexico",,,,,,,,"Japan","United States"
16253180,,"Bulkers",46436,78596,"Large (21-50)",,,,,,,,"Steamship Mutual P&I",,"09-Oct-2019",,,"02-Sep-2024",,,13057.85,175.6,"Y","N",,,"Ocean Longevity","Hong Kong","Ocean Longevity","Hong Kong",,,,,,,,"Japan","Hong Kong"
16253193,,"Bulkers",46436,78596,"Small (6-10) ",,,,,,,,"Japan P&I",,"15-Nov-2019",,,"05-Jan-2025",,,13090.21,175.6,"Y","N",,,"Unison Marine Corp","Taiwan","Unison Marine Corp","Taiwan",,,,,,,,"Japan","Taiwan"
16253201,,"Bulkers",46436,78596,"Medium (11-20)",,,,,,,,"Gard P&I",,"06-Mar-2020",,,"02-Apr-2025",,,13057.85,175.6,"Y","N",,,"Anglo-Eastern UK","United Kingdom","DAO Shipping","United Kingdom",,,,,,,,"Japan","United Kingdom"
16253214,,"Bulkers",46436,78596,"Medium (11-20)",,,,,,,,"Gard P&I",,"29-Jun-2020",,,"20-Aug-2025",22.2,,13057.85,175.6,"Y","N",,,"DAO Shipping","United Kingdom","DAO Shipping","United Kingdom",13.5,11.1,22.2,22.2,11.8,11.8,,"Japan","United Kingdom"
16253227,,"Bulkers",64064,,"Small (6-10) ",,,,,,,,"Japan P&I",,"27-Aug-2019",,,"13-Nov-2024",,,16196.13,185.79,"Y","N",,,"Chugoku Sogyo Co.","Japan","Mitsui OSK Lines","Japan",,,,,,,,"Japan","Japan"
16253230,,"Bulkers",73063,78597,"Large (21-50)",,,,,,,,"Skuld",,"29-Aug-2019",3,"1 x Hull Fin - Oshima Shipbuilding WA-Fin™, 1 x Stator Fin - Pre Swirl - Oshima Shipbuilding, 1 x Bow Enhancement - Oshima Shipbuilding SeaWorthy Bow","10-Sep-2024",,,17755.39,196,"Y","N",,,"Gearbulk","Norway",,,,,,,,,,"Japan"
16253243,,"Bulkers",73063,78597,"Large (21-50)",,,,,,,,"Skuld",,"25-Aug-2020",3,"1 x Stator Fin - Pre Swirl - Oshima Shipbuilding, 1 x Hull Fin - Oshima Shipbuilding WA-Fin™, 1 x Bow Enhancement - Oshima Shipbuilding SeaWorthy Bow","08-Jan-2025",,,17785.78,196,"Y","N",,,"Gearbulk Norway","Norway","Gearbulk","Norway",,,,,,,,"Japan","Norway"
16253256,,"Bulkers",94293,93353,"Large (21-50)",,"N","Y",,"OMX Copenhagen",,,"North of England P&I",,"21-Jan-2020",1,"1 x Hull Fin - Oshima Shipbuilding WA-Fin™","20-Jan-2025",,,19645.70,224.5,"N",,,,"Synergy Maritime","India",,,,,,,,,,"Japan"
16253269,,"Bulkers",64064,,"Large (21-50)",,,,,,,,"Gard P&I",,"30-May-2021",,,"07-Jun-2026",,,16215.34,185.79,"Y","N",,,"Hsin Chien Marine","Taiwan","New Spirit Line","Taiwan",,,,,,,,"Japan","Taiwan"
