"Listing"

"WFR Listing"
"Created 16 February 2022 17:55"


"CVN","IMO Number","MMSI (Maritime Mobile Service Identity)","Type at Sale","Name at Sale","Dwt","Built","Builder","En. Bloc.","En. Bloc. No.","Sale Date","Currency","Price (Sale)","Buyers","Buyer Country/Region","Sellers","Seller Country/Region","Old Type","Demo Location","Year Rebuilt Convert","LDT","Demo $/LDT","Contract Date","Demo Date","Price (NB)","Currency (NB)","Gear (Ind)","Holds Total No","Hatches Total No","Strengthened for Ore","Grain Capacity (cu m)","Great Lakes Fitted","Great Lakes Only","Demo Buyer","Sale Teu Total Cap","Capacity (cu m)","Sale Dwt Tonnes","Sale Gt","Vessel Age At Sale"
16233766,9652571,636019827,"Bulk","Trustn Trader I*",82293,2015,"Oshima Shipbuilding",,5922.01,"09-Oct-2019","USD",75,"Clients of CDB Leasing","China P.R.","Nisshin Kaiun","Japan",,,,,,"01-Nov-2011",,,,"N",7,7,,98376,,,,,,82293,43692,4
15899181,9338553,574004550,"Bulk","Global Endeavor",32139,2008,"Hakodate Dock",,,"08-Oct-2019","USD",8,"Vietnamese interests","Vietnam","Nippon Yusen Kaisha","Japan",,,,7411,,"18-Nov-2004",,,,"Y",5,5,"N",42620,,,,,,32139,19822,11
16148293,9491587,538008712,"Bulk","Lowlands Scheldt",33178,2011,"Kanda Zosensho",,,"07-Oct-2019","USD",10.5,"Undisclosed interests","Greece","Santoku Shipping","Japan",,,,,,"01-Feb-2008",,,,"Y",5,5,,42630,,,,,,33178,21483,8
15871853,9336828,636019703,"Bulk","Beleast",50223,2006,"PT PAL Indonesia",,,"07-Oct-2019",,,"Clients of Marti Shipping & Ship Mngt.","Turkey","Belships","Norway",,,,10632,,"22-Oct-2004",,,,"Y",5,5,,60162,,"N",,,,50223,30570,13
16171794,9544401,352497000,"Bulk","KM Imabari",76619,2009,"Imabari SB Marugame",,,"04-Oct-2019",,,"Clients of Golden Union","Greece","Shoei Kisen Kaisha","Japan",,,,,,"01-Jun-2006",,,,"N",7,7,,90740,,"N",,,,76619,39737,10
12695179,9216688,525113020,"Bulk","Tai Health",51008,2001,"Oshima Shipbuilding",,,"04-Oct-2019","USD",6.5,"Undisclosed interests","Indonesia","Taiwan Navigation","Taiwan",,,,7954,,"13-May-1999",,18,"$m","Y",5,5,,65414,,"N",,,,51008,28615,18
16192917,9599133,232025072,"Bulk","Jo Jin Maru",98697,2012,"Tsuneishi Zhoushan",,,"04-Oct-2019","USD",19,"Clients of Anglo International","United Kingdom","Kambara Kisen KK","Japan",,,,,,"10-Jun-2010",,,,"N",7,7,,113237,,,,,,98697,51905,7
16087170,9385221,538008685,"Bulk","Annelisa",18673,2008,"Yamanishi Zosen",,,"02-Oct-2019","USD",8,"Turkish interests","Turkey","Hellas Marine Serv.","Greece",,,,,,"01-Jun-2006",,,,"Y",4,4,,23161,"N",,,,,18673,11767,11
16185498,9589097,215538000,"Bulk","Seas 5*",37205,2012,"Zhejiang Ouhua SB",,5921.01,"01-Oct-2019","USD",22,"Dutch interests","Netherlands","Woodstreet Inc","United Kingdom",,,,,,"26-Apr-2010",,23,"$m","Y",5,5,,48902,,"N",,,,37205,24196,7
16185506,9590618,215536000,"Bulk","Seas 11*",37202,2013,"Zhejiang Ouhua SB","#",5921.02,"01-Oct-2019",,,"Dutch interests","Netherlands","Woodstreet Inc","United Kingdom",,,,,,"14-May-2010",,,,"Y",5,5,,48902,,"N",,,,37202,24196,6
16100112,9464546,352043000,"Bulk","IDship Bulker",28361,2008,"Imabari SB Marugame",,,"01-Oct-2019","USD",7.8,"Undisclosed interests","China P.R.","ID Shipping","Denmark",,,,,,"01-Jun-2007",,,,"Y",5,5,,37319,,"N",,,,28361,17018,11
59553139,9553139,370471000,"Bulk","Seacliff",28343,2009,"Imabari SB Marugame",,,"01-Oct-2019","USD",7,"Undisclosed interests","Unknown","Shoei Kisen Kaisha","Japan",,,,,,"01-Jan-2008",,,,"Y",5,5,,37321,,"N",,,,28343,17018,9
16146228,9519200,564896000,"Bulk","Nord Tokyo",28343,2009,"Imabari SB Marugame",,,"01-Oct-2019","USD",7.75,"Clients of Sea Star Ships","China P.R.","Konlink Shipping Pte","Singapore",,,,,,"01-Dec-2007",,,,"Y",5,5,,37301,,"N",,,,28343,17023,10
16137718,9490492,232025145,"Bulk","Da Sheng",114727,2011,"New Century SB",,,"01-Oct-2019",,,"Clients of Anglo International","United Kingdom","Century Bulk","Greece",,,,20157,,"16-May-2008",,62.5,"$m","N",7,7,,134021,,"N",,,,114671,63250,8
15562861,9298258,209753000,"Bulk","Dolce",76525,2007,"Imabari SB Marugame",,,"30-Sep-2019","USD",11,"Clients of SwissMarine Inc.","Greece","Fukunaga Kaiun","Japan",,,,,,"14-Aug-2003",,,,"N",7,7,,90644,"N","N",,,,76525,39735,12
15909273,9339777,,"Bulk","Ribbon",53206,2005,"Imabari SB (Imabari)",,,"30-Sep-2019","USD",9,"Vietnamese Interests","Vietnam","Pavimar SA","Greece",,,,,,"01-Dec-2003",,,,"Y",5,5,,68826,"N","N",,,,53206,30018,14
12674053,9191527,372685000,"Bulk","Aqua Diamond",42584,2001,"Brodosplit",,,"30-Sep-2019",,,"Chinese interests","China P.R.","Kaalbye Shpg Co","Ukraine",,,,8400,,"12-Mar-1998",,22.5,"$m","Y",5,5,,51125,,,,,,42584,24533,17
12581821,9149653,636017807,"Bulk","East Bay",29517,1997,"Dalian Shipyard",,,"30-Sep-2019","USD",4,"Clients of Deval Shpg Group","Turkey","Eastmark Associates","United States",,"Bangladesh",,8005,,"14-Nov-1995","15-Sep-2020",,,"Y",5,5,"N",36311,,"N","Private terms",1130,,29517,19354,22
15317177,9244817,563124700,"Bulk","Chance",75926,2004,"Tsuneishi Zosen",,,"27-Sep-2019","USD",9.6,"Undisclosed interests","Unknown","Transmed Shipping","Greece",,,,,,"20-Sep-2002",,,,"N",7,7,,91311,"N","N",,,,75926,40030,14
12711367,9262637,636019605,"Bulk","Star Cosmo",52092,2005,"Sinopacific Dayang",,,"27-Sep-2019",,,"Undisclosed interests","Unknown","Star Bulk Carriers","Greece",,,,10086,,"20-Aug-1999",,17.8,"$m","Y",5,5,,65751,,,,,,52092,30169,14
12737017,9257084,636017303,"Bulk","Odisseus",51187,2003,"New Century SB",,,"27-Sep-2019","USD",5,"Chinese interests","China P.R.","Geus Ship","Ukraine",,,,,,"01-Jul-2001",,,,"Y",5,5,,62328,,"N",,,,51187,30928,16
59565807,9565807,413964000,"Bulk","He De",32993,2009,"Zhejiang Tenglong",,,"26-Sep-2019","RMB",64.55,"Clients of Tangshan Dongfang","China P.R.","Qingdao Marine","China P.R.",,,,,,"08-Nov-2006",,,,"Y",5,5,,40768,,,,,,32993,19987,9
12758425,9260304,352980821,"Bulk","Ocean Exporter",28461,2002,"Imabari SB (Imabari)",,,"26-Sep-2019","USD",4.95,"Chinese interests","China P.R.","Pacific Basin Shpg","Hong Kong",,,,,,"29-Aug-2000",,,,"Y",5,5,"N",37523,"N","N",,,,28461,16978,17
12714997,9221592,636019579,"Bulk","Little Prince",74133,2001,"Namura Shipbuilding",,,"25-Sep-2019","USD",6,"Clients of Bright Navigation","Greece","Alcyon Shpg.","Greece",,,,,,"16-Sep-1999",,,,"N",7,7,"N",89246,"N","N",,,,74133,39035,18
14988567,9262936,636019585,"Bulk","Boreal",74181,2002,"Namura Shipbuilding",,,"25-Sep-2019","USD",7,"Clients of Bright Navigation","Greece","Orion Reederei","Germany",,,,,,"01-Feb-2001",,,,"N",7,7,,89246,"N","N",,,,74181,38938,17
12754269,9233624,371043000,"Bulk","Baru Satu",16190,2001,"Shin Kochi Jyuko",,,"24-Sep-2019","USD",4.6,"Undisclosed interests","Turkey","Baru Kaha Inc","Greece",,,,,,"01-Mar-2000",,,,"Y",4,4,,20332,,"N",,,,16190,9978,18
16254824,9723992,636019543,"Bulk","SBI Cougar*",63592,2015,"Chengxi Shipyard",,5916.01,"24-Sep-2019","USD",37.9,"Clients of CDB Leasing","China P.R.","Scorpio Bulkers","Italy",,,,,,"01-Aug-2013",,,,"Y",5,5,,78771,,,,,,63592,36449,4
16254237,9700043,636019542,"Bulk","SBI Puma*",63542,2014,"Chengxi Shipyard","#",5916.02,"24-Sep-2019",,,"Clients of CDB Leasing","China P.R.","Scorpio Bulkers","Italy",,,,,,"14-Jun-2013",,,,"Y",5,5,,78771,,,,,,63542,36449,4
12548345,9117375,518100795,"Bulk","Gazi",23829,1995,"Naikai Zosen Setoda",,,"20-Sep-2019","USD",2.7,"Taiwanese interests","Taiwan","Chekka Shipping SA","Greece",,,,,,"09-Dec-1994",,,,"Y",4,4,,30621,,,,,,23829,15164,24
16223288,9614969,477401700,"Bulk","Navios Oriana",61442,2012,"Iwagi Zosen",,,"18-Sep-2019","USD",17.5,"Clients of Pacific Basin","Hong Kong","Meiho Kaiun","Japan",,,,,,"01-Dec-2010",,,,"Y",5,5,,77674,,"N",,,,61442,34795,7
16227657,9583017,477528100,"Bulk","King Island",57631,2015,"Tsuneishi Zosen",,,"18-Sep-2019","USD",20.5,"Clients of Pacific Basin","Hong Kong","Toshin Kisen","Japan",,,,,,"01-Jun-2008",,,,"Y",5,5,,72087,,,,,,57631,32540,4
16266951,9712474,477401600,"Bulk","Saldanha Bay",35947,2015,"Shikoku Dock.",,,"18-Sep-2019","USD",18.63,"Clients of Pacific Basin","Hong Kong","Nissen Kaiun","Japan",,,,,,"01-Sep-2013",,,,"Y",5,5,,47217.63,,"N",,,,35947,21801,4
16286883,9736406,477521600,"Bulk","Seal Island",35947,2015,"Shikoku Dock.",,,"18-Sep-2019","USD",17.2,"Clients of Pacific Basin","Hong Kong","Nissen Kaiun","Japan",,,,,,"01-Jan-2014",,,,"Y",5,5,,47218,,,,,,35947,21801,3
16124950,9481946,247289600,"Bulk","Miss Simona",34602,2010,"SPP Tongyoung SY",,,"17-Sep-2019","USD",8.7,"Italian interests","Italy","Perseveranza di Nav","Italy",,,,,,"01-Dec-2007",,,,"Y",5,5,,48765,,,,,,34602,22988,9
12660535,9188623,354825000,"Bulk","Nemo",49361,1999,"I.H.I. (Tokyo)",,,"17-Sep-2019","USD",5.25,"Chinese interests","China P.R.","Nomikos Transworld","Greece",,,,,,"01-Oct-1997",,,,"Y",5,5,,61553,,"N",,,,49361,28073,20
16097337,9586710,215537000,"Bulk","SAM Falcon",34268,2011,"Zhejiang Jingang",,,"17-Sep-2019","USD",8.75,"Dutch interests","Netherlands","SAM SA","Switzerland",,,,,,"13-Jul-2007",,29,"$m","Y",5,5,,44075,,,,,,34268,22137,8
16099010,9462445,372359000,"Bulk","Iyo Wind",53554,2008,"Iwagi Zosen",,,"17-Sep-2019","USD",10.45,"Clients of Thalkat Shipping","Greece","Biko Kisen","Japan",,,,,,"01-Jan-2005",,,,"Y",5,5,,68927,,"N",,,,53554,29978,11
16183399,9558177,636019567,"Bulk","Frontier Voyager",180737,2012,"Tsuneishi Cebu",,,"16-Sep-2019","USD",24,"European interests","United Kingdom","Fukujin Shipping","Japan",,,,,,"01-Sep-2006",,,,"N",9,9,,200998,,,,,,180737,92379,7
12670763,9187954,373438000,"Bulk","Elena K",28378,2000,"Naikai Zosen Setoda",,,"13-Sep-2019","USD",4,"Undisclosed interests","Vietnam","Mariners Shpg Agen","Greece",,,,,,"20-Feb-1998",,2.3,"JPYbn","Y",5,5,,38320,,"N",,,,28599,17852,19
16255713,9747883,636019569,"Bulk","Celigny*",180981,2016,"Imabari SB Hiroshima",,5910.01,"12-Sep-2019","USD",42.5,"Clients of Global Mtime Invst","United States","SwissMarine Services","Switzerland",,,,,,"28-Aug-2013",,,,"N",9,9,,201243,,"N",,,,180981,92992,3
16294141,9747869,636019568,"Bulk","Corsier*",181074,2016,"Imabari SB Hiroshima",,5910.02,"12-Sep-2019","USD",42.5,"Clients of Global Mtime Invst","United States","SwissMarine Services","Switzerland",,,,,,"10-Jun-2013",,,,"N",9,9,,201243.35,,,,,,181074,92992,3
16032925,9385491,370662000,"Bulk","Kashi Arrow",54204,2009,"Oshima Shipbuilding",,,"11-Sep-2019","USD",10.5,"Undisclosed interests","Unknown","Santoku Shipping","Japan",,,,,,"23-Feb-2006",,,,"Y",5,5,,59957,,,,256,,54204,30983,10
16119701,9487055,525119149,"Bulk","Trans Friendship II",31744,2010,"Guangzhou Huangpu",,,"11-Sep-2019","USD",7.4,"Indonesian interests","Indonesia","Sinotrans Shipping","China P.R.",,,,,,"23-Nov-2007",,,,"Y",5,5,,41908,"Y","N",,,,31744,19993,8
16064092,9424132,538008673,"Bulk","Elvira Bulker",31858,2011,"Hakodate Dock",,,"11-Sep-2019","USD",10.3,"Greek interests","Greece","Lauritzen Bulkers","Denmark",,,,,,"15-Dec-2006",,,,"Y",5,5,"N",40452,,,,,,31858,19812,7
15423687,9294941,351949000,"Bulk","Dubai Ambassador",56060,2004,"Mitsui SB (Tamano)",,,"11-Sep-2019","USD",8,"Undisclosed interests","Vietnam","Emarat Maritime","U.A.E.",,,,8500,,"28-Mar-2003",,,,"Y",5,5,,70810,,"N",,,,56060,31260,15
16219199,9642526,,"Bulk","Sea Rising",76243,2012,"Zhejiang Yangfan",,,"11-Sep-2019","USD",13,"Undisclosed interests","Greece","Seatankers Mgmt","Norway",,,,,,"19-Aug-2010",,,,"N",7,7,,91282,,,,,,76243,41684,6
15566151,9304538,440467000,"Bulk","Aristofanis I",177477,2005,"Mitsui SB (Chiba)",,,"09-Sep-2019","USD",16.65,"Korean interests","South Korea","Spring Marine Bulk SA","Greece",,,,,,"01-Jun-2003",,,,"N",9,9,,197050,"N","N",,,,177477,88494,13
12569595,9127679,353314000,"Bulk","Pacific Knight",67871,1996,"Imabari SB Marugame",,,"09-Sep-2019","USD",6.5,"Chinese interests","China P.R.","ATL Shipping Ltd.","China P.R.",,,,10306,,"22-Jun-1995",,,,"Y",7,7,"Y",82025,"N","N",,,,67871,36097,23
12579565,9149378,370210000,"Bulk","Paolo U",48227,1997,"Oshima Shipbuilding",,,"09-Sep-2019","USD",4,"Chinese interests","China P.R.","Bukit Panjang","Singapore",,,,7197,,"22-Sep-1995",,2.5,"JPYbn","Y",5,5,,60956,,"N",,,,48227,26585,22
15793809,9326299,636019576,"Bulk","Duke Orsino",91439,2005,"Oshima Shipbuilding",,,"09-Sep-2019","USD",11.3,"Chinese interests","China P.R.","KD Ocean Co.","South Korea",,,,13239,,"01-Apr-2004",,,,"N",5,5,,108929,"N","N",,,,91439,50464,14
16381276,,412502490,"Bulk","Sheng An Da 66",23087,2009,"Fanrong Shipyard",,,"08-Sep-2019","RMB",32.79,"Undisclosed interests","Unknown","Qinzhou Guiqin","China P.R.",,,,,,"01-Jan-2007",,,,"N",4,4,,,,,,,,23087,13687,9
16281833,8671843,412502780,"Bulk","Sheng An Da 67",26756,2011,"Lianyungang Wuzhou",,,"08-Sep-2019","RMB",44.94,"Undisclosed interests","Unknown","Qinzhou Guiqin","China P.R.",,,,,,"01-May-2009",,,,"N",4,4,,33003,,,,,,26756,16573,8
16156719,9403097,405000261,"Bulk","Nord Explorer",58803,2009,"Tsuneishi Cebu",,,"06-Sep-2019","USD",12.5,"Bangladeshi interests","Bangladesh","Keymax Maritime","Japan",,,,,,"01-Jan-2006",,,,"Y",5,5,,72360,,,,,,58803,32379,10
12734229,9267601,563125600,"Bulk","YM Virtue",76610,2003,"Imabari SB Marugame",,,"06-Sep-2019","USD",7.35,"Chinese interests","China P.R.","Kuang Ming Shpg.","Taiwan",,,,10214,,"01-Nov-1999",,21.5,"$m","N",7,7,"N",90740,"N","N",,,,76610,39749,16
12542343,9113410,372938000,"Bulk","Harvest Moon",73040,1996,"Samsung HI",,,"05-Sep-2019","USD",4.5,"Chinese interests","China P.R.","ADM Shipping","United States",,,,10607,,"07-Oct-1994",,,,"N",7,7,,83894,"N","N",,,,73040,38567,23
16156735,9403085,538008682,"Bulk","Carina Ocean",58765,2009,"Tsuneishi Cebu",,,"05-Sep-2019","USD",12.1,"Greek interests","Greece","Diamond Star Shpg","Japan",,,,,,"01-Jan-2006",,,,"Y",5,5,,72360,,,,,,58765,32379,10
14950551,9271559,636019646,"Bulk","Azul Challenge",203277,2004,"Universal SB Ariake",,,"05-Sep-2019","USD",17.5,"Clients of Zodiac Maritime","United Kingdom","Mizuho Sangyo","Japan",,,,,,"06-Jul-2001",,,,"N",9,9,,218211,"N","N",,,,203277,101933,15
12690253,9207443,371111000,"Bulk","Ergina Luck",73796,1999,"Tsuneishi Zosen",,,"05-Sep-2019","USD",6.5,"Undisclosed interests","Taiwan","Eurobulk","Greece",,,,9759,,"01-Oct-1998",,,,"N",7,7,,88364,"N","N",,,,73796,38530,19
16144745,9497177,538008658,"Bulk","Emilie Bulker*",32691,2010,"Jiangmen Nanyang",,5899.01,"05-Sep-2019","USD",7.25,"Clients of Clipper Group","Denmark","Lauritzen Bulkers","Denmark",,,,,,"04-Jul-2008",,,,"Y",5,5,,43127,,"N",,,,32691,20809,9
16144729,9527996,538008654,"Bulk","Sentosa Bulker*",32755,2010,"Jiangmen Nanyang",,5899.02,"05-Sep-2019","USD",7.25,"Clients of Clipper Group","Denmark","Lauritzen Bulkers","Denmark",,,,,,"04-Jul-2008",,,,"Y",5,5,,43127,,"N",,,,32755,20748,9
16145339,9528017,538008659,"Bulk","Orchard Bulker*",32500,2010,"Jiangmen Nanyang",,5899.03,"05-Sep-2019","USD",7.25,"Clients of Clipper Group","Denmark","Lauritzen Bulkers","Denmark",,,,,,"04-Jul-2008",,,,"Y",5,5,,43477,,"N",,,,32500,20928,8
15874641,9339480,405000265,"Bulk","Medi Valencia",56014,2008,"Mitsui SB (Tamano)",,,"05-Sep-2019","USD",12.2,"Clients of SR Shipping","Bangladesh","D'Amico Soc di Nav","Italy",,,,8500,,"26-Oct-2004",,,,"Y",5,5,,70810,,"N",,,,56014,31236,11
16205350,9597197,563097800,"Bulk","Harriette N",176216,2011,"Shanghai Waigaoqiao",,,"03-Sep-2019","USD",24,"Clients of Ningbo Marine","China P.R.","Neu Seeschiffahrt","United States",,,,,,"01-Jul-2007",,,,"N",9,9,,194179,,,,,,176216,91374,8
16183810,9510371,636013805,"Bulk","Bomar Amber",58110,2012,"Tsuneishi Zhoushan",,,"03-Sep-2019",,,"Undisclosed interests","Unknown","Borealis Maritime","United Kingdom",,,,,,"01-Feb-2008",,,,"Y",5,5,,72689,"N","N",,,,58110,32305,7
16128211,9496173,372371000,"Bulk","C. S. Star",33171,2011,"Kanda Zosensho",,,"29-Aug-2019","USD",10.3,"Greek interests","Greece","Chugoku Sogyo Co.","Japan",,,,,,"01-Apr-2007",,,,"Y",5,5,,42630,,,,,,33171,21487,7
12742329,9233583,636019187,"Bulk","Vitagrace",75921,2001,"Kanasashi K.K.",,,"29-Aug-2019","USD",6.5,"Chinese interests","China P.R.","Vita Management SA","Greece",,,,,,"15-Mar-2000",,,,"N",7,7,"N",90165,"N","N",,,,75921,39126,18
16097353,9588407,351108000,"Bulk","SAM Phoenix",34264,2011,"Zhejiang Jingang",,,"29-Aug-2019","USD",8.76,"Greek interests","Greece","SAM SA","Switzerland",,,,,,"13-Jul-2007",,29,"$m","Y",5,5,,43949,,,,,,34264,22137,8
12743663,9229879,351820000,"Bulk","Arosa",20034,2002,"INP Heavy Ind.",,,"29-Aug-2019","USD",4.5,"Egyptian interests","Egypt","Massoel Shipping","Switzerland",,,,5097,,"30-Mar-2000",,,,"Y",4,4,,27005,,"N",,,,20034,12578,17
12694419,9228992,352391000,"Bulk","Lady Mary",52027,2001,"Tsuneishi Cebu",,,"29-Aug-2019","USD",5.5,"Chinese interests","China P.R.","Belgara Properties","Greece",,,,,,"30-Apr-1999",,,,"Y",5,5,,67680,,"N",,,,52027,30008,18
16363285,9873266,351892000,"Bulk","N/B Toyohashi SB 3731",61379,2019,"Toyohashi SB",,,"27-Aug-2019","USD",28,"Japanese interests","Japan","Dowa Line Co Ltd","Japan",,,,,,"01-Jan-2017",,,,"Y",5,5,,77387,,,,,,61000,35050,0
16363298,9873278,371392000,"Bulk","N/B Toyohashi SB 3732",61346,2020,"Toyohashi SB",,,"27-Aug-2019","USD",28,"Japanese interests","Japan","Dowa Line Co Ltd","Japan",,,,,,"01-Jan-2017",,,,"Y",5,5,,77387,,,,,,61000,35050,0
16278725,9715816,205790000,"Bulk","Bergen",60319,2015,"JMU Kure Shipyard",,,"27-Aug-2019","USD",21.5,"Clients of Conti-Lines","Belgium","Noma Kaiun KK","Japan",,,,,,"01-Sep-2013",,,,"Y",5,5,,77240,,,,,,60319,34349,4
15250531,9267857,572297220,"Bulk","Dogan Bey",12260,2003,"Shin Kurushima",,,"27-Aug-2019","USD",3.45,"Undisclosed interests","Vietnam","Kaman Gemi","Turkey",,,,,,"12-Apr-2002",,,,"Y",3,3,,14951,,"N",,,,12260,7265,16
16284342,9738789,215489000,"Bulk","Clipper Victory",77119,2015,"Imabari SB Marugame",,,"23-Aug-2019","USD",20,"Greek interests","Greece","Grace Ocean","Japan",,,,,,"01-May-2013",,,,"N",7,7,,91140,,,,,,77119,40937,4
16223983,9523299,477392200,"Bulk","Bahia 1",82250,2012,"Tsuneishi Tadotsu SB",,,"23-Aug-2019","USD",19.5,"Undisclosed interests","China P.R.","Nikko Kisen KK","Japan",,,,18016,,"01-Dec-2007",,,,"N",7,7,,97381,,,,,,82250,43013,7
16078228,9487225,538008669,"Bulk","Kirwan*",53206,2008,"Sinopacific Zhejiang",,5958.02,"22-Aug-2019",,,"Clients of Ningbo Zerui Shipping","China P.R.","NAVES Invest Gmbh","Germany",,,,,,"23-Mar-2007",,39.5,"$m","Y",5,5,,65049,,,,,,53206,31117,10
16146860,9487237,538008723,"Bulk","Giscours*",53208,2009,"Sinopacific Zhejiang",,5958.01,"22-Aug-2019",,,"Clients of Ningbo Zerui Shipping","China P.R.","NAVES Invest Gmbh","Germany",,,,,,"23-Mar-2007",,39.5,"$m","Y",5,5,,65049,,,,,,53208,31117,10
15348689,9284855,636017139,"Bulk","Vamos",76466,2004,"Tsuneishi Zosen",,,"21-Aug-2019","USD",9.5,"Undisclosed interests","Greece","Avin International","Greece",,,,,,"30-Sep-2002",,,,"N",7,7,,91356,"N","N",,,,76466,39974,15
16126338,9498901,374415000,"Bulk","John Wulff",93282,2010,"Zhejiang Yangfan",,,"21-Aug-2019","USD",13,"Clients of Laskaridis Shipping","Greece","Hermann Wulff","Germany",,,,15427,,"18-Jan-2008",,,,"N",7,7,,110330,,"N",,,,93282,50729,8
12760815,9238258,,"Bulk","Team Tango",23573,2001,"Shin Kurushima",,,"21-Aug-2019","USD",4.5,"Undisclosed interests","Indonesia","Team Fuel Corp.","Greece",,,,,,"01-Jun-2000",,,,"Y",4,4,,30583,,"N",,,,23573,14446,18
12665327,9196826,357902000,"Bulk","Lily Fortune",91439,2000,"Oshima Shipbuilding",,,"21-Aug-2019","USD",7,"Chinese interests","China P.R.","Taiheiyo Kisen","Japan",,,,,,"31-Dec-1997",,,,"N",7,7,,110831,"N","N",,,,91439,50238,19
12692381,9214537,370691000,"Bulk","Anodos",28075,2000,"Bohai Shipbuilding",,,"14-Aug-2019","USD",4.25,"Undisclosed interests","Singapore","Lidmar Shipping","Greece",,,,7238,,"16-Apr-1999",,14,"$m","Y",5,5,,37415,"N","N",,,,28075,17784,18
16164419,9530319,636019504,"Bulk","Ivan Lopatin",33324,2010,"Yangzhou Ryuwa SB",,,"13-Aug-2019","USD",5.5,"U.A.E. interests","U.A.E.","Murmansk Shpg Co","Russia",,,,9426,,"01-Sep-2007",,,,"Y",5,5,,42319,,,,244,,33324,22070,9
16151772,9495935,257087080,"Bulk","Golden Island",51679,2012,"Oshima Shipbuilding",,,"13-Aug-2019","USD",12,"Undisclosed interests","Norway","Shikishima Kisen","Japan",,,,,,"01-May-2008",,,,"Y",5,5,,61214,,,,,,51679,29892,7
15316675,9310410,563094200,"Bulk","Heina",76598,2005,"Imabari SB Marugame",,,"13-Aug-2019","USD",10.2,"Undisclosed interests","China P.R.","Mowinckels Rederi","Norway",,,,,,"20-Sep-2002",,,,"N",7,7,,90644,"N","N",,,,76598,39736,14
16064089,9424120,375817000,"Bulk","Hedvig Bulker",31872,2011,"Hakodate Dock",,,"09-Aug-2019","USD",10.25,"Undisclosed interests","Unknown","Lauritzen Bulkers","Denmark",,,,,,"15-Dec-2006",,,,"Y",5,5,"N",40454,,,,,,31872,19812,8
15603173,9304095,525103003,"Bulk","Aquakula",55309,2007,"Oshima Shipbuilding",,,"06-Aug-2019","USD",12.1,"Indonesian interests","Indonesia","GoodBulk","Monaco",,,,8489,,"09-Oct-2003",,,,"Y",5,5,,69796,,,,,,55309,30721,12
16107232,9443126,314519000,"Bulk","Atlantic Grace",33709,2010,"Shin Kochi Jyuko",,,"06-Aug-2019","USD",9.5,"Undisclosed interests","Turkey","NS United KK","Japan",,,,7276,,"01-Apr-2007",,,,"Y",5,5,,44642,,"N",,,,33709,21192,8
80453601,9586930,413221770,"Bulk","Sheng An Da 69",32906,2011,"Fujian Baima",,,"05-Aug-2019","RMB",76.01,"Chinese interests","China P.R.","Qinzhou Guiqin","China P.R.",,,,,,"26-Nov-2006",,,,"Y",5,5,,40768.48,,,,,,32906,19996,8
14630413,9243693,314501000,"Bulk","Ljuta",31812,2001,"Hakodate Dock",,,"05-Aug-2019","USD",5,"Undisclosed interests","Greece","Dabinovic (Monaco)","Monaco",,,,,,"01-Oct-2000",,,,"Y",5,5,"Y",42100,,"N",,,,31812,19712,17
16225958,9650169,209766000,"Bulk","Hinode Maru",58630,2012,"Kawasaki HI Sakaide",,,"02-Aug-2019","USD",16.2,"Greek interests","Greece","Hinode Kaiun","Japan",,,,,,"01-Jan-2011",,,,"Y",5,5,,73614,,,,,,58630,33084,6
16097540,9460332,636014046,"Bulk","Marie Grace",53549,2008,"Iwagi Zosen",,,"02-Aug-2019","USD",10.5,"Undisclosed interests","Unknown","Misuga Kaiun Co Ltd","Japan",,,,,,"01-Jan-2005",,,,"Y",5,5,,68927,,"N",,,,53549,29911,10
12655199,9176668,414350030,"Bulk","Jun Ling",45724,2000,"Tsuneishi Zosen",,,"02-Aug-2019","USD",8.37,"Undisclosed interests","China P.R.","Fuzhou Junling","China P.R.",,,,7528,,"30-Aug-1997",,,,"Y",5,5,"N",57208,"N","N",,,,45724,26136,19
16059522,9425875,215468000,"Bulk","Nord Manatee",57982,2010,"Tsuneishi Cebu",,,"02-Aug-2019","USD",13,"Greek interests","Greece","Norden A/S","Denmark",,,,9820,,"03-Nov-2006",,30.7,"$m","Y",5,5,,72650,,,,,,57982,32296,8
14630121,9243253,636019529,"Bulk","Pacific Venus",18712,2001,"Hakata Zosen",,,"01-Aug-2019","USD",4.5,"Undisclosed interests","Turkey","Wisdom Marine Group","Taiwan",,,,,,"01-Jul-2000",,,,"Y",4,4,,22918,,,,,,18712,11403,18
12692831,9215933,538008630,"Bulk","Nirefs",75311,2001,"Hyundai Samho HI",,,"01-Aug-2019","USD",6.7,"Clients of Castor Maritime","Cyprus","Diana Shipping","Greece",,,,,,"21-May-1999",,,,"N",7,7,,90124,"N","N",,,,75311,40570,18
16126046,9494151,538008624,"Bulk","Sinar Kapuas",57374,2011,"STX SB (Jinhae)",,,"01-Aug-2019","USD",11,"Chinese interests","China P.R.","Samudera Shpg Line","Indonesia",,,,10461,,"16-Jan-2008",,48.8,"$m","Y",5,5,,71903,,,,,,57374,33348,8
16104710,9467873,636016500,"Bulk","Blue Cat",56956,2009,"Zhejiang Zhenghe SB",,,"01-Aug-2019","USD",9,"Greek interests","Greece","Seacrest Shipping","Greece",,,,,,"01-Dec-2006",,,,"Y",5,5,,71634,,,,,,56956,32957,10
