"Listing"

"WFR Listing"
"Created 16 February 2022 17:55"


"CVN","IMO Number","MMSI (Maritime Mobile Service Identity)","Type at Sale","Name at Sale","Dwt","Built","Builder","En. Bloc.","En. Bloc. No.","Sale Date","Currency","Price (Sale)","Buyers","Buyer Country/Region","Sellers","Seller Country/Region","Old Type","Demo Location","Year Rebuilt Convert","LDT","Demo $/LDT","Contract Date","Demo Date","Price (NB)","Currency (NB)","Gear (Ind)","Holds Total No","Hatches Total No","Strengthened for Ore","Grain Capacity (cu m)","Great Lakes Fitted","Great Lakes Only","Demo Buyer","Sale Teu Total Cap","Capacity (cu m)","Sale Dwt Tonnes","Sale Gt","Vessel Age At Sale"
16173574,9575137,538008087,"Bulk","JS Colorado*",63301,2012,"Sinopacific Dayang","#",5322.04,"31-Mar-2017",,,"Undisclosed investor","Unknown","Setaf-Saget","France",,,,,,"23-Oct-2009",,,,"Y",5,5,,77491.9,,"N",,,,63301,35812,4
16285707,9746009,636019448,"Bulk","N/B RESALE HULL DE032",61491,2017,"Dalian COSCO KHI",,,"31-Mar-2017","USD",23,"Undisclosed interests","Unknown","Fortune Ocean Shpg.","China P.R.",,,,,,"06-Jun-2014",,,,"Y",5,5,,77546,,,,,,61200,34570,0
16276426,9735816,538007452,"Bulk","N/B RESALE HULL SAM14019B*",63398,2017,"Sainty SB (Yangzhou)",,5313.01,"31-Mar-2017","USD",20.2,"Clients of Celsius Shipping","Denmark","Unknown","Unknown",,,,,,"26-Feb-2014",,27.9,"$m","Y",5,5,,78703,,,,,,63800,36291,0
16276439,9735828,538007453,"Bulk","N/B RESALE HULL SAM14020B*",63301,2017,"Sainty SB (Yangzhou)",,5313.02,"31-Mar-2017","USD",20.2,"Clients of Celsius Shipping","Denmark","Unknown","Unknown",,,,,,"26-Feb-2014",,27.9,"$m","Y",5,5,,78703,,,,,,63800,36291,0
12760499,9238507,414315000,"Bulk","Royal Breeze",76679,2002,"Imabari SB Marugame",,,"31-Mar-2017","USD",7,"Undisclosed interests","Unknown","Tokei Kaiun","Japan",,,,,,"01-Jun-2000",,,,"N",7,7,"N",90740,"N","N",,,,76679,39727,14
16306466,9768227,538007420,"Bulk","N/B RESALE HULL H1234",81247,2017,"Hudong Zhonghua",,,"30-Mar-2017","USD",26,"Clients of Cardiff Marine","Greece","Berkeley Shipping","Italy",,,,,,"01-Dec-2013",,,,"N",7,7,,96800,,,,,,82000,44000,0
16259140,,412350680,"Bulk","Yi Chun 2",15986,2007,"Nanjing Yichun",,,"30-Mar-2017","RMB",23.55,"Clients of Nanjing Puxing","China P.R.","Jiangsu Yichun Shpg","China P.R.",,,,3818,,"01-Jan-2005",,,,"N",3,3,,21263,,,,,,15986,9583,10
16199479,9599004,419001262,"Bulk","Clipper Kastoria",32289,2011,"Jiangmen Nanyang",,,"29-Mar-2017","USD",9.2,"Indian interests","India","Clipper Group","Denmark",,,,,,"01-Aug-2010",,,,"Y",5,5,,43127,,"N",,,,32289,20969,5
16015281,9358383,255806030,"Bulk","Garganey*",37251,2007,"Tianjin Xingang HI","#",5317.02,"29-Mar-2017",,,"Clients of Canfornav","Canada","Parakou Shipping","Hong Kong",,,,,,"28-May-2003",,,,"Y",6,6,,42779,"Y",,,,,37251,22790,9
16015265,9358369,248203000,"Bulk","Gadwall*",37249,2007,"Tianjin Xingang HI",,5317.01,"29-Mar-2017",,,"Clients of Canfornav","Canada","Parakou Shipping","Hong Kong",,,,,,"03-Apr-2003",,,,"Y",6,6,,42779,"Y",,,,,37249,22792,9
12619959,9182162,312088000,"Bulk","Top Brilliance",45769,1998,"Tsuneishi Zosen",,,"29-Mar-2017","USD",3.2,"Undisclosed interests","Unknown","TSL Group","China P.R.",,,,7528,,"09-Aug-1996",,,,"Y",5,5,,57208,"N","N",,,,45769,26003,18
12529199,9107667,356067000,"Bulk","Olga Topic",45483,1995,"Tsuneishi Zosen",,,"28-Mar-2017","USD",4,"Clients of NVL Trans Shpg","Ukraine","Marfin Mangt. S.A.M.","Italy",,,,7698,,"03-Jun-1994",,,,"Y",5,5,,57208,"N","N",,,,45483,26250,21
16067035,9429065,477131500,"Bulk","Sea Queen II*",57000,2010,"CSC Qingshan SY","#",5315.02,"28-Mar-2017",,,"Singaporean interests","Singapore","Hellenic Star Shpg","Greece",,,,,,"19-Jan-2007",,34.5,"$m","Y",5,5,,71634,"N","N",,,,57000,33044,6
16067022,9429053,477153400,"Bulk","Sea Moon*",57012,2009,"CSC Qingshan SY",,5315.01,"28-Mar-2017","USD",19.8,"Singaporean interests","Singapore","Hellenic Star Shpg","Greece",,,,,,"19-Jan-2007",,34.5,"$m","Y",5,5,,71634,"N","N",,,,57012,33044,7
12633739,9189926,355650000,"Bulk","Bedford Castle",50655,1998,"Namura Shipbuilding",,,"28-Mar-2017",,,"Undisclosed interests","Unknown","Navalmar (UK)","Italy",,,,10558,,"31-Jan-1997",,,,"Y",8,8,,52864,,"N",,,,50655,29688,18
16187247,9603996,355646000,"Bulk","Smooth Vitality*",81707,2014,"Sainty SB (Yangzhou)",,5314.01,"28-Mar-2017","USD",14,"Clients of EGPN","Hong Kong","Smooth Shipping Ltd","China P.R.",,,,,,"20-Sep-2010",,,,"N",7,7,,98584,,,,,,81707,43813,3
16196465,9607112,354418000,"Bulk","Smooth Velocity*",81682,2014,"Sainty SB (Yangzhou)",,5314.02,"28-Mar-2017","USD",14,"Clients of EGPN","Hong Kong","Smooth Shipping Ltd","China P.R.",,,,13436,,"22-Sep-2010",,,,"N",7,7,,98584,,,,,,81682,43974,3
12592719,9151400,518100770,"Bulk","Royal Pescadores",18369,1997,"Shikoku Dock.",,,"28-Mar-2017","USD",2.2,"Undisclosed interests","Unknown","Shih Wei Navigation","Taiwan",,,,,,"19-Dec-1995",,,,"Y",4,4,,23392,"Y","N",,,,18369,11246,19
15756875,9336775,538008075,"Bulk","Campanula",32576,2007,"Kanda Zosensho",,,"24-Mar-2017","USD",6.6,"Turkish interests","Turkey","Santoku Shipping","Japan",,,,7219,,"27-May-2004",,,,"Y",5,5,,42595,,"N",,,,32576,19885,9
12724833,9246619,405000212,"Bulk","Alitis",53094,2002,"Imabari SB Marugame",,,"23-Mar-2017","USD",6.75,"Bangladeshi interests","Bangladesh","Empros Shpg. Mngt.","Greece",,,,8858,,"29-Oct-1999",,,,"Y",5,5,,68852,"N","N",,,,53094,30050,14
12502521,9080273,354427000,"Bulk","CCS Angel",94274,1995,"MHI Nagasaki",,,"23-Mar-2017","USD",5,"Middle Eastern interests","Unknown","Far East Leasing","China P.R.",,,,,,,,,,"N",7,7,,113737,"N","N",,,,94274,55945,21
16172064,9550163,538007433,"Bulk","Clipper Izumo",28338,2010,"Shimanami Shipyard",,,"23-Mar-2017","USD",8.4,"Clients of Diligent Holdings","Greece","Shoei Kisen Kaisha","Japan",,,,,,"21-May-2006",,,,"Y",5,5,,37320,,"N",,,,28338,17002,6
16092279,9597848,538007497,"Bulk","Dong-A Artemis",179213,2012,"Hyundai Samho HI",,,"23-Mar-2017","USD",32,"U.S. interests","United States","Dong-A Tanker Co","South Korea",,,,,,"01-May-2010",,,,"N",9,9,,200170,"N","N",,,,179213,93175,4
16173866,9550668,248647000,"Bulk","Chavin Queen",51241,2009,"Imabari SB (Imabari)",,,"23-Mar-2017","USD",10,"Undisclosed interests","Unknown","Shikishima Kisen","Japan",,,,9834,,"01-Jan-2006",,,,"Y",5,5,,59676,,"N",,,,51241,30655,7
12597893,9157363,572939210,"Bulk","Alice",28450,1997,"Imabari SB Marugame",,,"22-Mar-2017","USD",3,"Chinese interests","China P.R.","COSBULK","China P.R.",,,,6090,,"02-Feb-1996",,2.1,"JPYbn","Y",5,5,,37523,,"N",,,,28450,16794,19
12716159,9219018,538007396,"Bulk","CE-Duke*",170094,2001,"I.H.I. (Kure)",,5303.01,"21-Mar-2017","USD",19,"Clients of NGM Energy","Greece","Centrofin Mngt.","Greece",,"Bangladesh",,20980,580,"24-Sep-1999","11-Jun-2021",35,"$m","N",9,9,"Y",186675,"N","N","Bangladesh",,,170094,84448,15
15753829,9303871,538007451,"Bulk","Sun Acapulco",55730,2006,"Oshima Shipbuilding",,,"21-Mar-2017","USD",10,"Greek interests","Greece","Pacific Carriers","Singapore",,,,,,"01-Oct-2003",,,,"Y",5,5,,69872,,"N",,,,55730,30707,11
12644593,9176278,413380150,"Bulk","Sparrow",48220,2000,"Oshima Shipbuilding",,,"21-Mar-2017","USD",5.1,"Clients of Shanghai Haiyu","China P.R.","Eagle Bulk Shipping","United States",,,,7197,,"27-Dec-1996",,,,"Y",5,5,,60956,,"N",,,,48220,26580,17
12687529,9206437,538007398,"Bulk","CE-Alliance*",172499,2001,"NKK (Tsu)","#",5303.02,"21-Mar-2017",,,"Clients of NGM Energy","Greece","Centrofin Mngt.","Greece",,"Bangladesh",,21288,390,"27-Nov-1998","14-Feb-2020",4.5,"JPYbn","N",9,9,,191720,"N","N","Bangladesh",,,172499,87363,16
16194616,9603910,354326000,"Bulk","Pacific Capella",180346,2012,"Dalian Shipbuilding",,,"21-Mar-2017","USD",27,"U.S. interests","United States","PIL","Singapore",,,,26183,,"01-Jun-2010",,56,"$m","N",9,9,,201953,,,,,,180346,94710,5
12688021,9221360,373708000,"Bulk","Lord Byron",28685,2000,"Imabari SB (Imabari)",,,"21-Mar-2017","USD",4.1,"Undisclosed interests","Unknown","British Bulkers Inc","Greece",,,,,,"01-Sep-1998",,,,"Y",5,5,,37181,,,,,,28685,18100,17
16057652,9397872,405000274,"Bulk","Honest Spring",55641,2008,"Mitsui SB (Tamano)",,,"21-Mar-2017","USD",11,"Clients of Meghna Group","Bangladesh","Ta-Tong Marine Co.","Taiwan",,,,8500,,"01-Jan-2005",,,,"Y",5,5,,70855,,"N",,,,55641,31236,8
15778101,9324631,419001263,"Bulk","Tenshou Maru",52450,2006,"Tsuneishi Cebu",,,"21-Mar-2017","USD",9,"Clients of Great Eastern Shpg","India","Kambara Kisen","Japan",,,,8322,,"24-Jun-2004",,,,"Y",5,5,,67756,,"N",,,,52450,30046,10
16110582,9461336,538004434,"Bulk","Q Arion*",82188,2011,"Tsuneishi Zosen","#",5306.1,"17-Mar-2017",,,"Clients of Golden Ocean Group","Norway","Quintana Ship Mngt","Greece",,,,,,"01-Jun-2007",,,,"N",7,7,,97233,"N","N",,,,82188,42917,5
15958439,9370769,319122200,"Bulk","BW Grain",82672,2008,"Tsuneishi Zosen",,,"17-Mar-2017","USD",14.5,"Clients of Songa Bulk","Norway","BW Dry Cargo","Singapore",,,,,,"28-Jan-2005",,,,"N",7,7,,97186,,,,,,82672,43158,8
16110579,9461324,538004365,"Bulk","Q Jake*",82188,2011,"Tsuneishi Zosen","#",5306.11,"17-Mar-2017",,,"Clients of Golden Ocean Group","Norway","Quintana Ship Mngt","Greece",,,,,,"01-Jun-2007",,,,"N",7,7,,97233,"N","N",,,,82188,42917,5
16279151,9740835,538006408,"Bulk","Q Kennedy*",83789,2015,"Sasebo HI","#",5306.07,"17-Mar-2017",,,"Clients of Golden Ocean Group","Norway","Quintana Ship Mngt","Greece",,,,,,"18-Mar-2014",,,,"N",7,7,,103377,,,,,,83789,47003,1
16242971,9678484,538005339,"Bulk","Q Deb*",84970,2014,"Sasebo HI","#",5306.08,"17-Mar-2017",,,"Clients of Golden Ocean Group","Norway","Quintana Ship Mngt","Greece",,,,,,"22-Oct-2012",,,,"N",7,7,,100692,,,,,,84970,47003,3
16242968,9678472,538005246,"Bulk","Q Sue*",83789,2013,"Sasebo HI","#",5306.09,"17-Mar-2017",,,"Clients of Golden Ocean Group","Norway","Quintana Ship Mngt","Greece",,,,,,"22-Oct-2012",,,,"N",7,7,,100692,,,,,,83789,47003,3
16016783,9386251,636019807,"Bulk","Grand Legend",74444,2006,"Hudong Zhonghua",,,"17-Mar-2017","USD",8.5,"Undisclosed interests","Unknown","Jiangsu S.S.","China P.R.",,,,,,"25-Nov-2004",,36.5,"$m","N",7,7,,91717,"N","N",,,,74444,40485,10
16249675,9696046,538005831,"Bulk","Q Anastasia*",179189,2014,"Sungdong SB","#",5306.05,"17-Mar-2017",,,"Clients of Golden Ocean Group","Norway","Quintana Ship Mngt","Greece",,,,,,"21-Mar-2013",,,,"N",9,9,,197923.4,,,,,,179189,93464,2
16249688,9696058,538005832,"Bulk","Q Amreen*",179337,2015,"Sungdong SB","#",5306.04,"17-Mar-2017",,,"Clients of Golden Ocean Group","Norway","Quintana Ship Mngt","Greece",,,,,,"21-Mar-2013",,,,"N",9,9,,197923.4,,,,,,179337,93464,2
16040146,9364784,636019052,"Bulk","Ocean Pioneer",53489,2006,"Imabari SB (Imabari)",,,"17-Mar-2017","USD",5.8,"Undisclosed interests","Unknown","Bonyad Shipping","Iran",,,,,,"01-Jan-2004",,,,"Y",5,5,,66052,"N","N",,,,53489,29970,10
16182347,9586344,538004288,"Bulk","Q Ioanari*",81827,2011,"Hyundai Mipo","#",5306.12,"17-Mar-2017",,,"Clients of Golden Ocean Group","Norway","Quintana Ship Mngt","Greece",,,,,,"12-Mar-2010",,36.25,"$m","N",7,7,,96764,,"N",,,,81827,44625,5
16182363,9595723,538004290,"Bulk","Q Keen*",81586,2012,"Hyundai Mipo","#",5306.13,"17-Mar-2017",,,"Clients of Golden Ocean Group","Norway","Quintana Ship Mngt","Greece",,,,,,"12-Mar-2010",,36.25,"$m","N",7,7,,96764,,"N",,,,81586,44625,4
16133736,9511416,538004251,"Bulk","Q Myrtalia*",177979,2011,"Shanghai Waigaoqiao","#",5306.06,"17-Mar-2017",,,"Clients of Golden Ocean Group","Norway","Quintana Ship Mngt","Greece",,,,25000,,"03-Feb-2008",,,,"N",9,9,"Y",194179,"N","N",,,,177979,91373,5
16155846,9479228,538004500,"Bulk","Q Gayle*",206565,2011,"Universal SB (Tsu)",,5306.01,"17-Mar-2017","USD",364,"Clients of Golden Ocean Group","Norway","Quintana Ship Mngt","Greece",,,,,,"01-May-2007",,,,"N",9,9,,218790,"N","N",,,,206565,106368,5
16257483,9701188,538005829,"Bulk","Q Houston*",181214,2014,"Imabari SB Hiroshima","#",5306.03,"17-Mar-2017",,,"Clients of Golden Ocean Group","Norway","Quintana Ship Mngt","Greece",,,,,,"01-May-2013",,,,"N",9,9,,201243.35,,"N",,,,181214,92732,2
16257470,9701176,538005713,"Bulk","Q Kaki*",180560,2014,"Imabari SB Hiroshima","#",5306.02,"17-Mar-2017",,,"Clients of Golden Ocean Group","Norway","Quintana Ship Mngt","Greece",,,,,,"01-May-2013",,,,"N",9,9,,201243.35,,"N",,,,180560,92722,2
16168491,9551698,636017992,"Bulk","Aventurin",56778,2012,"Jiangsu New Hantong",,,"17-Mar-2017","USD",11.75,"Clients of Nautical Bulk","Bermuda","Conti Reederei","Germany",,,,,,"01-Aug-2008",,,,"Y",5,5,,71634,,"N",,,,56778,32987,4
16336700,,412762960,"Bulk","Qin Feng 88",16120,2010,"Yanhai Shipyard",,,"17-Mar-2017","RMB",14,"Chinese interests","China P.R.","Zhejiang Qinfeng","China P.R.",,,,3760,,"01-Jan-2008",,,,"N",3,3,,21229,,,,,,16120,9895,6
15732095,9335991,373440000,"Bulk","Q Shea*",76937,2007,"Namura Shipbuilding","#",5306.14,"17-Mar-2017",,,"Clients of Golden Ocean Group","Norway","Quintana Ship Mngt","Greece",,,,,,"01-Feb-2004",,,,"N",7,7,,92128,"N","N",,,,76937,40717,9
16180051,9574391,538007542,"Bulk","Welsuccess",93328,2010,"Jiangsu New YZJ",,,"14-Mar-2017","USD",15.3,"Clients of KSC","South Korea","Oriental Ocean Shpg.","China P.R.",,,,15379,,"01-Jan-2009",,,,"N",7,7,,110330,,"N",,,,93328,51265,6
12626131,9207431,413459530,"Bulk","Seawing III",45248,1999,"Tsuneishi Zosen",,,"14-Mar-2017","USD",4,"Undisclosed interests","Unknown","Global Marine SM","China P.R.",,,,7528,,"18-Oct-1996",,24,"$m","Y",5,5,,57208,"N","N",,,,45248,26029,17
12620421,9155482,352919000,"Bulk","OS Dream",10762,1997,"Watanabe Zosensho",,,"13-Mar-2017","USD",1.6,"Chinese interests","China P.R.","Dooyang Ship Mgmt","South Korea",,,,,,"22-Aug-1996",,,,"Y",2,2,,18339,,,,,,10762,8579,19
16336197,,413459000,"Bulk","Yi Chun 5",16534,2008,"Nanjing Yichun",,,"09-Mar-2017","RMB",20.56,"Chinese interests","China P.R.","Jiangsu Yichun Shpg","China P.R.",,,,3818,,"01-Jan-2006",,,,"N",3,3,,,,,,,,16534,9583,8
12697623,9225031,355275000,"Bulk","Arethusa",75319,2001,"Hyundai Samho HI",,,"09-Mar-2017","USD",6.5,"Undisclosed interests","Unknown","Transocean Maritime","Monaco",,,,,,"15-Dec-1999",,,,"N",7,7,"N",90124,"N","N",,,,75311,40570,16
16336184,,413237160,"Bulk","Yi Chun 6",16534,2008,"Jiangsu Yichun S.B.",,,"09-Mar-2017","RMB",20.82,"Chinese interests","China P.R.","Jiangsu Yichun Shpg","China P.R.",,,,,,"01-Jan-2006",,,,"N",3,3,,,,,,,,16534,9583,8
15570411,9304277,636018628,"Bulk","Alessandro Volta",76806,2005,"Sasebo HI",,,"08-Mar-2017","USD",9.85,"Clients of Doriko Ltd","South Korea","Fuyo Kaiun Co. Ltd.","Japan",,,,,,"01-Jun-2003",,,,"N",7,7,,90911,"N","N",,,,76806,40042,11
16057249,9400942,375778000,"Bulk","Ikan Jahan",32326,2010,"Kanda Zosensho",,,"08-Mar-2017","USD",10,"Undisclosed interests","Unknown","Orient Marine Co.","Japan",,,,,,"01-Sep-2006",,,,"Y",5,5,,42595,,"N",,,,32326,20236,6
16069976,9432529,477010800,"Bulk","Ocean Harmony",31882,2010,"Hakodate Dock",,,"07-Mar-2017","USD",9.4,"Clients of Pacific Basin","Hong Kong","United Ocean Group","Japan",,,,7668,,"09-Feb-2007",,,,"Y",5,5,"N",38306,,,,,,31882,19801,6
14935695,9261011,538001564,"Bulk","Giza I",31842,2002,"Hakodate Dock",,,"07-Mar-2017","USD",5.15,"European interests","Unknown","Nomikos Transworld","Greece",,,,,,"15-Jun-2001",,,,"Y",5,5,,40960,,"N",,,,31842,19795,14
12600357,9156838,636017936,"Bulk","Unico Jianna",73763,1997,"Sumitomo (Yokosuka)",,,"07-Mar-2017","USD",3.3,"Clients of Dongguan Haichang","China P.R.","Unico Logistics","South Korea",,,,9483,,"31-Dec-1995",,,,"N",7,7,"Y",87298,"N","N",,,,73763,38364,19
15733205,9316880,538007506,"Bulk","Ocean Minerva",75698,2007,"Sanoyas",,,"07-Mar-2017","USD",10.8,"Undisclosed interests","Unknown","Santoku Shipping","Japan",,,,9955,,"01-Mar-2004",,,,"N",7,7,,87693,"N","N",,,,75698,38887,10
16028081,9346160,477735700,"Bulk","Tubarao",53352,2007,"Shanghai Chengxi",,,"07-Mar-2017","USD",7.15,"Greek interests","Greece","Livanos Group","Greece",,,,,,"16-Dec-2005",,30.2,"$m","Y",5,5,,65752,,,,,,53352,32474,9
16194766,9602435,210614000,"Bulk","United Prestige",81918,2014,"Tsuneishi Zosen",,,"07-Mar-2017","USD",22.5,"Greek interests","Greece","United Ocean Group","Japan",,,,,,"31-Aug-2010",,,,"N",7,7,,97246,,,,,,81918,43089,2
16077526,9376373,248243000,"Bulk","NCS Beijing",81508,2009,"Universal SB Maizuru",,,"07-Mar-2017","USD",14.75,"Clients of Rimorchiatori Riuniti","Italy","Doun Kisen","Japan",,,,,,"01-May-2005",,,,"N",7,7,,95800,,,,,,81508,42702,7
16066104,9488188,477096600,"Bulk","Feliz N",56803,2010,"Taizhou Kouan SB",,,"07-Mar-2017","USD",8.7,"Undisclosed interests","Unknown","Gebruder Winter","Germany",,,,10878,,"12-Jan-2007",,,,"Y",5,5,,71634,,,,,,56803,33005,6
12575309,9132959,477103200,"Bulk","Daio Excelsior",48205,1997,"Tsuneishi Zosen",,,"06-Mar-2017",,,"Clients of Adani Group","India","Sincere Navigation","Taiwan",,,,,,"18-Aug-1995",,30.5,"$m","Y",6,6,,102217,,,,,,48205,39901,19
12459087,9000857,412750730,"Bulk","Tuo Zhan 7",67119,1990,"Imabari SB Marugame",,,"06-Mar-2017","RMB",29.71,"Clients of Zhejiang Xiehai Shpg","China P.R.","Ningbo Pacific","China P.R.",,,,9534,,,,,,"N",7,7,"Y",79695,"N","N",,,,67119,35890,26
16278138,9728370,477045400,"Bulk","Audrey Tracy",34874,2016,"Namura Shipbuilding",,,"03-Mar-2017","USD",17.5,"Greek interests","Greece","MST - Mineralien","Germany",,,,7783,,"01-Jan-2014",,,,"Y",5,5,,44099,,,,,,34874,21545,1
15761929,9317157,574004580,"Bulk","Stella Maris",52454,2007,"Tsuneishi Zosen",,,"03-Mar-2017","USD",9.7,"Undisclosed interests","Unknown","Kambara Kisen","Japan",,,,,,"01-Dec-2003",,,,"Y",5,5,,67756,,,,,,52454,30046,9
16173716,9575266,538007449,"Bulk","JS Yukon*",63500,2013,"Sinopacific Dayang","#",5297.09,"03-Mar-2017",,,"Clients of Eagle Bulk","United States","Setaf-Saget","France",,,,,,"23-Oct-2009",,,,"Y",5,5,,77491.9,,"N",,,,63500,35812,3
16173590,9575151,538007450,"Bulk","JS Garonne*",63301,2012,"Sinopacific Dayang","#",5297.07,"03-Mar-2017",,,"Clients of Eagle Bulk","United States","Setaf-Saget","France",,,,,,"23-Oct-2009",,,,"Y",5,5,,77345,,"N",,,,63301,35812,4
16173653,9575216,538007454,"Bulk","JS Mekong*",63301,2013,"Sinopacific Dayang",,5297.01,"03-Mar-2017","USD",153,"Clients of Eagle Bulk","United States","Setaf-Saget","France",,,,,,"01-Jan-2010",,,,"Y",5,5,,77492,,"N",,,,63500,35812,3
16173640,9575204,538007405,"Bulk","JS Tamise*",63301,2013,"Sinopacific Dayang","#",5297.02,"03-Mar-2017",,,"Clients of Eagle Bulk","United States","Setaf-Saget","France",,,,,,"01-Jan-2010",,,,"Y",5,5,,77492,,"N",,,,63500,35812,4
16173679,9575228,538007406,"Bulk","JS Mississippi*",63301,2013,"Sinopacific Dayang","#",5297.03,"03-Mar-2017",,,"Clients of Eagle Bulk","United States","Setaf-Saget","France",,,,,,"23-Oct-2009",,,,"Y",5,5,,77491.9,,"N",,,,63500,35812,3
16173682,9575230,538007510,"Bulk","JS Missouri*",63301,2013,"Sinopacific Dayang","#",5297.04,"03-Mar-2017",,,"Clients of Eagle Bulk","United States","Setaf-Saget","France",,,,,,"01-Jan-2010",,,,"Y",5,5,,77493,,"N",,,,63500,35812,3
16173695,9575242,538007505,"Bulk","JS Narmada*",63301,2013,"Sinopacific Dayang","#",5297.05,"03-Mar-2017",,,"Clients of Eagle Bulk","United States","Setaf-Saget","France",,,,,,"23-Oct-2009",,,,"Y",5,5,,77492,,"N",,,,63500,35812,3
16173729,9575278,538007509,"Bulk","JS Yangtse*",63301,2013,"Sinopacific Dayang","#",5297.06,"03-Mar-2017",,,"Clients of Eagle Bulk","United States","Setaf-Saget","France",,,,,,"23-Oct-2009",,,,"Y",5,5,,77491.9,,"N",,,,63301,35812,3
16262887,9705988,538007507,"Bulk","JS Potomac*",63334,2015,"Sinopacific Zhejiang","#",5297.08,"03-Mar-2017",,,"Clients of Eagle Bulk","United States","Setaf-Saget","France",,,,,,"01-Jan-2013",,,,"Y",5,5,,77400,,,,,,63500,35812,2
12511257,9086538,538007375,"Bulk","Sound Future",29156,1996,"Tianjin Xingang HI",,,"01-Mar-2017",,,"Greek interests","Greece","Blue Ocean Mar.","Greece",,"Pakistan",,7884,384,"01-Sep-1993","07-Feb-2020",19.25,"$m","Y",5,5,,37539,,,"Pakistan",0,,29156,18495,20
12617539,9152246,357093000,"Bulk","Alkar Trust",30835,1997,"Minaminippon (Ozai)",,,"01-Mar-2017","USD",4,"Clients of Sarioglu Denizcilik","Turkey","Negmar Denizcilik","Turkey",,,,,,"01-May-1996",,,,"Y",5,5,,41585,,,,,,30835,18866,19
15603173,9304095,525103003,"Bulk","Admiral Schmidt",55309,2007,"Oshima Shipbuilding",,,"01-Mar-2017","USD",9.75,"Undisclosed interests","Unknown","Aquaship Ltd","Latvia",,,,8489,,"09-Oct-2003",,,,"Y",5,5,,69796,,,,,,55309,30721,10
16013579,9354064,352978201,"Bulk","Ikan Tamban",18951,2006,"Yamanishi Zosen",,,"28-Feb-2017","USD",5.1,"Undisclosed interests","Unknown","Sugahara Kisen","Japan",,,,,,"01-Mar-2005",,,,"Y",4,4,,23161,"N",,,,,18951,11681,10
16205150,9615418,636017943,"Bulk","Kapetan Trader III*",81713,2013,"Jiangsu New YZJ",,5293.03,"24-Feb-2017","USD",15,"Greek interests","Greece","Nisshin Shpg.Co.Ltd.","Japan",,,,,,"31-Dec-2010",,,,"N",7,7,,97529,,,,,,81713,44980,3
16205121,9615377,636017984,"Bulk","Kapetan Trader I*",81713,2013,"Jiangsu New YZJ",,5293.01,"24-Feb-2017","USD",15,"Greek interests","Greece","Nisshin Shpg.Co.Ltd.","Japan",,,,,,"31-Dec-2010",,,,"N",7,7,,97529,,,,,,81713,44980,4
16205147,9615406,636017985,"Bulk","Kapetan Trader II*",81767,2013,"Jiangsu New YZJ",,5293.02,"24-Feb-2017","USD",15,"Greek interests","Greece","Nisshin Shpg.Co.Ltd.","Japan",,,,,,"31-Dec-2010",,,,"N",7,7,,97529,,,,,,81767,44980,3
16210125,9650872,636017989,"Bulk","Canon Trader II*",81711,2013,"Jiangsu New YZJ",,5293.04,"24-Feb-2017","USD",15,"Greek interests","Greece","Nisshin Shpg.Co.Ltd.","Japan",,,,,,"18-Apr-2011",,,,"N",7,7,,97784,,,,,,81711,44980,3
15712897,9323053,212684000,"Bulk","Billion Trader II",82014,2007,"Tsuneishi Zosen",,,"22-Feb-2017","USD",12.5,"Greek interests","Greece","Nisshin Shpg.Co.Ltd.","Japan",,,,12011,,"02-Apr-2004",,,,"N",7,7,,97096,"N","N",,,,82050,42887,9
12730513,9238478,352986194,"Bulk","26 Agustos",52455,2002,"Tsuneishi Cebu",,,"22-Feb-2017","USD",5.2,"Undisclosed interests","Unknown","Nemtas Nemrut Liman","Turkey",,,,,,"19-May-2000",,,,"Y",5,5,"N",67756,"N","N",,,,52455,30303,14
16211580,9639529,248173000,"Bulk","Super Star*",205855,2014,"Qingdao Yangfan Ind",,5289.01,"22-Feb-2017","USD",30.8,"Clients of Dryships","Greece","Hong Xiang Shpg.","China P.R.",,,,,,"04-Nov-2011",,,,"N",9,9,,226130,,,,,,205855,107162,2
16304875,9639476,248177000,"Bulk","Wish Star*",205855,2015,"Qingdao Yangfan Ind",,5289.02,"22-Feb-2017","USD",32.8,"Clients of Dryships","Greece","Hong Xiang Shpg.","China P.R.",,,,,,"04-Nov-2011",,,,"N",9,9,,226130,,,,,,205855,107162,1
16211564,9627837,248172000,"Bulk","Valley Star*",205123,2013,"Qingdao Yangfan Ind",,5289.03,"22-Feb-2017","USD",28.8,"Clients of Dryships","Greece","Hong Xiang Shpg.","China P.R.",,,,30387,,"28-Jan-2011",,,,"N",9,9,,226130,,,,,,205123,107162,3
16211577,9639517,248188000,"Bulk","Moritz Oldendorff*",205170,2013,"Qingdao Yangfan Ind",,5289.04,"22-Feb-2017","USD",28.8,"Clients of Dryships","Greece","Hong Xiang Shpg.","China P.R.",,,,,,"28-Jan-2011",,,,"N",9,9,,226130,,,,,,205170,107162,3
12578513,9135652,256739000,"Bulk","Evanthia*",43222,1996,"Hyundai HI (Ulsan)",,5290.01,"22-Feb-2017","USD",7,"Russian interests","Russia","Vulcanus Technical","Greece",,,,,,"21-Aug-1995",,,,"Y",5,5,"Y",54232,,,,,,43222,25503,20
