"Listing"

"WFR Listing"
"Created 09 March 2022 20:11"


"CVN","IMO Number","MMSI (Maritime Mobile Service Identity)","Type at Sale","Name at Sale","Dwt","Built","Builder","En. Bloc.","En. Bloc. No.","Sale Date","Currency","Price (Sale)","Buyers","Buyer Country/Region","Sellers","Seller Country/Region","Old Type","Demo Location","Year Rebuilt Convert","LDT","Demo $/LDT","Contract Date","Demo Date","Price (NB)","Currency (NB)","TEU","Sale Teu Total Cap","Capacity (cu m)","Sale Dwt Tonnes","Sale Gt","Vessel Age At Sale"
12931383,9126871,375807000,"Container","CMA CGM Samba",14191,1997,"Szczecin Shipyard",,,"27-Apr-2012",,,"Undisclosed interests","Unknown","Rickmers Reederei","Germany",,"Bangladesh",,5765,473,"07-Apr-1995","26-Apr-2019",21,"$m",1162,1162,,14191,10749,14
13037121,9157703,636015674,"Container","Bunga Raya Dua*",48244,1998,"Hyundai HI (Ulsan)",,4353.01,"24-Apr-2012","USD",13,"Clients of Costamare","Greece","MISC","Malaysia",,"India",,15613,,"20-Sep-1996","05-Oct-2018",38,"$m",3842,3842,,48244,38582,13
13037097,9157698,620279000,"Container","Bunga Raya Satu*",48304,1998,"Hyundai HI (Ulsan)",,4353.02,"24-Apr-2012","USD",13,"Clients of Costamare","Greece","MISC","Malaysia",,"India",,15864,468,"20-Sep-1996","31-May-2018",38,"$m",3842,3842,,48304,39582,13
15459981,9301081,538090596,"Container","HR Magician",10600,2005,"Volharding Shipyards",,,"20-Apr-2012","USD",11,"German interests","Germany","Hammonia Reederei","Germany",,,,4976,,"22-May-2003",,,,917,917,,10600,8970,6
12918421,9122526,441855000,"Container","Helvetia",20084,1996,"Blohm + Voss SY",,,"18-Apr-2012","USD",5,"Far Eastern interests","South Korea","Martime Gesellschaft","Germany",,"India",,6960,468,"26-Jan-1995","17-May-2019",,,1518,1518,,20084,15859,15
59492751,9492751,636018167,"Container","Sudmuhle",9906,2008,"Zhejiang Zhenxing",,,"18-Apr-2012","EUR",2,"Greek interests","Greece","Unknown","Unknown",,,,,,"01-Jan-2005",,,,700,752,,9906,7519,4
15658173,9315381,636015744,"Container","Bunga Seroja Dua*",103773,2007,"Daewoo (DSME)",,4350.01,"17-Apr-2012","USD",46.7,"Clients of Marinakis","Greece","MISC","Malaysia",,,,,,"16-Jan-2004",,83,"$m",7943,7943,,103773,89776,5
15658049,9315379,636015743,"Container","Bunga Seroja Satu*",103717,2006,"Daewoo (DSME)",,4350.02,"17-Apr-2012","USD",49.3,"Clients of Marinakis","Greece","MISC","Malaysia",,,,25608,,"16-Jan-2004",,83,"$m",7943,7943,,103717,89776,5
13003821,9147124,525025077,"Container","Maasdiep",6853,1997,"Pattje Shipyards",,,"10-Apr-2012","USD",3.7,"Indonesian interests","Indonesia","Feederlines B.V.","Netherlands",,,,3082,,"01-Apr-1996",,,,600,600,,6853,5296,14
12931259,9126869,533130926,"Container","Mai Rickmers",14077,1997,"Szczecin Shipyard",,,"02-Apr-2012",,,"Undisclosed interests","Unknown","Rickmers Reederei","Germany",,,,5730,,"07-Apr-1995",,21,"$m",1162,1162,,14077,10743,14
16017993,9360972,636021459,"Container","Euro Solid",10316,2006,"Peters S.B.",,,"27-Mar-2012",,,"Clients of Woodstreet Inc.","United Kingdom","Global Hanseatic","Germany",,,,4219,,"01-Apr-2005",,,,801,822,,10316,8032,5
14922411,9334351,636015646,"Container","Cap Norte",41850,2007,"Szczecin Shipyard",,,"23-Mar-2012","USD",29,"Clients of Euroseas","Greece","NSC Schiffahrt","Germany",,,,14848,,"30-May-2003",,,,3091,3100,,41850,35881,4
13003247,9146077,525015962,"Container","Shima",17250,1997,"Shin Kochi Jyuko",,,"23-Mar-2012","USD",5,"Indonesian interests","Indonesia","Nippon Yusen Kaisha","Japan",,,,,,"01-Apr-1996",,,,1157,1157,,17250,13448,14
14203363,9064956,477766300,"Container","Clonmore",7480,1993,"Schpsw. Lanser",,,"09-Mar-2012","USD",2.4,"Chinese interests","China P.R.","North Atlantic Shpg","Ireland",,"Bangladesh",,2753,,,"26-Mar-2021",,,550,550,,7480,5299,18
14208997,9063988,304010376,"Container","Border",14120,1993,"Szczecin Shipyard",,,"05-Mar-2012","USD",3,"Undisclosed interests","Unknown","Rickmers Reederei","Germany",,,,5723,,,,,,1156,1156,,14120,10736,18
14203105,9070852,620389000,"Container","Paul Rickmers*",14191,1993,"Szczecin Shipyard",,4334.03,"05-Mar-2012","USD",4.5,"Clients of MTT","Malaysia","Rickmers Reederei","Germany",,"Bangladesh",,,,,"01-Apr-2018",,,1162,1162,,14191,10733,28
12934205,9126962,525015943,"Container","Sanne",14630,1996,"Volkswerft",,,"02-Mar-2012","USD",4.1,"Undisclosed interests","Indonesia","Hansen & Lange","Denmark",,,,,,"05-May-1995",,23,"$m",1122,1122,,14630,12029,15
12951749,9131814,525025078,"Container","Osnabruck",12950,1996,"J. J. Sietas",,,"02-Mar-2012","USD",3.7,"Indonesian interests","Indonesia","Harry Brohan","Germany",,,,4600,,"28-Jul-1995",,,,942,942,,12950,9991,15
15997759,9357547,229480000,"Container","X-Press Dhaulagiri*",22314,2008,"CSBC (Keelung)",,4331.01,"27-Feb-2012","USD",21,"German interests","Germany","Sea Consortium","Singapore",,,,,,"18-Mar-2005",,34,"$m",1713,1713,,22314,18123,3
15997625,9357535,636018529,"Container","X-Press Annapurna*",22314,2008,"CSBC (Keelung)",,4331.02,"27-Feb-2012","USD",21,"German interests","Germany","Sea Consortium","Singapore",,,,,,"18-Mar-2005",,34,"$m",1713,1713,,22314,18123,3
12881053,9106766,525005073,"Container","Sylvette*",10740,1995,"Miho Shipyard",,4329.01,"22-Feb-2012","USD",4.7,"Indonesian interests","Indonesia","Alnwick Harmstorf","Germany",,"Unknown",,4315,,"08-Apr-1994","01-Aug-2019",22.5,"$m",844,844,,10740,7869,16
12845497,9085601,525003137,"Container","Florence*",10740,1995,"Miho Shipyard",,4329.02,"22-Feb-2012","USD",4.7,"Indonesian interests","Indonesia","Alnwick Harmstorf","Germany",,"Indian Sub cont",,4310,,,"22-Nov-2019",,,841,841,,10740,7869,17
12883181,9106649,525025076,"Container","Andrea",14454,1995,"Volkswerft",,,"16-Feb-2012","USD",4.2,"Indonesian interests","Indonesia","Hansen & Lange","Denmark",,,,,,"06-May-1994",,,,1104,1104,,14454,11964,16
14184679,7803164,533625000,"Container","Johan Crystal Dua*",7356,1979,"CSBC (Kaohsiung)","#",4332.07,"01-Feb-2012",,,"Undisclosed interests","Unknown","Johan Shpg","Malaysia",,"Bangladesh",,2956,,,"05-Oct-2018",,,335,335,,7356,5077,32
16095104,9438080,533000522,"Container","Johan Success*",12189,2007,"Ningbo Boda SB","#",4332.05,"01-Feb-2012",,,"Undisclosed interests","Unknown","Johan Shpg","Malaysia",,,,,,"01-Jan-2004",,,,815,815,,12189,9009,4
59477268,9477268,533170079,"Container","Johan Prosper*",13177,2008,"Zhejiang Hangchang","#",4332.04,"01-Feb-2012",,,"Undisclosed interests","Unknown","Johan Shpg.","Malaysia",,,,,,"01-Sep-2005",,,,908,908,,13177,9689,3
12984389,9141687,376045000,"Container","Boltentor",5450,1998,"Jiangyang S.Y.",,,"31-Jan-2012",,,"Clients of Moon Light Shipping","Lebanon","Phoenix Reederei GmbH.","Germany",,"India",,2031,,"01-Dec-1995","12-Jul-2020",,,511,511,,5450,5025,13
12984255,9141675,525009076,"Container","Nordertor*",5449,1998,"Jiangyang S.Y.",,4312.02,"16-Dec-2011",,,"Undisclosed interests","Unknown","Phoenix Reederei","Germany",,,,,,"01-Dec-1995",,,,510,510,,5449,5025,13
12984097,9141651,548464100,"Container","Neutor*",5450,1998,"Jiangyang S.Y.",,4312.03,"16-Dec-2011",,,"Undisclosed interests","Unknown","Phoenix Reederei","Germany",,,,,,"01-Dec-1995",,,,511,511,,5450,5025,13
12972731,9138367,574002190,"Container","Wec Frans Hals",7225,1997,"J. J. Sietas",,,"12-Dec-2011","USD",3.9,"Undisclosed interests","Unknown","E.-A. Von Allworden","Germany",,,,2907,,"28-Nov-1995",,,,700,700,,7225,6362,14
15003843,9261384,477167800,"Container","Chiangmai Bridge",18053,2002,"Iwagi Zosen",,,"05-Dec-2011","USD",11,"Clients of SITC China","China P.R.","Shoei Kisen K.K.","Japan",,,,,,"01-Jan-2001",,,,1005,1005,,18053,13267,9
14637625,9264233,548471100,"Container","Siefke",5650,2002,"Jingjiang Sumec",,,"30-Nov-2011","USD",4.8,"Undisclosed interests","Unknown","MSG-Moormeland","Germany",,,,,,"01-Oct-2000",,,,519,519,,5650,4500,9
15592905,9311749,209849000,"Container","St. Cergue",39421,2006,"Hyundai Mipo",,,"25-Nov-2011","USD",23,"Clients of Soundview","United States","Suisse-Atlantique","Switzerland",,,,,,"19-Sep-2003",,,,2826,2826,,39421,27789,4
14067563,8902125,525015924,"Container","MSC Panama",26288,1989,"Bremer Vulkan",,,"07-Nov-2011",,,"Undisclosed interests","Unknown","F. Laeisz","Germany",,,,,,,,,,1743,1743,,26288,18037,21
12887213,9108398,636020919,"Container","HC Maria",18400,1996,"Stocznia Gdynia",,,"03-Nov-2011","USD",4.9,"Greek interests","Greece","Marlink Schiffs.","Germany",,,,6810,,"30-Jun-1994",,21.85,"$m",1129,1129,,18400,14241,15
12987469,9142435,515466000,"Container","Jin Man Hai*",4900,1997,"Kroeger Werft",,4296.01,"18-Oct-2011","USD",2,"Canadian interests","Canada","Chongqing Shipping","China P.R.",,,,,,"01-Feb-1996",,,,366,366,,4900,2900,14
12987201,9142411,620528000,"Container","Jin Man He*",4830,1996,"Kroeger Werft",,4296.02,"18-Oct-2011","USD",2,"Canadian interests","Canada","Chongqing Shipping","China P.R.",,,,,,"01-Feb-1996",,,,366,366,,4830,2986,15
13203807,9215660,338864000,"Container","Cap San Nicolas",50200,2001,"Samsung HI",,,"11-Oct-2011","USD",33,"Greek interests","Greece","Hamburg-Sud.","Denmark",,,,,,"16-Jul-1999",,,,3739,3739,,50200,40085,10
13203931,9215672,636020215,"Container","Cap San Marco",51087,2001,"Samsung HI",,,"11-Oct-2011","USD",33,"Greek interests","Greece","Hamburg-Sud.","Denmark",,,,,,"16-Jul-1999",,,,3739,3739,,50200,40085,10
13204141,9215696,636015494,"Container","Cap San Augustin",51087,2001,"Samsung HI",,,"11-Oct-2011","USD",33,"Greek interests","Greece","Hamburg-Sud.","Denmark",,,,,,"16-Jul-1999",,,,3739,3739,,51087,36900,10
13242835,9227273,636015524,"Container","Cap San Antonio",50200,2001,"Samsung HI",,,"11-Oct-2011","USD",33,"Greek interests","Greece","Hamburg-Sud.","Denmark",,,,,,"29-Feb-2000",,,,3739,3739,,50200,40085,10
13242969,9227285,,"Container","Cap San Raphael",50200,2002,"Samsung HI",,,"11-Oct-2011","USD",33,"Greek interests","Greece","Hamburg-Sud.","Denmark",,,,,,"29-Feb-2000",,,,3739,3739,,50200,40085,9
12920787,9121857,372162000,"Container","John Mitchell*",5273,1997,"Elbewerft GmbH",,4290.01,"23-Sep-2011","EUR",2,"Undisclosed interests","Unknown","Andre Wieczorek","Germany",,,,,,"10-Feb-1995",,,,523,523,,5273,3999,14
14215887,9067582,356083000,"Container","Lilly Mitchell*",5401,1993,"Hugo Peters",,4290.02,"23-Sep-2011","EUR",1.3,"Undisclosed interests","Unknown","Andre Wieczorek","Germany",,,,,,,,,,417,417,,5401,4193,17
14639203,9243306,477423900,"Container","MSC Ulsan",52785,2002,"Hyundai Samho HI",,,"21-Sep-2011","USD",30,"Clients of Costamare","Greece","Oltmann, D.","Germany",,,,,,"22-Dec-2000",,,,4132,4132,,52785,40108,8
14967609,9256755,636015404,"Container","MSC Viviana",85250,2003,"Hyundai HI (Ulsan)",,,"21-Sep-2011","USD",60,"Clients of Costamare","Greece","Mediterranean Shpg.","Italy",,,,,,"28-Aug-2001",,,,6724,6730,,85250,73819,8
14953181,9259379,255806053,"Container","Torge S.",33216,2003,"Naikai Zosen Setoda",,,"20-Sep-2011","USD",24,"Greek interests","Greece","Schepers, H.","Germany",,,,10997,,"04-Jul-2001",,,,2495,2495,,33216,27227,8
15591379,9112416,477424100,"Container","Yi Fa",6832,1994,"Dae Sun Shipbuilding",,,"12-Sep-2011","USD",3.6,"Chinese interests","China P.R.","Far East Ent. Co.","Hong Kong",,,,,,,,,,357,385,,6832,4879,17
13040721,9156216,525016701,"Container","Hal Admiralty",8350,1996,"Mawei SB (Mawei)",,,"09-Sep-2011","USD",7,"Clients of Tanto","Indonesia","Hartmann Schiff.","Germany",,,,3551,,"01-Jan-1996",,,,740,740,,8350,6114,14
14210545,9035515,525013016,"Container","Terra Bona",22308,1993,"Shin Kurushima",,,"07-Sep-2011","USD",8.4,"Clients of Tanto","Indonesia","Nissen Kaiun K.K.","Japan",,,,,,,,,,1256,1256,,22308,16869,18
16098684,9465291,373068000,"Container","N/B RESALE HULL",141184,2012,"Hyundai HI (Ulsan)",,,"19-Aug-2011","USD",156,"Clients of SinOceanic Shipping","China P.R.","E.R. Schiffahrt","Germany",,,,,,"27-Jul-2007",,175,"$m",13102,13092,,145000,,0
14205075,8912742,304010248,"Container","Major",12583,1992,"Szczecin Shipyard",,,"04-Aug-2011","USD",6.2,"Clients of Esmeralda Shipping","Germany","Projex-Schiff.","Germany",,"Bangladesh",,5165,447,,"31-Aug-2018",,,1012,1012,,12583,9600,18
12984547,9141704,304128000,"Container","Ratstor",5642,1999,"Jiangyang S.Y.",,,"05-Jul-2011","USD",4.5,"Undisclosed interests","New Zealand","Phoenix Reederei","Germany",,,,2935,,"01-Dec-1995",,,,511,511,,5642,5025,11
15860707,9347968,352001102,"Container","El Zorro",13760,2006,"Sinopacific Dayang",,,"30-Jun-2011","USD",15.4,"Chinese interests","China P.R.","Delphis N.V.","Belgium",,,,,,"08-Oct-2004",,20,"$m",1114,1114,,13760,9948,4
14121737,9012549,525025071,"Container","Unicorn Brave",8122,1992,"Atlantis Shpyd.",,,"13-Jun-2011","USD",3.5,"Indonesian interests","Indonesia","Wisdom Marine Lines","Taiwan",,"Indian Sub cont",,3334,,,"19-Jul-2019",,,604,604,,8122,7197,18
16021040,9367803,352978233,"Container","Taicang Dragon",34418,2008,"Xiamen Shipbuilding",,,"27-May-2011","USD",32.3,"Clients of Seachange","United States","Marine Capital Ltd.","United Kingdom",,,,,,"10-Aug-2005",,,,2578,2578,,34418,26936,2
12899029,9117662,760000740,"Container","Jade Trader",14700,1995,"Volkswerft",,,"24-May-2011","USD",10.5,"Clients of CSAV","Peru","Hermann Buss","Germany",,"India",,5728,452,"01-Sep-1994","23-Nov-2018",,,1131,1131,,14700,11987,15
12910133,9122045,636018977,"Container","CCNI Magallanes",22984,1996,"Szczecin Shipyard",,,"23-May-2011","USD",12,"Clients of D'Amico","Italy","Ernst Russ GmbH","Germany",,"India",,7851,392,"01-Dec-1994","09-Nov-2018",,,1730,1730,,22984,16800,14
16035155,9406934,636018124,"Container","Pacific Hawk",13760,2008,"CSC Jinling Shipyard",,,"13-May-2011","USD",20.5,"German investors","Germany","W. Bockstiegel","Germany",,,,,,"17-Mar-2006",,,,1118,1118,,13760,9966,2
16014547,9352432,566127000,"Container","Sinar Bandung",14984,2005,"Hakata Zosen",,,"05-May-2011","USD",15.2,"Indonesian interests","Indonesia","Hakuyo Kisen YK","Japan",,,,,,"01-Apr-2004",,,,1054,1050,,14984,12653,5
13063425,9187320,374239000,"Container","Van Niger",29277,1999,"Imabari SB Marugame",,,"26-Apr-2011","USD",19.5,"Clients of Seachange","United States","Jafett Shipping Inc.","Japan",,,,9500,,"24-Jan-1997",,,,2135,1950,,29277,24724,12
13908759,8913069,,"Container","Marti Prime",4659,1991,"J. J. Sietas",,,"28-Mar-2011","USD",2.65,"Undisclosed interests","Unknown","Atlas Gemi","Turkey",,,,,,,,,,372,372,,4659,3815,19
16090109,9454424,215158000,"Container","CMA CGM Magellan*",157254,2010,"Daewoo (DSME)",,4233.01,"22-Mar-2011","USD",171,"Clients of S.F.I","Norway","CMA-CGM","France",,,,,,"08-Jun-2007",,165,"$m",13880,13880,,157254,150269,0
16090088,9454400,215154000,"Container","CMA CGM Corte Real*",156887,2010,"Daewoo (DSME)",,4233.02,"22-Mar-2011","USD",171,"Clients of S.F.I","Norway","CMA-CGM","France",,,,,,"08-Jun-2007",,165,"$m",13880,13880,,156887,152991,0
13167545,9189263,,"Container","Makassar Caraka Jaya Niaga",4180,1998,"P.T. Iki",,,"18-Mar-2011","USD",0.96,"Indonesian interests","Indonesia","Djakarta Lloyd","Indonesia",,,,1850,,"01-Oct-1997",,,,208,208,,4180,3401,12
13176147,9202792,565953000,"Container","Sinar Solo",15218,1999,"Hakata Zosen",,,"15-Mar-2011","USD",11,"Clients of Samudera","Indonesia","Bell Shipmanagement","Japan",,,,,,"01-Apr-1998",,,,1060,1060,,15218,12351,12
13787107,8901925,636019846,"Container","MSC Granada",12578,1992,"Szczecin Shipyard",,,"14-Mar-2011","USD",6,"Clients of Costamare","Greece","Projex-Schiff.","Germany",,"India",,5246,,,"05-Jun-2020",,,1012,1012,,12578,9601,18
13131241,9192052,441782000,"Container","Henry Schulte",11400,2000,"Xiamen Shipbuilding",,,"08-Mar-2011","USD",10,"Clients of Sinokor","South Korea","Thomas Schulte","Germany",,"Bangladesh",,4768,,"01-Feb-1998","12-Sep-2020",,,834,834,,11400,8986,11
14997293,9258856,477493600,"Container","Phuket Bridge",18061,2001,"Iwagi Zosen",,,"25-Feb-2011","USD",14.5,"Clients of SITC","China P.R.","Ehime Kaiun","Japan",,,,,,"01-Jan-2001",,,,1005,1005,,18061,13267,9
13013891,9148805,577508000,"Container","CEC Accord",5093,1998,"Yardimci Deniz",,,"25-Feb-2011","USD",4,"Indonesian interests","Indonesia","Clipper/Graig J/V","United Kingdom",,,,,,"14-May-1996",,,,364,364,,5093,3838,13
16098668,9465277,636015604,"Container","E.R. Altair*",140989,2012,"Hyundai HI (Ulsan)",,,"18-Feb-2011","USD",155,"Clients of GTB","Norway","E.R. Schiffahrt","Germany",,,,,,"27-Jul-2007",,175,"$m",13102,13092,,145000,,-1
16098655,9465265,636015506,"Container","E.R. Vega*",140989,2012,"Hyundai HI (Ulsan)",,,"18-Feb-2011","USD",155,"Clients of GTB","Norway","E.R. Schiffahrt","Germany",,,,,,"27-Jul-2007",,175,"$m",13102,13092,,145000,,-1
12805383,9043756,352270000,"Container","Newport Bridge",47384,1993,"Shin Kurushima",,,"03-Feb-2011","USD",18.3,"Clients of MSC","Italy","Kawasaki Kisen","Japan",,,,17695,,,,,,3500,3500,,47384,48237,17
12789195,9007831,636015128,"Container","Maersk Maine*",31829,1992,"Hyundai HI (Ulsan)",,4211.01,"02-Feb-2011","USD",10.5,"Clients of Costamare","Greece","Maersk Line","Denmark",,"India",,8309,,,"25-Oct-2019",,,2024,1928,,31829,23953,18
12789061,9007829,636015127,"Container","Maersk Maryland*",31829,1991,"Hyundai HI (Ulsan)",,4211.02,"02-Feb-2011","USD",10.5,"Clients of Costamare","Greece","Maersk Line","Denmark",,"India",,8338,,,"30-Sep-2019",,,2023,1928,,31829,23953,19
13838063,9007817,636015129,"Container","Maersk Vermont*",31829,1991,"Hyundai HI (Ulsan)",,4211.03,"02-Feb-2011","USD",10.5,"Clients of Costamare","Greece","Maersk Line","Denmark",,"India",,8309,,,"06-Dec-2019",,,2023,1928,,31829,23953,19
15266503,9275397,636015233,"Container","OOCL Melbourne",43093,2003,"Koyo Dock",,,"31-Jan-2011","USD",28,"Clients of Seachange","United States","Doun Kisen K.K.","Japan",,,,13600,,"31-Oct-2001",,,,2762,2750,,43093,34610,7
13768085,8907931,636015028,"Container","Oranje",29651,1991,"Uljanik Brod.",,,"28-Jan-2011","USD",7.5,"Clients of Costamare","Greece","Safmarine Cont. Line","Denmark",,"Bangladesh",,11316,,,"22-Mar-2019",,,2098,2098,,29651,27103,19
12910683,9117181,636015121,"Container","Forever Prosperity",22800,1996,"Stocznia Gdansk",,,"25-Jan-2011","USD",10,"Clients of Costamare","Greece","Jutha Maritime","Thailand",,,,8170,,"02-Dec-1994",,,,1504,1550,,22800,17287,14
14631881,9245689,210565000,"Container","MSC Frisia",13760,2003,"CSC Jiangdong",,,"21-Jan-2011","USD",6.5,"Clients of Tanto Intim","Indonesia","W. Bockstiegel","Germany",,,,5052,,"15-Nov-2000",,,,1118,1118,,13760,9900,7
12871241,9111450,511100337,"Container","Merkur Lake",12576,1994,"Szczecin Shipyard",,,"05-Jan-2011","USD",7.5,"Asian interests","Unknown","F. A. Vinnen & Co.","Germany",,"Bangladesh",,5248,,"04-Feb-1994","21-Sep-2020",6,"$m",1016,1016,,12576,9602,16
15266211,9275361,357231000,"Container","OOCL Xiamen",43093,2003,"Koyo Dock",,,"05-Jan-2011","USD",27,"Clients of Technomar","Greece","OOCL","Hong Kong",,,,,,"31-Oct-2001",,,,2762,2750,,43093,34610,7
13025999,9150925,525010018,"Container","Hal Alexandra",8350,1996,"Mawei SB (Mawei)",,,"31-Dec-2010",,,"Indonesian interests","Indonesia","Hartmann Schiff.","Germany",,,,,,"01-Jan-1996",,,,739,739,,8350,6114,14
15989941,9349605,636015975,"Container","Fourth Ocean",85701,2011,"HHIC (Yeongdo)",,,"10-Dec-2010","USD",75,"Greek interests","Greece","Builders Account","Unknown",,,,,,"04-Mar-2005",,,,6572,6572,,85878,74175,0
15598457,9305013,371543000,"Container","Frisia Kopenhagen",38104,2005,"TKMS Nordseewerke",,,"07-Dec-2010","USD",36,"Undisclosed interests","United States","Hartmann Schiff.","Germany",,,,,,"30-Sep-2003",,,,2702,2702,,38104,27915,5
13248679,9232981,725019910,"Container","Artus",8745,2000,"Hegemann Rolandwerft",,,"07-Dec-2010","USD",7.5,"Greek interests","Greece","Draxl Schiffs.","Germany",,,,,,"01-Mar-2000",,,,698,698,,8745,6386,9
12893285,9111486,636019022,"Container","Zagora",14100,1995,"Szczecin Shipyard",,,"07-Dec-2010","USD",8.3,"Greek interests","Greece","I.M.T.C.","Morocco",,"India",,5661,,"05-Aug-1994","21-Aug-2020",,,1162,1162,,14100,10750,15
12923283,9122227,511100380,"Container","Conger",5207,1995,"J. J. Sietas",,,"06-Dec-2010","EUR",2.5,"German interests","Germany","H. & H. Szidat","Germany",,,,,,"17-Feb-1995",,,,508,508,,5207,3999,15
12934621,9127007,241657000,"Container","Caravelle",14643,1996,"Volkswerft",,,"03-Dec-2010","USD",9,"Greek interests","Greece","Gebruder Winter","Germany",,,,5794,,"05-May-1995",,23,"$m",1122,1122,,14643,12029,14
14001833,8715857,351356000,"Container","Majestic Maersk*",60639,1990,"Odense Lindo",,4185.01,"01-Dec-2010",,,"Clients of MSC","Italy","Maersk Line","Denmark",,,,23740,,,,,,4814,3922,,60639,52181,20
13998789,8715871,371853000,"Container","Magleby Maersk*",60350,1990,"Odense Lindo",,4185.03,"01-Dec-2010",,,"Clients of MSC","Italy","Maersk Line","Denmark",,,,23740,,,,,,4814,3922,,60350,52181,20
14006467,8715869,357363000,"Container","Marie Maersk*",60350,1990,"Odense Lindo",,4185.02,"01-Dec-2010",,,"Clients of MSC","Italy","Maersk Line","Denmark",,,,23740,,,,,,4814,3922,,60350,52181,20
16154636,9481532,636092181,"Container","Positano",39164,2011,"Nordic Yards Wismar",,,"24-Nov-2010","USD",39.9,"Clients of Hammonia Reederei","Germany","Unknown","Unknown",,,,,,"01-Oct-2007",,,,2798,2800,,38000,,0
13005117,9146663,441777000,"Container","Oriental Bright",17468,1996,"Imabari SB (Imabari)",,,"18-Nov-2010",,,"Undisclosed interests","South Korea","Soki Kisen K.K.","Japan",,,,,,"01-Oct-1995",,,,1129,1129,,16500,13300,13
13065687,9209908,441772000,"Container","Vsico Promote",8515,1999,"Murakami Hide",,,"09-Nov-2010","USD",7,"Clients of Sinokor","South Korea","Vinashin Ocean","Vietnam",,,,,,"31-Jan-1997",,,,566,566,,8515,6543,11
12979493,9140061,477387600,"Container","Siam 1",15628,1996,"Iwagi Zosen",,,"05-Nov-2010","USD",8,"Far Eastern interests","Taiwan","Kawasaki Kisen","Japan",,,,,,"01-Jul-1995",,,,908,927,,15628,11810,14
15579885,9301988,255806054,"Container","CMA CGM Telopea",37180,2007,"Szczecin Shipyard",,,"29-Oct-2010",,,"Clients of Euromar","Greece","Horst Zeppenfeld","Germany",,,,14306,,"04-Sep-2003",,,,2785,2785,,37125,32903,3
15681263,9318113,354751000,"Container","CMA CGM Orca*",65845,2006,"Hyundai Samho HI",,4169.01,"27-Oct-2010","USD",52.5,"Clients of Technomar","Greece","CMA-CGM","France",,,,,,"04-Feb-2004",,,,5078,5078,,65845,54309,3
15681397,9318125,353467000,"Container","CMA CGM Dolphin*",65845,2007,"Hyundai Samho HI",,4169.02,"27-Oct-2010","USD",52.5,"Clients of Technomar","Greece","CMA-CGM","France",,,,,,"04-Feb-2004",,,,5078,5078,,65845,54309,3
13220183,9220304,564820000,"Container","Sinar Bangka",15236,2000,"Hakata Zosen",,,"13-Oct-2010",,,"Clients of Iseaco Pte Ltd","Singapore","Kowa Marine Service","Japan",,,,,,"01-Oct-1998",,,,1060,1060,,15236,12563,10
15858283,9334818,636092914,"Container","Hansa Marburg",23419,2007,"Guangzhou Wenchong",,,"07-Oct-2010","USD",25,"Clients of Ocean Partners","Germany","Leonhardt & Blumberg","Germany",,,,,,"07-Oct-2004",,,,1740,1740,,23400,18300,3
15306739,9262871,701104000,"Container","Sinar Bontang",14967,2002,"Hakata Zosen",,,"06-Oct-2010","USD",14,"Clients of Ultrapetrol","Argentina","Meiho Kaiun","Japan",,,,,,"01-Oct-2001",,,,932,932,,14967,12563,8
15790561,9316098,374855000,"Container","Stadt Celle",13710,2005,"CSC Jinling Shipyard",,,"30-Sep-2010","USD",15,"Clients of Lomar Shipping","Greece","Thien & Heyenga","Germany",,,,5200,,"06-Oct-2004",,,,1118,1118,,13760,9966,4
14199015,8806802,636014911,"Container","Andaman Sea*",47230,1990,"Howaldtswerke Werft","#",4153.02,"30-Sep-2010",,,"Clients of Costamare","Greece","Torvald Klaveness","Norway",,,,,,,,,,3029,3029,,47230,37209,31
16137905,9499010,564738000,"Container","Genius",13760,2008,"Jiangsu Eastern",,,"22-Sep-2010","USD",20,"German interests","Germany","QC Container","Bangladesh",,,,,,"01-Jan-2007",,,,1022,1022,,13760,9954,2
16137918,9499022,525100468,"Container","Sea Venture",13760,2008,"Jiangsu Eastern",,,"22-Sep-2010","USD",20,"German interests","Germany","QC Container","Bangladesh",,,,,,"01-Jan-2007",,,,1022,1022,,13760,9954,1
15706083,9338967,636014956,"Container","Lambert Schulte*",23400,2005,"Guangzhou Wenchong","#",4146.02,"08-Sep-2010",,,"Greek interests","Greece","Schulte Group","Germany",,,,8700,,"01-Feb-2003",,,,1740,1740,,23400,18334,5
16093568,9403413,636014955,"Container","Leopold Schulte*",23579,2007,"Guangzhou Wenchong","#",4146.03,"08-Sep-2010",,,"Greek interests","Greece","Schulte Group","Germany",,,,8700,,"01-Apr-2005",,,,1740,1740,,23579,18334,3
12891023,9136591,525005397,"Container","MOL Silver Fern",17429,1996,"Iwagi Zosen",,,"08-Sep-2010","USD",8.5,"Far Eastern interests","Unknown","Shoei Kisen K.K.","Japan",,,,,,"15-Jul-1994",,,,1005,1005,,17429,13310,14
13253149,9231494,538007209,"Container","Maersk Naorobi*",34717,2001,"Hyundai HI (Ulsan)",,4146.01,"08-Sep-2010","USD",75,"Greek interests","Greece","Schulte Group","Germany",,,,11008,,"30-Apr-2000",,,,2550,2550,,34717,26718,8
14205109,9039250,356037000,"Container","Northern Joy",31160,1992,"Szczecin Shipyard",,,"02-Sep-2010",,,"Undisclosed interests","Italy","NSB Niederelbe","Germany",,,,,,,,,,1893,1893,,31160,30567,17
