"Listing"

"WFR Listing"
"Created 09 March 2022 20:02"


"CVN","Core Deployment Type (Last 12 Months)","Port Core Deployment (Last 12 Months)","Country Core Deployment (Last 12 Months)","Region Core Deployment (Last 12 Months)","Continent Core Deployment (Last 12 Months)","Atlantic/Pacific Deployment (Last 12 Months)","West Coast N America Deployment (Time in Last 12 Months, %)","West Coast S America Deployment (Time in Last 12 Months, %)","East Coast N America Deployment (Time in Last 12 Months, %)","East Coast S America Deployment (Time in Last 12 Months, %)","West Coast Africa Deployment (Time in Last 12 Months, %)","UK/Cont Deployment (Time in Last 12 Months, %)","East Coast Africa Deployment (Time in Last 12 Months, %)","Med/Black Sea Deployment (Time in Last 12 Months, %)","Australasia Deployment (Time in Last 12 Months, %)","Middle East Deployment (Time in Last 12 Months, %)","East Asia Deployment (Time in Last 12 Months, %)","Indian Subcont Deployment (Time in Last 12 Months, %)","SE Asia Deployment (Time in Last 12 Months, %)","North Asia Deployment (Time in Last 12 Months, %)","Southern Ocean Deployment (Time in Last 12 Months, %)","Arctic Deployment (Time in Last 12 Months, %)","Aux Consumption at Laden Speed (tpd)","Aux Consumption In Port - Idle (tpd)","Aux Consumption In Port - Working (tpd)","Aux Consumption In Port (tpd)","Aux Consumption at Service Speed (tpd)","Hatch Description","Depth Moulded (m)","Group","Beam Ext (m)","Bridge Position Ind","Max TEU Tiers on Deck","TEU Max Row Athwart","Reefer Plugs Total No","Twin Island (Ind)"
15494337,"International",,,,,"Atlantic/Pacific",,,1,,0,17,,8,,17,24,22,11,,,,,,,,,,24.6,"FCC",,,,,710,"N"
15494461,"International",,,,,"Atlantic",,,44,,12,11,,32,,,,,,,,,,,,,,,24.6,"FCC",,,,,710,"N"
15494887,"Regional",,,"United Kingdom/Continent","Europe","Atlantic",,,,,,100,,,,,,,,,,,,,,,,,12.3,"FCC",,,,,200,"N"
15494911,"Regional",,,"United Kingdom/Continent","Europe","Atlantic",,,,,,100,,,,,,,,,,,,,,,,,12.3,"FCC",,,,,200,"N"
15495255,"National",,"Russia","North Asia","Asia","Pacific",,,,,,,,,,,7,,,93,,,,,,,,,9.45,"FCC",,,,,150,"N"
15495389,"National",,"Russia","North Asia","Asia","Pacific",,,,,,,,,,,8,,,92,,,,,,,,,9.45,"FCC",,,,,150,"N"
15497125,"International",,,,,"Atlantic/Pacific",,,23,,6,2,13,20,8,5,9,8,6,,,,,,,,,,24.6,"FCC",,,,,550,"N"
15497259,"International",,,,,"Atlantic/Pacific",,,30,,7,18,0,29,,10,,6,,,,,,,,,,,24.6,"FCC",,,,,550,"N"
15497383,"International",,,,,"Atlantic/Pacific",,,,,0,3,0,2,,34,23,7,31,,,,,,,,,,19,"FCC",,,,,586,"N"
15497417,"National",,"U.A.E.","Middle East","Middle East/ISC","Pacific",,,,,,,,,,100,,,,,,,,,,,,,19,"FCC",,,,,500,"N"
15497967,"International",,,,,"Atlantic/Pacific",,,,,,,0,7,,10,49,17,17,,,,,,,,,,27.3,"FCC",,,,,700,"N"
15498043,"International",,,,,"Atlantic/Pacific",,,5,,28,0,14,7,,2,25,1,18,,,,,,,,,,24.6,"FCC",,,,,704,"N"
15498177,"International",,,,,"Atlantic/Pacific",,,,,0,11,,38,,37,,14,,,,,,,,,,,24.6,"FCC",,,,,704,"N"
15498201,"International",,,,,"Atlantic/Pacific",10,,4,2,2,,3,,,3,45,13,16,3,,,,,,,,,27.3,"FCC",,,,,700,"N"
15500847,"International",,,,,"Pacific",,,,,,,,,15,1,3,12,68,,,,,,,,,,16.8,"FCC",,,,,300,"N"
15500971,"International",,,,,"Pacific",,,,,,,,,,,62,7,31,,,,,,,,,,16.8,"FCC",,,,,300,"N"
15501057,"International",,,,,"Pacific",55,,,,,,,,,,39,,,6,,,,,,,,,24.2,"FCC",,,,,839,"N"
15501181,"International",,,,,"Atlantic/Pacific",21,17,6,,2,0,0,3,,4,27,5,12,2,,,,,,,,,24.2,"FCC",,,,,839,"N"
15501215,"International",,,,,"Pacific",42,,,,,,,,,,50,,,8,,,,,,,,,24.2,"FCC",,,,,839,"N"
15501349,"International",,,,,"Atlantic/Pacific",22,,19,,,,,,,3,45,3,5,3,,,,,,,,,24.2,"FCC",,,,,839,"N"
15501473,"International",,,,,"Atlantic/Pacific",27,14,13,,,,,,,,37,,7,3,,,,,,,,,24.2,"FCC",,,,,839,"N"
15501507,"International",,,,,"Atlantic/Pacific",36,,3,6,2,,4,,,,42,,2,5,,,,,,,,,24.2,"FCC",,,,,839,"N"
15501631,"International",,,,,"Atlantic/Pacific",,,,,,,1,22,,15,29,13,19,,,,,,,,,,24.2,"FCC",,,,,839,"N"
15501765,"International",,,,,"Pacific",42,,,,,,,,,3,48,2,0,9,,,,,,,,,24.2,"FCC",,,,,839,"N"
15501899,"International",,,,,"Atlantic/Pacific",20,,7,,2,0,0,3,,8,43,7,7,3,,,,,,,,,24.2,"FCC",,,,,839,"N"
15501923,"International",,,,,"Atlantic/Pacific",4,,,,,,2,17,,10,38,12,18,1,,,,,,,,,24.2,"FCC",,,,,839,"N"
15504395,"International",,,,,"Atlantic/Pacific",4,,36,,9,2,,19,,17,1,11,,,,,,,,,,,20.14,"FCC",42.87,,,,700,"N"
15504429,"International",,,,,"Atlantic/Pacific",3,,31,,7,2,,12,,20,6,12,7,,,,,,,,,,20.14,"FCC",42.87,,,,700,"N"
15504553,"International",,,,,"Atlantic/Pacific",15,,31,,7,0,2,4,,3,22,4,8,2,,,,,,,,,20.14,"FCC",42.87,,,,700,"N"
15505639,"International",,,,,"Atlantic/Pacific",33,2,5,,1,0,0,1,,2,43,1,10,1,,,,,,,,,16.5,"FCC",,,,,400,"N"
15505763,"International",,,,,"Atlantic/Pacific",31,,6,,1,0,0,1,,1,42,1,14,2,,,,,,,,,16.5,"FCC",,,,,400,"N"
15505897,"International",,,,,"Atlantic/Pacific",8,,4,,1,0,,1,,2,62,1,20,,,,,,,,,,16.5,"FCC",,,,,354,"N"
15505921,"Regional",,,"Mediterranean / Black Sea","Europe","Atlantic",,,,,,,,100,,,,,,,,,,,,,,,14.2,"FCC",,,,,178,"N"
15506681,"International",,,,,"Atlantic",,,38,,16,3,,42,,,,,,,,,,,,,,,24.6,"FCC",,,,,550,"N"
15506715,"International",,,,,"Atlantic",,,37,,4,60,,,,,,,,,,,,,,,,,24.6,"FCC",,,,,700
15506849,"International",,,,,"Atlantic/Pacific",3,,41,,11,1,0,26,,1,14,1,2,1,,,,,,,,,24.6,"FCC",,,,,700
15506973,"International",,,,,"Pacific",36,,0,,1,,,2,,2,44,7,9,5,,,,,,,,,27.3,"FCC",,,,,700,"N"
15507059,"International",,,,,"Atlantic/Pacific",31,,,,,,1,12,,4,38,3,6,5,,,,,,,,,27.3,"FCC",,,,,700,"N"
15507183,"International",,,,,"Atlantic",,,60,40,,,,,,,,,,,,,,,,,,,16.7,"FCC",,,,,600,"N"
15507217,"International",,,,,"Atlantic",,,26,,17,1,,56,,,,,,,,,,,,,,,16.7,"FCC",,,,,600,"N"
15507341,"International",,,,,"Atlantic",,0,50,4,10,36,,,,,,,,,,,,,,,,,16.7,"FCC",,,,,600,"N"
15507475,"International",,,,,"Pacific",55,,,,,,,,,,33,,,12,,,,,,,,,16.7,"FCC",,,,,600,"N"
15507509,"International",,,,"Asia","Pacific",,,,,2,,3,,66,,,1,34,,,,,,,,,,21.8,"FCC",,,,,550,"N"
15507925,"International",,,,,"Pacific",39,3,,,,,,,,,40,,15,2,,,,,,,,,16.5,"FCC",,,,,400,"N"
15543031,"Regional",,,"Mediterranean / Black Sea","Europe","Atlantic",,,,,,,,100,,,,,,,,,,,,,,,19,"FCC",,,,,500,"N"
15543165,"International",,,,"Europe","Atlantic",,,,,,1,,99,,,,,,,,,,,,,,,19,"FCC",,,,,600,"N"
15543299,"International",,,,,"Pacific",71,,,,,,,,,,26,,,3,,,,,,,,,24.6,"FCC",,,,,500,"N"
15543873,"International",,,,,"Atlantic",,,42,,15,3,,40,,,,,,,,,,,,,,,24.6,"FCC",,,,,550,"N"
15545585,"International",,,,,"Atlantic/Pacific",,,6,,2,30,0,20,,23,,18,,,,,,,,,,,27.2,"FCC",,,,18,700,"N"
15545619,"International",,,,,"Atlantic/Pacific",,,35,,13,3,0,41,,4,,4,,,,,,,,,,,27.2,"FCC",,,,18,700,"N"
15545743,"International",,,,,"Atlantic/Pacific",7,,,,5,6,6,4,8,5,40,9,9,1,,,,,,,,,27.2,"FCC",,,,18,700,"N"
15545877,"International",,,,,"Atlantic/Pacific",,,,,0,13,11,21,29,12,,8,6,,,,,,,,,,27.2,"FCC",,,,18,700,"N"
15545901,"International",,,,,"Atlantic/Pacific",6,,7,,1,15,,5,,9,39,9,8,,,,,,,,,,27.2,"FCC",,,,18,700,"N"
15546087,"International",,,,,"Atlantic",,,,,67,0,,33,,,,,,,,,,,,,,,14.2,"FCC",,,,,178,"N"
15546111,"Regional",,,"Mediterranean / Black Sea","Europe","Atlantic",,,,,,,,100,,,,,,,,,,,,,,,14.2,"FCC",,,,,178,"N"
15546245,"Regional",,,"Mediterranean / Black Sea","Europe","Atlantic",,,,,,,,100,,,,,,,,,,,,,,,14.2,"FCC",,,,,178,"N"
15546379,"International",,,,,"Atlantic/Pacific",28,,23,,1,0,0,1,,1,40,1,2,4,,,,,,,,,24.4,"FCC",,,,,700,"N"
15546403,"International",,,,,"Atlantic/Pacific",,,,,20,,23,,,,36,,22,,,,,,,,,,24.4,"FCC",,,,,700,"N"
15546537,"International",,,,,"Pacific",29,,,,,,,,,,35,15,15,6,,,,,,,8.7,,24.2,"FCC",,,,,600,"N"
15546795,"International",,,,,"Pacific",14,,,,,,,,,,39,24,21,3,,,,,,,8.7,,24.2,"FCC",,,,,600,"N"
15546829,"International",,,,,"Pacific",56,,,,,,,,,,21,6,11,5,,,,,,,8.7,,24.2,"FCC",,,,,600,"N"
15546953,"International",,,,,"Pacific",53,,,,,,,,,,38,,,9,,,,,,,8.7,,24.2,"FCC",,,,,600,"N"
15547747,"International",,,,"Asia","Pacific",,,,,,,,,64,,4,,36,,,,,,,,,,19.3,"FCC",,,,,400,"N"
15547871,"International",,,,,"Atlantic/Pacific",,,,,44,,21,,,,14,1,21,,,,,,,,,,19.3,"FCC",,,,,400,"N"
15547905,"International",,,,,"Atlantic/Pacific",,,,,0,23,,52,,25,,,,,,,,,,,,,19.3,"FCC",,,,,400,"N"
15548081,"International",,,,,"Atlantic",,,56,4,16,0,,25,,,,,,,,,,,,,,,19.3,"FCC",,,,,400,"N"
15548115,"International",,,,"Asia","Pacific",,,,,,,,,,,95,,5,,,,,,,,,,11.2,"FCC",,,,,,"N"
15561819,"International",,,,,"Atlantic/Pacific",,,16,1,26,0,27,15,,7,,10,,,,,,,,,,,19.3,"FCC",,,,,400,"N"
15561943,"International",,,,,"Atlantic/Pacific",4,10,35,2,11,4,,25,,,7,,3,,,,,,,,,,19.3,"FCC",,,,,400,"N"
15562029,"International",,,,,"Atlantic/Pacific",5,,6,,31,0,8,3,,3,26,4,12,1,,,,,,,,,19.3,"FCC",,,,,400,"N"
15562153,"International",,,,,"Atlantic/Pacific",,,,,41,,,27,,32,,,,,,,,,,,,,19.3,"FCC",,,,,400,"N"
15562287,"International",,,,,"Atlantic/Pacific",42,,4,,1,1,0,1,,1,38,1,6,4,,,,,,,,,19.3,"FCC",,,,,400,"N"
15562995,"National",,"China P.R.","East Asia","Asia","Pacific",,,,,,,,,,,100,,,,,,,,,,,,21.6,"FCC",,,,,454,"N"
15563071,"International",,,,,"Atlantic/Pacific",,,,,0,15,2,23,,4,49,4,4,,,,,,,,,,21.6,"FCC",,,,,454,"N"
15565491,"International",,,,,"Pacific",,,,,,,3,,,96,,1,,,,,,,,,,,11.5,"FCC",,,,,220,"N"
15565525,"Regional",,,"Mediterranean / Black Sea","Europe","Atlantic",,,,,,,,100,,,,,,,,,,,,,,,11.5,"FCC",,,,,220,"N"
15571463,"International",,,,,"Pacific",,,,,,,,,,,,40,60,,,,,,,,,,10.8,"FCC",,,,,100,"N"
15571597,"International",,,,,"Atlantic/Pacific",,,,,5,,4,,,,14,,77,,,,,,,,,,10.8,"FCC",,,,,100,"N"
15574677,"International",,,,,"Atlantic/Pacific",,,13,,2,8,2,28,,23,5,17,1,,,,,,,,,,27.3,"FCC",,,,,700,"N"
15574701,"International",,,,,"Pacific",22,,,,6,,11,1,,10,28,11,14,3,,,,,,,,,27.3,"FCC",,,,,700,"N"
15576413,"National",,"China P.R.","East Asia","Asia","Pacific",,,,,,,,,,,100,,,,,,,,,,,,21.6,"FCC",,,,,454,"N"
15576547,"International",,,,,"Atlantic/Pacific",36,,6,,0,10,,3,5,7,24,2,2,6,,,,,,,,,21.6,"FCC",,,,,500,"N"
15576671,"International",,,,,"Pacific",34,,,,0,1,0,1,,2,40,6,14,3,,,,,,,,,21.6,"FCC",,,,,454,"N"
15576705,"National",,"China P.R.","East Asia","Asia","Pacific",,,,,,,,,,,100,,,,,,,,,,,,21.6,"FCC",,,,,454,"N"
15576839,"International",,,,"Middle East/ISC","Pacific",,,,,,,,,,74,,26,,,,,,,,,,,16,"FCC",,,,,300,"N"
15576963,"International",,,,,"Pacific",,,,,,,,,,,,16,84,,,,,,,,,,16,"FCC",,,,,300,"N"
15577049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.6,"FCC",,,,,300,"N"
15577173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.6,"FCC",,,,,300,"N"
15577207,"International",,,,,"Pacific",,,,,,,,,,,23,7,70,,,,,,,,,,13.5,"FCC",,,,,145,"N"
15577331,"International",,,,"Asia","Pacific",,,,,,,,,,,26,,74,,,,,,,,,,13.5,"FCC",,,,,145,"N"
15577465,"International",,,,"Asia","Pacific",,,,,,,,,,,98,,2,,,,,,,,,,13.5,"FCC",,,,,200,"N"
15577599,"Regional",,,"East Asia","Asia","Pacific",,,,,,,,,,,100,,,,,,,,,,,,13.5,"FCC",,,,,200,"N"
15579885,"International",,,,,"Pacific",,,,,,,,,,,47,23,30,,,,,,,,,,18.7,"FCC",,,,,432,"N"
15579919,"International",,,,,"Atlantic/Pacific",15,,40,12,4,0,,5,,6,6,8,2,2,,,,,,,,,18.7,"FCC",,,,,432,"N"
15581433,"International",,,,,"Atlantic",,,8,1,4,,,87,,,,,,,,,,,,,,,16.8,"FCC",,,,,586,"N"
15581567,"International",,,,"Asia","Pacific",,,,,,,,,,,76,,21,3,,,,,,,,,16.8,"FCC",,,,,586,"N"
15581691,"International",,,,,"Atlantic/Pacific",,,,,,,0,1,,13,5,73,9,,,,,,,,,,19.3,"FCC",,,,,300,"N"
15581725,"International",,,,,"Atlantic/Pacific",,,,,0,9,1,3,,30,25,24,7,,,,,,,,,,19.3,"FCC",,,,,300,"N"
15581859,"International",,,,,"Atlantic/Pacific",,,,,28,22,,23,,27,,,,,,,,,,,,,19.3,"FCC",,,,,300,"N"
15581983,"International",,,,,"Atlantic",,,,,65,,,35,,,,,,,,,,,,,,,19.3,"FCC",,,,,300,"N"
15583303,"International",,,,,"Atlantic/Pacific",17,,,,0,14,0,9,,8,30,8,12,1,,,,,,,,,24.4,"FCC",,,,,800,"N"
15583437,"International",,,,,"Atlantic/Pacific",29,,,,0,10,0,6,,5,34,5,8,2,,,,,,,,,24.4,"FCC",,,,,800,"N"
15583561,"International",,,,,"Atlantic/Pacific",31,,,,0,10,0,5,,5,28,6,10,3,,,,,,,,,24.4,"FCC",,,,,800,"N"
15583695,"International",,,,,"Atlantic/Pacific",15,,27,,4,1,0,6,,10,11,9,15,1,,,,,,,,,24.4,"FCC",,,,,800,"N"
15583729,"International",,,,,"Atlantic/Pacific",,,8,,2,0,,3,7,3,28,21,28,,,,,,,,,,24.4,"FCC",,,,,550,"N"
15583853,"International",,,,,"Atlantic/Pacific",,,,,,,29,3,,10,20,23,16,,,,,,,,,,24.4,"FCC",,,,,500,"N"
15583987,"International",,,,,"Pacific",,,,,,,,0,,,,48,52,,,,,,,,,,24.4,"FCC",,,,,500,"N"
15584063,"International",,,,,"Pacific",41,10,,,,,,,,,44,,2,4,,,,,,,,,24.4,"FCC",,,,,500,"N"
15584197,"International",,,,,"Pacific",5,4,,,,,,,30,,34,,27,,,,,,,,,,24.4,"FCC",,,,,500,"N"
15585273,"International",,,,,"Atlantic",,,,,59,1,,40,,,,,,,,,,,,,,,16.4,"FCC",,,,,400,"N"
15585307,"International",,,,,"Atlantic/Pacific",,,1,2,3,,60,,,,,9,26,,,,,,,,,,16.4,"FCC",,,,,400,"N"
15585431,"International",,,,"Asia","Pacific",,,,,,,,,,,64,,36,,,,,,,,,,19,"FCC",,,,,500,"N"
15585565,"International",,,,"Asia","Pacific",,,,,,,,,58,,6,,36,,,,,,,,,,19,"FCC",,,,,500,"N"
15585723,"International",,,,,"Pacific",,,,,,,0,,,5,1,2,91,,,,,,,,,,19,"FCC",,,,,500,"N"
15586067,"Regional",,,"East Coast North America","North America","Atlantic",,,100,,,,,,,,,,,,,,,,,,,,19,"FCC",,,,,500,"N"
15586191,"Regional",,,"East Coast North America","North America","Atlantic",,,100,,,,,,,,,,,,,,,,,,,,19,"FCC",,,,,500,"N"
15586641,"International",,,,,"Pacific",,,,,,,88,,,12,,,,,,,,,,,,,16.4,"FCC",,,,,550,"N"
15586775,"International",,,,,"Pacific",,,,,,,63,,,28,,10,,,,,,,,,,,16.4,"FCC",,,,,550,"N"
15589855,"International",,,,,"Atlantic/Pacific",16,,24,,3,1,,6,,7,23,9,9,2,,,,,,,,,24.1,"FCC",,,7,17,800,"N"
15589989,"International",,,,,"Atlantic/Pacific",15,,26,,4,1,,6,,6,27,6,7,3,,,,,,,,,24.1,"FCC",,,7,17,800,"N"
15590035,"International",,,,,"Atlantic/Pacific",15,,25,,4,0,,6,,11,21,4,10,3,,,,,,,,,24.1,"FCC",,,7,17,800,"N"
15590169,"International",,,,,"Pacific",,,,,,,,,,7,42,22,28,,,,,,,,,,24.6,"FCC",,,,,700,"N"
15590293,"International",,,,,"Atlantic/Pacific",,,0,,1,0,1,17,10,24,16,16,14,,,,,,,,,,24.6,"FCC",,,,,700,"N"
15590327,"International",,,,,"Atlantic/Pacific",41,,8,,,,,,,,46,,,5,,,,,,,,,24.6,"FCC",,,,,700,"N"
15590451,"International",,,,,"Pacific",,,,,,,,,15,,45,15,24,,,,,,,,,,24.6,"FCC",,,,,700,"N"
15590585,"Regional",,,"West Coast Africa","Africa","Atlantic",,,,,100,,,,,,,,,,,,,,,,,,11.5,"FCC",,,,,220,"N"
15590619,"Regional",,,"Mediterranean / Black Sea","Europe","Atlantic",,,,,,,,100,,,,,,,,,,,,,,,11.5,"FCC",,,,,220,"N"
15592871,"International",,,,,"Pacific",,,,,,,1,,,64,,28,7,,,,,,,,,,16.8,"FCC",,,,,586,"N"
15592905,"International",,,,,"Pacific",,,,,,,6,,,94,,,,,,,,,,,,,16.8,"FCC",,,,,586,"N"
15593665,"International",,,,,"Atlantic/Pacific",3,,6,,14,1,10,2,,3,36,11,12,1,,,,,,,,,20.23,"FCC",,,,,700,"N"
15593799,"International",,,,,"Atlantic/Pacific",20,,19,,5,1,0,9,,8,28,8,1,1,,,,,,,,,20.23,"FCC",,,,,700,"N"
15593823,"International",,,,,"Atlantic/Pacific",14,,26,,4,0,0,6,,5,25,7,11,1,,,,,,,,,20.23,"FCC",,,,,700,"N"
15593957,"International",,,,,"Atlantic/Pacific",27,18,,,,,,0,,,37,8,6,4,,,,,,,,,20.23,"FCC",,,,,700,"N"
15595669,"International",,,,,"Pacific",38,9,,,,,,,,,46,,4,2,,,,,,,,,24.3,"FCC",,,,,580,"N"
15595793,"International",,,,,"Pacific",19,,,,,,,,,8,49,14,10,,,,,,,,,,24.3,"FCC",,,,,580,"N"
15595827,"International",,,,,"Atlantic/Pacific",,,,,0,8,0,2,,1,36,29,24,,,,,,,,,,24.3,"FCC",,,,,580,"N"
15597113,"International",,,,,"Atlantic/Pacific",,,,,40,18,24,7,,6,,5,,,,,,,,,,,16.8,"FCC",,,,,566,"N"
15597247,"International",,,,,"Pacific",,,,,,,5,,,95,,,,,,,,,,,,,16.8,"FCC",,,,,586,"N"
15597371,"Regional",,,"Mediterranean / Black Sea","Europe","Atlantic",,,,,,,,100,,,,,,,,,,,,,,,19.2,"FCC",,,,,550,"N"
15597405,"International",,,,,"Pacific",50,,,,,,,,,,41,,,9,,,,,,,,,19.2,"FCC",,,,,550,"N"
15597539,"International",,,,,"Atlantic/Pacific",,,,4,25,33,2,37,,,,,,,,,,,,,,,19.2,"FCC",,,,,550,"N"
15597663,"International",,,,,"Atlantic/Pacific",,,,,0,4,1,5,,51,17,10,11,,,,,,,,,,19.2,"FCC",,,,,550,"N"
15597797,"International",,,,,"Pacific",58,,,,,,,,,,35,,,7,,,,,,,8.7,,24.2,"FCC",,,,,600,"N"
15598323,"International",,,,"Asia","Pacific",,,,,,,,,,,40,,60,,,,,,,,,,16.5,"FCC",,,,,442,"N"
15598457,"International",,,,"Asia","Pacific",,,,,,,,,,,74,,26,,,,,,,,,,16.5,"FCC",,,,,400,"N"
15600835,"International",,,,,"Pacific",,,,,,,41,,,,26,7,27,,,,,,,,,,16.4,"FCC",,,,,400,"N"
15600969,"International",,,,,"Pacific",,,,,,,64,,,16,1,18,1,,,,,,,,,,16.4,"FCC",,,,,400,"N"
15601045,"International",,,,,"Atlantic/Pacific",,,,,0,4,0,3,26,5,23,6,32,,,,,,,,,,16.4,"FCC",,,,,400,"N"
15601179,"International",,,,,"Pacific",50,,,,,0,,,,,44,0,,5,,,,,,,,"Pontoon",16.4,"FCC",,,,,400,"N"
15601203,"Regional",,,"United Kingdom/Continent","Europe","Atlantic",,,,,,100,,,,,,,,,,,,,,,,,11.3,"FCC",,,,,234,"N"
15601629,"International",,,,,"Atlantic/Pacific",9,6,,,,,0,29,,35,15,3,2,1,,,,,,,,,27.2,"FCC",,,,,700,"N"
15601753,"International",,,,,"Atlantic/Pacific",,,,,0,10,12,18,39,9,,5,6,,,,,,,,9,,27.2,"FCC",,,,,700,"N"
15601887,"International",,,,,"Atlantic/Pacific",,,,,,,,19,,18,34,16,14,,,,,,,,,,27.2,"FCC",,,,,700,"N"
15601911,"International",,,,,"Atlantic/Pacific",,,,,0,22,5,17,24,15,,12,7,,,,,,,,,,27.2,"FCC",,,,,700,"N"
15602097,"International",,,,,"Pacific",,,,,,,,,,,46,28,26,,,,,,,,,,27.2,"FCC",,,,,700,"N"
15602121,"International",,,,,"Atlantic/Pacific",34,18,8,2,3,,2,1,,1,22,1,5,3,,,,,,,,,27.2,"FCC",,,,,700,"N"
15602255,"International",,,,,"Pacific",48,,,,,,,,,,42,,,10,,,,,,,,,27.2,"FCC",,,,,700,"N"
15602389,"International",,,,,"Atlantic/Pacific",25,,23,7,3,0,3,1,,1,26,1,5,4,,,,,,,,,27.2,"FCC",,,,,700,"N"
15604709,"International",,,,,"Atlantic/Pacific",26,,,,0,39,,2,,3,17,2,8,2,,,,,,,,,11.8,"FCC",,,,,252,"N"
15604833,"Regional",,,"Mediterranean / Black Sea","Europe","Atlantic",,,,,,,,100,,,,,,,,,,,,,,,11.8,"FCC",,,,,252,"N"
15604967,"International",,,,"Asia","Pacific",,,,,,,,,,,87,,13,,,,,,,,,,9.2,"FCC",,,,,116,"N"
15605043,"Regional",,,"East Coast North America","North America","Atlantic",,,100,,,,,,,,,,,,,,,,,,,,9.2,"FCC",,,,,116,"N"
15605177,"Regional",,,"Mediterranean / Black Sea","Europe","Atlantic",,,,,,,,100,,,,,,,,,,,,,,,9.2,"FCC",,,,,116,"N"
15605201,"International",,,,"Asia","Pacific",,,,,,,,,,,73,,8,19,,,,,,,,,9.2,"FCC",,,,,116,"N"
15605469,"Regional",,,"Mediterranean / Black Sea","Europe","Atlantic",,,,,,,,100,,,,,,,,,,,,,,,9.2,"FCC",,,,,116,"N"
15607047,"International",,,,,"Pacific",,,,,,,,,,4,75,6,15,,,,,,,,,,17.1,"FCC",,,,,310,"N"
15607171,"International",,,,,"Pacific",,,,,,,30,,,15,24,12,19,,,,,,,,,,17.1,"FCC",,,,,310,"N"
15607205,"International",,,,,"Atlantic/Pacific",,,,,27,,15,,,5,27,6,19,,,,,,,,,,17.1,"FCC",,,,,310,"N"
15607339,"International",,,,,"Atlantic/Pacific",,,,,20,,24,,,3,32,6,16,,,,,,,,,,17.1,"FCC",,,,,310,"N"
15607889,"International",,,,,"Pacific",51,,,,,,,,,,39,,0,9,,,,,,,,,24,"FCC",,,7,16,586,"N"
15607913,"International",,,,,"Pacific",37,,,,,,,,,15,35,4,3,5,,,,,,,,,24,"FCC",,,7,16,586,"N"
15608099,"International",,,,,"Pacific",12,,,,,,,,,,56,6,23,3,,,,,,,,,24,"FCC",,,7,16,586,"N"
15608123,"International",,,,,"Pacific",17,,,,,,,,35,2,19,3,24,,,,,,,,,,24,"FCC",,,7,16,586,"N"
15608257,"International",,,,,"Atlantic/Pacific",,,29,,9,1,1,12,,15,,14,20,,,,,,,,,,24.4,"FCC",,,,,700,"N"
15608381,"International",,,,"Asia","Pacific",,,,,,,,,41,,28,,31,,,,,,,,,,24.4,"FCC",,,,,700,"N"
15608415,"International",,,,,"Pacific",54,,,,,,,,,,38,,0,7,,,,,,,,,24.2,"FCC",,,,,600,"N"
15608549,"International",,,,,"Pacific",,,,,,,,1,,15,45,19,20,,,,,,,,,,20.4,"FCC",,,,,600,"N"
15608673,"International",,,,,"Atlantic/Pacific",,,29,,0,29,0,2,,3,31,2,3,,,,,,,,,,20.4,"FCC",,,,,600,"N"
15608707,"International",,,,,"Pacific",,,,,,,,,,16,43,21,21,,,,,,,,,,20.4,"FCC",,,,,600,"N"
15608831,"International",,,,,"Atlantic",,,45,,2,52,,,,,,,,,,,,,,,,,20.4,"FCC",,,,,600,"N"
15608965,"International",,,,,"Pacific",,,,,,1,,,,14,43,20,22,,,,,,,,,,20.4,"FCC",,,,,600,"N"
15609041,"International",,,,,"Atlantic",,,71,1,10,12,,6,,,,,,,,,,,,,,,11.5,"FCC",,,,,220,"N"
15609175,"Regional",,,"Mediterranean / Black Sea","Europe","Atlantic",,,,,,,,100,,,,,,,,,,,,,,,11.5,"FCC",,,,,220,"N"
15609333,"International",,,,"Asia","Pacific",,,,,,0,,,,,48,,52,,,,,,,,,,11.5,"FCC",,,,,220,"N"
15609467,"International",,,,,"Pacific",,,,,,,,,2,,0,12,86,,,,,,,,,,11.5,"FCC",,,,,220,"N"
15611565,"International",,,,,"Atlantic/Pacific",16,,23,,5,1,,6,,7,21,8,10,3,,,,,,,,,24.1,"FCC",,,7,17,800,"N"
15611699,"International",,,,,"Pacific",52,,,,,,,,,2,38,1,8,2,,,,,,,,,24.1,"FCC",,,7,17,800,"N"
15611723,"International",,,,,"Atlantic/Pacific",51,,,,0,5,0,3,,1,30,1,3,5,,,,,,,,,24.1,"FCC",,,7,17,800,"N"
15611857,"Regional",,,"Mediterranean / Black Sea","Europe","Atlantic",,,,,,,,100,,,,,,,,,,,,,,,10.35,"FCC",,,,,135,"N"
15611981,"Regional",,,"Mediterranean / Black Sea","Europe","Atlantic",,,6,0,1,,,99,,,,,,,,,,,,,,,10.35,"FCC",,,,,156,"N"
15612067,"International",,,,,"Atlantic",,,9,7,46,,,39,,,,,,,,,,,,,,,10.35,"FCC",,,,,135,"N"
15614937,"International",,,,,"Atlantic",,,98,2,,,,,,,,,,,,,,,,,,,16.4,"FCC",,,,,400,"N"
15615013,"International",,,,,"Pacific",,,,,,,26,,,55,,9,10,,,,,,,,,,16.4,"FCC",,,,,550,"N"
15615721,"Regional",,,"United Kingdom/Continent","Europe","Atlantic",,,,,,100,,,,,,,,,,,,,,,,,9.5,"FCC",,,,,180,"N"
