"Listing"

"WFR Listing"
"Created 09 March 2022 20:02"


"CVN","Core Deployment Type (Last 12 Months)","Port Core Deployment (Last 12 Months)","Country Core Deployment (Last 12 Months)","Region Core Deployment (Last 12 Months)","Continent Core Deployment (Last 12 Months)","Atlantic/Pacific Deployment (Last 12 Months)","West Coast N America Deployment (Time in Last 12 Months, %)","West Coast S America Deployment (Time in Last 12 Months, %)","East Coast N America Deployment (Time in Last 12 Months, %)","East Coast S America Deployment (Time in Last 12 Months, %)","West Coast Africa Deployment (Time in Last 12 Months, %)","UK/Cont Deployment (Time in Last 12 Months, %)","East Coast Africa Deployment (Time in Last 12 Months, %)","Med/Black Sea Deployment (Time in Last 12 Months, %)","Australasia Deployment (Time in Last 12 Months, %)","Middle East Deployment (Time in Last 12 Months, %)","East Asia Deployment (Time in Last 12 Months, %)","Indian Subcont Deployment (Time in Last 12 Months, %)","SE Asia Deployment (Time in Last 12 Months, %)","North Asia Deployment (Time in Last 12 Months, %)","Southern Ocean Deployment (Time in Last 12 Months, %)","Arctic Deployment (Time in Last 12 Months, %)","Aux Consumption at Laden Speed (tpd)","Aux Consumption In Port - Idle (tpd)","Aux Consumption In Port - Working (tpd)","Aux Consumption In Port (tpd)","Aux Consumption at Service Speed (tpd)","Hatch Description","Depth Moulded (m)","Group","Beam Ext (m)","Bridge Position Ind","Max TEU Tiers on Deck","TEU Max Row Athwart","Reefer Plugs Total No","Twin Island (Ind)"
15363095,"International",,,,,"Atlantic",,,52,,13,6,,30,,,,,,,,,,,,,,,24.6,"FCC",,,,,700,"N"
15363129,"International",,,,,"Atlantic/Pacific",,,39,,11,0,0,16,,22,,11,,,,,,,,,9,,24.6,"FCC",,,,,700,"N"
15363253,"International",,,,,"Atlantic/Pacific",40,15,4,1,,,,,,,37,,1,3,,,,,,,,,24.6,"FCC",,,,,700,"N"
15363387,"International",,,,,"Atlantic/Pacific",,,,,35,,20,,,,19,,26,,,,,,,,,,24.6,"FCC",,,,,700,"N"
15365099,"International",,,,,"Pacific",57,,,,,,,,0,,36,,0,7,,,,,,,,,24.6,"FCC",,,,,500,"N"
15365123,"International",,,,,"Atlantic/Pacific",,,27,,8,1,0,12,,17,,12,22,,,,,,,,,,24.6,"FCC",,,,,500,"N"
15365257,"International",,,,,"Atlantic/Pacific",,,6,,1,20,,32,,24,,17,,,,,,,,,,,24.6,"FCC",,,,,500,"N"
15365381,"International",,,,"Europe","Atlantic",,,,,0,40,,60,,,,,,,,,,,,,,,24.6,"FCC",,,,,500,"N"
15365415,"International",,,,,"Atlantic/Pacific",,,,,0,37,0,62,,2,,3,,,,,,,,,,,24.6,"FCC",,,,,500,"N"
15367127,"International",,,,,"Atlantic/Pacific",,,10,,3,24,5,19,12,14,,11,4,,,,,,,,,,24.6,"FCC",,,,,700,"N"
15368337,"International",,,,"Asia","Pacific",,,,,,,,,37,,36,,27,,,,,,,,,,19.3,"FCC",,,,,400,"N"
15368461,"International",,,,,"Atlantic",,,39,,18,1,,42,,,,,,,,,,,,,,,19.3,"FCC",,,,,400,"N"
15368595,"International",,,,,"Atlantic/Pacific",,,,,,,0,6,,2,12,1,78,,,,,,,,,,19.3,"FCC",,,,,400,"N"
15368629,"International",,,,,"Atlantic/Pacific",47,,14,,,,,,,,34,,0,4,,,,,,,,,19.3,"FCC",,,,,400,"N"
15368753,"International",,,,,"Atlantic",,,29,,13,10,,47,,,,,,,,,,,,,,,19.3,"FCC",,,,,400,"N"
15368911,"International",,,,,"Atlantic",,,58,42,,,,,,,,,,,,,,,,,,,11.3,"FCC",,,,,204,"N"
15373807,"International",,,,,"Atlantic",,,,,1,96,,2,,,,,,,,,,,,,,,9.5,"FCC",,,,,180,"N"
15373931,"Regional",,,"United Kingdom/Continent","Europe","Atlantic",,,,,,100,,,,,,,,,,,,,,,,,9.5,"FCC",,,,,180,"N"
15374017,"Regional",,,"United Kingdom/Continent","Europe","Atlantic",,,,,,100,,,,,,,,,,,,,,,,,9.5,"FCC",,,,,180,"N"
15374141,"Regional",,,"United Kingdom/Continent","Europe","Atlantic",,,,,,100,,,,,,,,,,,,,,,,,9.5,"FCC",,,,,180,"N"
15374725,"International",,,,,"Pacific",,,,,,,,,,,14,22,64,,,,,,,,,,21.6,"FCC",,,,,400,"N"
15374859,"International",,,,"Asia","Pacific",6,,,,,,,,63,,6,,25,,,,,,,,,,21.6,"FCC",,,,,400,"N"
15375519,"International",,,,,"Atlantic",,,,,86,,,14,,,,,,,,,,,,,,,16.9,"FCC",,,,,320,"N"
15375643,"International",,,,,"Atlantic",,,,,88,0,,12,,,,,,,,,,,,,,,16.9,"FCC",,,,,320,"N"
15378565,"Regional",,,"Mediterranean / Black Sea","Europe","Atlantic",,,,,,,,100,,,,,,,,,,,,,,,11.5,"FCC",,"Aft",,,220,"N"
15381165,"International",,,,,"Pacific",,,,,,,,,,,,47,53,,,,,,,,,,10.8,"FCC",,,,,100,"N"
15381299,"International",,,,,"Pacific",,,,,,,,,,,2,41,57,,,,,,,,,,10.8,"FCC",,,,,100,"N"
15382409,"International",,,,,"Pacific",21,13,,,,,,,,,50,,13,4,,,,,,,,,21.6,"FCC",,,,,454,"N"
15382533,"International",,,,,"Atlantic/Pacific",,,19,,2,31,0,2,,3,40,2,1,,,0,,,,,,,21.6,"FCC",,,,,454,"N"
15382791,"International",,,,"Europe","Atlantic",,,,,0,42,,57,,,,,,,,,,,,,,,21.6,"FCC",,,,,454,"N"
15382825,"International",,,,,"Atlantic/Pacific",12,,9,,,,,,24,,30,,24,2,,,,,,,,,21.6,"FCC",,,,,454,"N"
15382959,"International",,,,"Europe","Atlantic",,,,,0,45,,54,,,,,,,,,,,,,,,21.6,"FCC",,,,,454,"N"
15386373,"International",,,,,"Atlantic/Pacific",12,,18,,2,0,0,3,,3,35,7,19,1,,,,,,,,,24.2,"FCC",,,,,500,"N"
15386407,"International",,,,,"Pacific",27,,,,,,,,,,31,17,21,3,,,,,,,,,24.2,"FCC",,,,,500,"N"
15386531,"International",,,,,"Pacific",,,,0,,,,0,,,38,33,29,,,,,,,,,,24.2,"FCC",,,,,500,"N"
15386799,"International",,,,,"Pacific",,,,,,0,,,,,44,18,37,,,,,,,,,,24.2,"FCC",,,,,500,"N"
15386823,"International",,,,"Asia","Pacific",,,,,,,,,,,45,,55,,,,,,,,,,24.2,"FCC",,,,,500,"N"
15386957,"International",,,,,"Atlantic",,,47,,6,47,,,,,,,,,,,,,,,,,24.2,"FCC",,,,,500,"N"
15387033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.1,"FCC",,,,,700,"N"
15387167,"International",,,,,"Atlantic/Pacific",14,53,8,9,,,1,,,,11,,3,,,,,,,,,,19.1,"FCC",,,,,700,"N"
15387291,"International",,,,,"Atlantic/Pacific",,,1,,5,11,2,,28,,33,,21,,,,,,,,,,19.1,"FCC",,,,,700,"N"
15387325,"International",,,,,"Atlantic",,,36,,0,62,,,,,,,,,,1,,,,,,,19.1,"FCC",,,,,700,"N"
15387459,"International",,,,,"Atlantic/Pacific",7,31,19,10,5,11,,16,,,,,,,,,,,,,,,19.1,"FCC",,,,,700,"N"
15387583,"International",,,,,"Atlantic",,,37,6,11,27,,20,,,,,,,,,,,,,,,19.1,"FCC",,,,,700,"N"
15387617,"International",,,,"Asia","Pacific",,,,,,,,,37,,33,,30,,,,,,,,,,24.4,"FCC",,,,,450,"N"
15396051,"International",,,,,"Atlantic/Pacific",4,,22,,7,3,1,23,,18,5,15,2,,,,,,,,,,24.6,"FCC",,,,,550,"N"
15396185,"International",,,,,"Atlantic/Pacific",,,7,,2,17,4,22,12,19,,14,2,,,,,,,,,,24.6,"FCC",,,,,550,"N"
15396219,"International",,,,,"Atlantic/Pacific",,,30,,9,2,1,16,,23,2,16,1,,,,,,,,,,24.6,"FCC",,,,,550,"N"
15396343,"International",,,,,"Atlantic/Pacific",,,,,12,22,9,11,,13,16,12,6,,,,,,,,,,24.6,"FCC",,,,,550,"N"
15396477,"International",,,,,"Atlantic/Pacific",,,,,4,10,5,6,,16,30,16,11,,,,,,,,,,24.6,"FCC",,,,,550,"N"
15396501,"International",,,,,"Pacific",,,,,,,,,,15,33,28,24,,,,,,,,,,22.1,"FCC",,,,,550,"N"
15396635,"International",,,,,"Atlantic",,,38,,0,61,,,,,,,,,,1,,,,,,,22.1,"FCC",,,,,550,"N"
15396769,"International",,,,,"Pacific",27,,,,,,,,,,32,18,21,2,,,,,,,,,22.1,"FCC",,,,,550,"N"
15397137,"International",,,,,"Atlantic",,,34,13,2,28,,23,,,,,,,,,,,,,,,16.7,"FCC",,,,,600,"N"
15397261,"International",,,,,"Atlantic",,,57,0,5,38,,,,,,,,,,,,,,,,,16.7,"FCC",,,,,600,"N"
15405775,"International",,,,,"Atlantic/Pacific",,,26,,7,8,3,15,,16,4,18,2,,,,,,,,,,27.2,"FCC",,,,18,700,"N"
15405809,"International",,,,,"Atlantic/Pacific",,,13,,3,3,4,9,8,16,29,9,6,,,,,,,,,,27.2,"FCC",,,,18,700,"N"
15405933,"International",,,,,"Atlantic/Pacific",35,,33,,,,,,,,24,,,8,,,,,,,,,27.2,"FCC",,,,18,700,"N"
15406019,"International",,,,,"Atlantic/Pacific",35,,32,,,,,,,,25,,,8,,,,,,,,,27.2,"FCC",,,,18,700,"N"
15406143,"International",,,,,"Pacific",9,,,,,,,,51,,9,,30,,,,,,,,,"Pontoon",18.28,"FCC",,,,,450,"N"
15406277,"International",,,,,"Atlantic/Pacific",,,36,3,12,11,0,25,,3,5,3,3,,,,,,,,,,22.1,"FCC",,,,,550,"N"
15406301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.1,"FCC",,,,,550,"N"
15407353,"International",,,,,"Atlantic",,,,,41,59,,,,,,,,,,,,,,,,,9.36,"FCC",,,,,150,"N"
15407487,"International",,,,,"Atlantic",,,,,18,82,,,,,,,,,,,,,,,,,9.36,"FCC",,,,,150,"N"
15407511,"International",,,,,"Atlantic",,,,,33,67,,,,,,,,,,,,,,,,,9.36,"FCC",,,,,150,"N"
15407645,"International",,,,,"Pacific",,,,,,,,,,,21,,,76,,2,,,,,,,9.36,"FCC",,,,,150,"N"
15410661,"Regional",,,"Mediterranean / Black Sea","Europe","Atlantic",,,,,,,,100,,,,,,,,,,,,,,,11.25,"FCC",,,,,100,"N"
15412957,"International",,,,,"Atlantic/Pacific",,,36,,6,39,2,5,,5,,7,,,,,,,,,,,24.6,"FCC",,,,,700,"N"
15413033,"International",,,,,"Atlantic/Pacific",8,,8,,,,,,54,,6,,24,1,,,,,,,,,24.6,"FCC",,,,,700,"N"
15413167,"International",,,,,"Atlantic/Pacific",14,,16,,4,1,,9,,14,14,8,17,3,,,,,,,,,24.6,"FCC",,,,,700,"N"
15413291,"International",,,,,"Pacific",23,,,,,0,12,,9,,25,13,16,1,,,,,,,,,24.6,"FCC",,,,,700,"N"
15413325,"International",,,,,"Pacific",20,4,,,,,28,,,,27,13,7,0,,,,,,,,,24.6,"FCC",,,,,700,"N"
15413459,"National",,"China P.R.","East Asia","Asia","Pacific",,,,,,,,,,,100,,,,,,,,,,,,18.4,"FCC",,,,,500,"N"
15413583,"National",,"China P.R.","East Asia","Asia","Pacific",,,,,,,,,,,100,,,,,,,,,,,,18.4,"FCC",,,,,500,"N"
15418825,"International",,,,,"Atlantic/Pacific",23,,3,,1,,0,2,19,1,34,1,13,2,,,,,,,,,21.8,"FCC",,,,,500,"N"
15418959,"International",,,,,"Pacific",,,,,,,,,8,1,26,32,33,,,,,,,,,,21.8,"FCC",,,,,500,"N"
15419451,"International",,,,"Asia","Pacific",,,,,,,,0,,,84,,13,2,,,,3.5,,,3.5,,14.3,"FCC",,,,,300,"N"
15419585,"International",,,,"Asia","Pacific",,,,,,,,,,,53,,47,,,,,3.5,,,3.5,,14.3,"FCC",,,,,300,"N"
15419619,"International",,,,,"Atlantic",,,30,8,37,,,25,,,,,,,,,,3.5,,,3.5,,14.3,"FCC",,,,,300,"N"
15419743,"National",,"Brazil","East Coast South America","South America","Atlantic",,,,100,,,,,,,,,,,,,,3.5,,,3.5,,14.3,"FCC",,,,,280,"N"
15421841,"International",,,,"Asia","Pacific",,,,,,,,,,,63,,37,,,,,,,,,,19.2,"FCC",,,,,400,"N"
15421975,"International",,,,,"Pacific",,,,,,,,,,,48,14,39,,,,,,,,,,19.2,"FCC",,,,,400,"N"
15422051,"International",,,,,"Pacific",25,4,,,,,,,,,30,14,27,,,,,,,,,,19.2,"FCC",,,,,400,"N"
15424213,"International",,,,,"Pacific",26,1,,,,,,,,,46,14,12,1,,,,,,,,,19.2,"FCC",,,,,400,"N"
15424347,"International",,,,,"Pacific",,,,,,,,,,,54,10,36,,,,,,,,,,19.2,"FCC",,,,,400,"N"
15425265,"Regional",,,"West Coast Africa","Africa","Atlantic",,,,,100,,,,,,,,,,,,,,,,,,11.5,"FCC",,,,,200,"N"
15425399,"International",,,,,"Atlantic",,,21,,0,69,,9,,,,,,,,1,,,,,,,11.5,"FCC",,,,,200,"N"
15427843,"International",,,,,"Atlantic/Pacific",18,5,,9,6,,12,,,,29,3,15,3,,,,,,,,,24,"FCC",,,,,500,"N"
15427977,"International",,,,"Asia","Pacific",,,,,,,,,28,,54,,18,,,,,,,,,,24,"FCC",,,,,500,"N"
15428053,"International",,,,"Asia","Pacific",,,,,,,,,,,65,,35,,,,,,,,,,24,"FCC",,,,,500,"N"
15430993,"International",,,,"Asia","Pacific",,,,,,,,,,,98,,2,,,,,,,,,,11,"FCC",,,,,156,"N"
15431787,"International",,,,"Asia","Pacific",,,,,,,,,,,97,,3,,,,,,,,,,11,"FCC",,,,,156,"N"
15431811,"International",,,,,"Atlantic/Pacific",20,1,4,,6,,11,1,,3,41,8,6,0,,,,,,,,,21.6,"FCC",,,,,400,"N"
15431945,"National",,"China P.R.","East Asia","Asia","Pacific",,,,,,,,,,,100,,,,,,,,,,,,21.6,"FCC",,,,,400,"N"
15432997,"International",,,,,"Pacific",,,,,,,,,6,,40,24,29,1,,,,,,,,,21.8,"FCC",,,,,374,"N"
15433231,"International",,,,,"Pacific",,,,,,,,,,5,18,57,20,,,,,,,,,,21.8,"FCC",,,,,374,"N"
15433499,"International",,,,,"Pacific",,,,,,,,,,,61,2,38,,,,,,,,,,21.8,"FCC",,,,,374,"N"
15433523,"International",,,,,"Atlantic/Pacific",24,,19,,5,21,3,24,,,4,2,3,,,,,,,,,,21.8,"FCC",,,,,374,"N"
15433657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.8,"FCC",,,,,374,"N"
15433781,"International",,,,,"Pacific",,,,,,,,,,6,12,39,42,,,,,,,,,,21.8,"FCC",,,,,374,"N"
15433815,"Regional",,,"Middle East","Middle East/ISC","Pacific",,,,,,,,,,100,,,,,,,,,,,,,16.9,"FCC",,,,,320,"N"
15439075,"International",,,,"Asia","Pacific",,,,,,,,,,,88,,,12,,,,,,,,,11,"FCC",,,,,120,"N"
15439109,"Regional",,,"East Asia","Asia","Pacific",,,,,,,,,,,100,,,,,,,,,,,,11,"FCC",,,,,120,"N"
15442091,"International",,,,,"Atlantic",,,,,7,,,93,,,,0,,,,,,,,,,,14.2,"FCC",,,,,178,"N"
15442125,"Regional",,,"Mediterranean / Black Sea","Europe","Atlantic",,,,,,,,100,,,,,,,,,,,,,,,14.2,"FCC",,,,,202,"N"
15442259,"International",,,,"Asia","Pacific",,,,,,,,,,,58,,42,,,,,,,,,,14.5,"FCC",,,,,178,"N"
15442383,"International",,,,,"Atlantic/Pacific",,,,,,3,,3,,,41,8,45,,,,,,,,,,14.5,"FCC",,,,,178,"N"
15442541,"International",,,,,"Atlantic/Pacific",,,8,,4,0,0,4,,2,28,30,22,,,,,,,,,,19.5,"FCC",,,,,1001,"N"
15442675,"International",,,,,"Pacific",63,13,,,,,,,23,,,,1,,,,,,,,,,19.3,"FCC",,,,,720,"N"
15442709,"International",,,,"Asia","Pacific",,,,,,,,,,,25,,75,,,,,,,,,,19.3,"FCC",,,,,720,"N"
15442833,"International",,,,,"Atlantic/Pacific",,,,23,9,,16,,,,26,2,24,,,,,,,,,,24.1,"FCC",,,,,610,"N"
15442967,"International",,,,,"Pacific",,,,,,,,,,,17,19,64,,,,,,,,,,24.1,"FCC",,,,,610,"N"
15443043,"International",,,,,"Pacific",47,13,,,,,,,,,27,,7,5,,,,,,,,,24.1,"FCC",,,,,610,"N"
15443177,"International",,,,"Asia","Pacific",,,,,,,0,,37,1,31,1,30,,,,,,,,,,24.1,"FCC",,,,,610,"N"
15443201,"International",,,,,"Atlantic/Pacific",,,,,0,26,,16,,25,7,20,6,,,,,,,,,,24.1,"FCC",,,,,610,"N"
15445755,"International",,,,,"Atlantic/Pacific",11,,,,,,,35,,42,8,1,1,2,,,,,,,,,24.5,"FCC",,,,,730,"N"
15445889,"International",,,,,"Atlantic/Pacific",,,,,0,28,0,21,,34,7,17,1,,,,,,,,,,24.5,"FCC",,,,,730,"N"
15445913,"International",,,,,"Atlantic/Pacific",,,42,,17,2,,37,,3,,,,,,,,,,,,,24.5,"FCC",,,,,730,"N"
15446965,"International",,,,,"Atlantic/Pacific",4,15,48,,5,28,,,,,,,,,,0,,,,,,,21.8,"FCC",,,,,1150,"N"
15447041,"International",,,,,"Atlantic/Pacific",11,21,39,,4,23,,,,,,,,,,0,,,,,,"Pontoon",21.8,"FCC",,,,,1150,"N"
15447175,"International",,,,,"Atlantic/Pacific",24,,16,,8,13,0,22,,1,12,1,3,,,,,,,,,,22.1,"FCC",,,,,550,"N"
15447209,"International",,,,,"Atlantic/Pacific",24,,21,,3,8,4,8,,10,14,4,4,,,,,,,,,,22.1,"FCC",,,,,550,"N"
15447917,"Regional",,,"Mediterranean / Black Sea","Europe","Atlantic",,,,,,,,100,,,,,,,,,,,,,,,11.8,"FCC",,,,,244,"N"
15448093,"International",,,,"Europe","Atlantic",,,,,0,26,,74,1,,,,,,,,,,,,,,11.8,"FCC",,,,,220,"N"
15448127,"Regional",,,"Mediterranean / Black Sea","Europe","Atlantic",,,,,,,,100,,,,,,,,,,,,,,,11.8,"FCC",,,,,240,"N"
15448251,"Regional",,,"Mediterranean / Black Sea","Europe","Atlantic",,,,,,,,100,,,,,,,,,,,,,,,11.8,"FCC",,,,,252,"N"
15448385,"Regional",,,"Mediterranean / Black Sea","Europe","Atlantic",,,,,,,,100,,,,,,,,,,,,,,,11.8,"FCC",,,,,252,"N"
15450225,"International",,,,,"Atlantic/Pacific",5,10,30,,11,3,,40,,,,,,,,,,,,,,,21.35,"FCC",,,,,1109,"N"
15450359,"International",,,,,"Atlantic/Pacific",5,10,25,,13,1,,46,,,,,,,,,,,,,,,21.3,"FCC",,,,,1109,"N"
15450483,"International",,,,,"Atlantic/Pacific",5,10,28,0,13,1,,44,,,,,,,,,,,,,,,21.35,"FCC",,,,,1109,"N"
15452061,"International",,,,,"Atlantic/Pacific",18,,22,,4,1,0,6,,10,20,6,11,2,,,,,,,,,24.6,"FCC",,,,,700,"N"
15452195,"International",,,,,"Atlantic/Pacific",43,,3,,,,,1,,,29,8,14,3,,,,,,,,,24.6,"FCC",,,,,700,"N"
15452353,"International",,,,,"Atlantic/Pacific",54,,5,1,,,,,,,36,,,5,,,,,,,,,24.6,"FCC",,,,,700,"N"
15452487,"International",,,,,"Atlantic",,,5,34,56,1,,5,,,,,,,,,,,,,,,14.9,"FCC",,,,,413,"N"
15452511,"International",,,,"Europe","Atlantic",,,,,1,18,,81,,,,,,,,,,,,,,,14.9,"FCC",,,,,449,"N"
15452803,"International",,,,,"Pacific",,,,,,,4,,9,13,31,18,24,,,,,,,,,,22.1,"FCC",,,,,550,"N"
15454481,"Regional",,,"Mediterranean / Black Sea","Europe","Atlantic",,,,,,,,100,,,,,,,,,,,,,,,16.4,"FCC",,,,,420,"N"
15454515,"International",,,,,"Atlantic",,,,,93,,,7,,,,,,,,,,,,,,,16.4,"FCC",,,,,420,"N"
15454773,"International",,,,,"Pacific",54,,,,,,,,,,38,,2,6,,,,,,,,,20.23,"FCC",,,,,700,"N"
15454807,"International",,,,,"Atlantic/Pacific",13,,42,,3,0,0,4,,4,22,5,6,2,,,,,,,,,20.23,"FCC",,,,,700,"N"
15454931,"International",,,,,"Pacific",,,,,,,47,,,,22,,31,,,,,,,,,,20.23,"FCC",,,,,701,"N"
15456801,"International",,,,,"Atlantic/Pacific",8,13,26,,13,1,,40,,,0,,,,,,,,,,,,21.35,"FCC",,,,,1109,"N"
15457729,"International",,,,,"Pacific",,,,,,,,,,,50,11,40,4,,,,,,,,,16.7,"FCC",,,,,600,"N"
15457853,"International",,,,,"Atlantic/Pacific",4,7,70,4,1,,3,1,,,12,,3,,,,,,,,,,16.7,"FCC",,,,,600,"N"
15457987,"International",,,,,"Atlantic",,,45,20,2,19,,13,,,,,,,,,,,,,,,16.7,"FCC",,,,,440,"N"
15458063,"International",,,,,"Atlantic",4,,64,,3,28,,,,,0,,,,,,,,,,,,16.7,"FCC",,,,,440,"N"
15458197,"International",,,,,"Pacific",58,,,,,,,,,,33,,,9,,,,,,,,,16.8,"FCC",,,,,586,"N"
15458221,"International",,,,,"Pacific",,,,,,,62,,,27,,10,,,,,,,,,,,16.8,"FCC",,,,,586,"N"
15458355,"International",,,,,"Pacific",,,,,,,4,,,2,48,12,34,,,,,,,,,,16.8,"FCC",,,,,586,"N"
15458489,"International",,,,,"Pacific",,,,,,,17,,,78,,5,,,,,,,,,,,16.8,"FCC",,,,,586,"N"
15459981,"International",,,,,"Pacific",,,,,,,,,,,4,5,95,,,,,,,2.4,,,9.5,"FCC",,,,,206,"N"
15460037,"Regional",,,"United Kingdom/Continent","Europe","Atlantic",,,,,,100,,,,,,,,,,,,,,,,,9.5,"FCC",,,,,206,"N"
15460161,"International",,,,,"Pacific",,,,,,,,,,,,87,13,,,,,,,,,,9.5,"FCC",,,,,206,"N"
15460295,"Regional",,,"United Kingdom/Continent","Europe","Atlantic",,,,,,100,,,,,,,,,,,,,,,,,9.5,"FCC",,,,,206,"N"
15460587,"International",,,,,"Pacific",,,,,,,,,,,,48,52,,,,,,,,,,9.3,"FCC",,,,,100,"N"
15460611,"International",,,,"Europe","Atlantic",,,,,0,87,,13,,,,,,,,,,,,,,,9.3,"FCC",,,,,120,"N"
15460745,"Regional",,,"United Kingdom/Continent","Europe","Atlantic",,,,,,100,,,,,,,,,,,,,,,,,9.3,"FCC",,,,,190,"N"
15460879,"International",,,,"Europe","Atlantic",,,,,,95,,5,,,,,,,,,,,,,,,9.3,"FCC",,,,,190,"N"
15460903,"International",,,,,"Atlantic",,,,,3,90,,7,,,,,,,,,,,,,,,9.3,"FCC",,,,,190,"N"
15461089,"International",,,,,"Atlantic",,,92,8,,,,,,,,,,,,,,,,,,"Pontoon",16.7,"FCC",,,,,440,"N"
15461247,"International",,,,,"Atlantic/Pacific",9,24,48,19,,,,,,,,,,,,,,,,,,,16.7,"FCC",,,,,440,"N"
15461371,"International",,,,"Asia","Pacific",,,,,,,,,59,,2,,40,,,,,,,,,,16.7,"FCC",,,,,400,"N"
15461405,"International",,,,,"Atlantic",,,80,13,1,0,,6,,,,,,,,,,4,,,5,,16.7,"FCC",,,,,440,"N"
15469535,"Regional",,,"United Kingdom/Continent","Europe","Atlantic",,,,,,100,,,,,,,,,,,,,,,,,9.5,"FCC",,,,,150,"N"
15471217,"International",,,,,"Atlantic",,,,,89,,,11,,,,,,,,,,,,,,,16.4,"FCC",,,,,400,"N"
15471341,"Regional",,,"West Coast Africa","Africa","Atlantic",,,,,100,,,,,,,,,,,,,,,,,,16.4,"FCC",,,,,400,"N"
15471475,"International",,,,,"Pacific",,,,,,,90,,,9,,0,,,,,,,,,,,16.4,"FCC",,,,,400,"N"
15477343,"International",,,,,"Pacific",51,,,,,0,,,2,,45,,4,3,,,,,,,,,18.8,"FCC",,,,,500,"N"
15477477,"International",,,,,"Atlantic/Pacific",,,,,9,4,0,76,,3,4,3,3,,,,,,,,,,18.8,"FCC",,,,,500,"N"
15477635,"International",,,,"Middle East/ISC","Pacific",,,,,,,,,,74,,26,,,,,,,,,,,18.8,"FCC",,,,,500,"N"
15477893,"International",,,,,"Atlantic/Pacific",,,42,9,33,,16,,,,,,,,,,,,,,,,18.8,"FCC",,,,,500,"N"
15478003,"International",,,,,"Atlantic/Pacific",,,19,,5,17,0,20,,21,,18,,,,,,,,4,,,24.6,"FCC",,,,,500,"N"
15478137,"International",,,,,"Atlantic/Pacific",,,24,0,10,1,3,10,,13,,14,25,,,,,,,,,,24.6,"FCC",,,,,500,"N"
15478261,"International",,,,,"Atlantic/Pacific",,,,0,,,,41,,40,4,19,3,,,,,,,,,,24.6,"FCC",,,,,500,"N"
15478395,"International",,,,,"Pacific",46,,,,,,,,,,49,,,5,,,,,,,,,24.6,"FCC",,,,,500,"N"
15478429,"International",,,,,"Atlantic/Pacific",,,14,,8,20,3,2,23,6,1,4,18,,,,,,,,,,24.2,"FCC",,,,,400,"N"
15478553,"International",,,,,"Atlantic",,,54,0,5,37,,4,,,,,,,,,,,,,,,24.2,"FCC",,,,,400,"N"
15478687,"International",,,,,"Atlantic",,,7,,46,22,,25,,,,,,,,,,,,,,,24.2,"FCC",,,,,400,"N"
15478711,"International",,,,,"Atlantic",,,12,10,44,22,,12,,,,,,,,,,,,,,,15.83,"FCC",,,,,400,"N"
15479921,"National",,"United States",,"North America","Pacific",53,,,,,,,,,,26,,16,5,,,,,,,,,19.4,"FCC",,,,,300,"N"
15483449,"International",,,,,"Atlantic",,,,,70,,,30,,,,,,,,,,,,,,,16.67,"FCC",,,,,566,"N"
15483573,"Regional",,,"Mediterranean / Black Sea","Europe","Atlantic",,,,,,,,100,,,,,,,,,,,,,,,16.67,"FCC",,,,,566,"N"
15483607,"International",,,,,"Atlantic",,,51,,18,31,,,,,,,,,,,,,,,,,16.7,"FCC",,,,,566,"N"
15483731,"International",,,,,"Atlantic",,,52,,15,32,,,,,,,,,,,,,,,,,16.7,"FCC",,,,,566,"N"
15483865,"International",,,,,"Atlantic",,,,,64,26,,10,,,,,,,,,,,,,,,9.36,"FCC",,,,,150,"N"
15483999,"International",,,,"Asia","Pacific",,,,,,,,,,,20,,,80,,,,,,,,,9.36,"FCC",,,,,150,"N"
15484075,"International",,,,,"Atlantic",,,,,70,20,,10,,,,,,,,,,0.8,,,,,9.36,"FCC",,,,,150,"N"
15484109,"International",,,,,"Atlantic",,,,,48,52,,,,,,,,,,,,,,,,,9.36,"FCC",,,,,150,"N"
15486103,"International",,,,,"Atlantic/Pacific",,,26,,2,34,0,2,,1,3,1,30,,,,,,,,,,18.7,"FCC",,,,,500,"N"
15486237,"International",,,,,"Pacific",,,,,,,,,,62,27,3,8,,,,,,,,,,18.7,"FCC",,,,,500,"N"
15491673,"International",,,,"Asia","Pacific",,,,,,,,,,,74,,,26,,,,2.4,,,3,,11.2,"FCC",,,,,,"N"
15491707,"International",,,,,"Atlantic",,,,,,20,,,,,,,,,,80,,,,,,,15.16,"FCC",,,,,200,"N"
15493835,"International",,,,,"Atlantic/Pacific",20,,19,3,4,,3,3,,2,32,2,8,3,,,,,,,,,27.3,"FCC",,,,17,700,"N"
15493969,"International",,,,,"Atlantic/Pacific",19,,18,4,4,,3,3,,2,35,2,8,2,,,,,,,,,27.3,"FCC",,,,17,700,"N"
15494045,"International",,,,,"Atlantic/Pacific",24,,17,,1,0,0,9,,3,34,2,3,6,,,,,,,,,27.3,"FCC",,,,17,700,"N"
15494179,"International",,,,,"Atlantic/Pacific",33,,11,,,,,,,,40,4,4,7,,,,,,,,,27.3,"FCC",,,,17,700,"N"
15494203,"International",,,,,"Atlantic/Pacific",10,,4,,1,,0,11,,12,38,10,12,2,,,,,,,,,27.3,"FCC",,,,17,700,"N"
